,logFC,AveExpr,t,P.Value,adj.P.Val,B,threshold
261001_at,-0.385859553,2.618150708,-4.664738713,0.000609238,0.969030693,-2.952088601,FALSE
262374_s_at,-0.709356964,3.192172956,-4.213949986,0.001313171,0.969030693,-3.110569468,FALSE
260333_at,0.501545537,2.664798199,4.106514867,0.001582842,0.969030693,-3.151416957,FALSE
255939_at,-0.328743555,4.280267965,-4.053961673,0.001735119,0.969030693,-3.171840995,FALSE
249771_at,0.562046648,3.282752856,4.047366424,0.001755276,0.969030693,-3.174424801,FALSE
255814_at,0.524639126,3.56953348,3.935250727,0.002137636,0.969030693,-3.219055807,FALSE
257406_at,-0.499060952,4.212439437,-3.832314708,0.002564638,0.969030693,-3.261213828,FALSE
264752_at,-0.417555342,2.982976073,-3.728058226,0.003087451,0.969030693,-3.305067674,FALSE
254917_at,0.378816053,4.164203824,3.650526393,0.003546531,0.969030693,-3.338432367,FALSE
246271_at,-0.468392672,3.669593127,-3.644447243,0.00358537,0.969030693,-3.341075474,FALSE
249954_at,-0.4283545,4.029429913,-3.632822218,0.00366086,0.969030693,-3.346140751,FALSE
246317_at,-0.443767625,6.105916396,-3.569568805,0.004101156,0.969030693,-3.373952277,FALSE
255534_at,-0.327198681,2.734558784,-3.538146253,0.004339705,0.969030693,-3.387925072,FALSE
266069_at,-0.492233879,4.259170381,-3.502020365,0.004631582,0.969030693,-3.404117186,FALSE
257127_at,-0.748030703,4.916611036,-3.500068716,0.00464791,0.969030693,-3.404995822,FALSE
246674_at,-0.260162149,5.531955635,-3.492072248,0.004715429,0.969030693,-3.408599989,FALSE
246893_at,0.516397021,5.575618361,3.490342432,0.004730166,0.969030693,-3.409380527,FALSE
254744_at,0.500301247,3.814390284,3.490234924,0.004731084,0.969030693,-3.409429047,FALSE
249230_at,0.343836662,2.754715623,3.474429598,0.004867964,0.969030693,-3.4165754,FALSE
246796_at,-0.415376186,5.342268249,-3.469799721,0.004908822,0.969030693,-3.418673701,FALSE
245491_at,0.382150644,4.014508957,3.457984838,0.00501468,0.969030693,-3.424038374,FALSE
252963_at,-0.417620926,3.068046736,-3.451929775,0.005069832,0.969030693,-3.426793335,FALSE
AFFX-DapX-5_at,1.004576459,6.947811547,3.451588374,0.00507296,0.969030693,-3.426948779,FALSE
262185_at,-0.355551681,2.503103628,-3.450563654,0.00508236,0.969030693,-3.427415422,FALSE
264180_at,-0.364444501,2.710275032,-3.441176841,0.005169305,0.969030693,-3.431695083,FALSE
259222_at,0.307307477,3.587894653,3.437960581,0.005199443,0.969030693,-3.433163538,FALSE
267044_at,-0.369955462,6.424875483,-3.43788793,0.005200126,0.969030693,-3.433196721,FALSE
255132_at,0.367879953,4.793678431,3.436791734,0.00521044,0.969030693,-3.433697465,FALSE
257636_at,-0.335827973,3.013438726,-3.433008329,0.005246199,0.969030693,-3.435426681,FALSE
256497_at,-2.505876825,6.427530392,-3.423019992,0.005341813,0.969030693,-3.43999895,FALSE
260443_at,-0.431417072,5.480930498,-3.398288009,0.005586279,0.969030693,-3.451364295,FALSE
256039_at,0.385675037,2.981941346,3.375588245,0.005820685,0.969030693,-3.461850692,FALSE
252505_at,0.406056777,3.026795516,3.345193642,0.006150318,0.969030693,-3.475973611,FALSE
254182_at,0.389845699,4.06222441,3.344036826,0.006163233,0.969030693,-3.476512969,FALSE
249458_at,-0.399934744,2.864723905,-3.342029756,0.006185705,0.969030693,-3.477449072,FALSE
248528_at,0.55770925,8.547103228,3.3417867,0.006188432,0.969030693,-3.477562462,FALSE
253515_at,0.555432183,2.848645971,3.329897207,0.006323331,0.969030693,-3.483116344,FALSE
259063_at,-0.336876246,2.794088421,-3.328128192,0.006343657,0.969030693,-3.483943907,FALSE
262941_at,-0.489371758,5.528488802,-3.315858237,0.006486474,0.969030693,-3.48969253,FALSE
251919_at,-0.360396799,2.959918348,-3.310448176,0.006550478,0.969030693,-3.492231984,FALSE
248136_at,-0.331382683,4.96123115,-3.309513022,0.006561606,0.969030693,-3.492671235,FALSE
259973_at,0.421532923,4.137246629,3.30003025,0.006675541,0.969030693,-3.497130307,FALSE
260696_at,-0.390479107,3.478558187,-3.29719965,0.006709939,0.969030693,-3.498463068,FALSE
248093_at,-0.332598155,7.261482245,-3.293128923,0.006759722,0.969030693,-3.500381123,FALSE
255796_at,0.315787292,5.224462878,3.292400541,0.006768669,0.969030693,-3.500724496,FALSE
248053_at,-0.332591075,4.55989331,-3.291699851,0.006777287,0.969030693,-3.501054865,FALSE
253573_at,0.427543391,2.777488156,3.288753553,0.006813648,0.969030693,-3.50244455,FALSE
259992_at,-0.397668712,5.460954198,-3.282169802,0.006895618,0.969030693,-3.505553017,FALSE
254993_at,0.421323988,3.982934407,3.273951534,0.006999343,0.969030693,-3.509439209,FALSE
249140_at,-0.337698291,8.253624709,-3.254697053,0.0072486,0.969030693,-3.51857011,FALSE
247124_at,-0.306740084,5.980663185,-3.247516429,0.007343844,0.969030693,-3.521984608,FALSE
263621_at,-0.344335994,7.570761081,-3.227480224,0.007616365,0.969030693,-3.531538664,FALSE
251995_at,0.368438247,5.633158878,3.220702662,0.007710849,0.969030693,-3.534779277,FALSE
247782_at,-0.34028062,3.138363396,-3.217305168,0.007758659,0.969030693,-3.536405417,FALSE
250535_at,-0.278666658,2.346338269,-3.210433296,0.007856278,0.969030693,-3.539697893,FALSE
245936_at,0.393009288,4.284871183,3.198751017,0.008025095,0.969030693,-3.545305552,FALSE
261496_at,0.343706532,3.087449386,3.191838698,0.008126705,0.969030693,-3.54862971,FALSE
254922_at,0.361969458,3.523856102,3.190826822,0.008141688,0.969030693,-3.549116707,FALSE
247449_at,-0.298057144,7.540304716,-3.170938126,0.008441924,0.969030693,-3.558708508,FALSE
251577_at,0.3665672,2.45180336,3.163820455,0.008552069,0.969030693,-3.562150268,FALSE
259199_at,-0.409331403,4.116283621,-3.144667096,0.008855727,0.969030693,-3.571435535,FALSE
250100_at,0.289273995,2.971962175,3.126061824,0.009161114,0.969030693,-3.580487858,FALSE
252588_at,0.4417744,5.091529434,3.124948074,0.009179729,0.969030693,-3.581030766,FALSE
263213_at,0.317898653,2.718850246,3.108079238,0.009466373,0.969030693,-3.589267615,FALSE
248943_s_at,-0.382397055,5.797210027,-3.094536511,0.009703015,0.969030693,-3.595899226,FALSE
264191_at,-0.280345036,4.757319304,-3.061977425,0.010296609,0.969030693,-3.611910738,FALSE
260210_at,-0.415131874,3.016259172,-3.05915212,0.01034981,0.969030693,-3.613304616,FALSE
264184_at,0.332833869,2.662786712,3.05099456,0.010504974,0.969030693,-3.617333174,FALSE
267062_at,-0.45561385,7.726186728,-3.049956377,0.010524888,0.969030693,-3.617846297,FALSE
251585_at,-0.279365239,5.328971571,-3.040872074,0.010700768,0.969030693,-3.622340291,FALSE
245137_at,-0.304591348,4.896543568,-3.039493266,0.01072772,0.969030693,-3.623023022,FALSE
253820_at,0.294762236,5.756788901,3.027604895,0.010962951,0.969030693,-3.628916592,FALSE
262361_at,0.494427523,4.018681059,3.018173209,0.011153253,0.969030693,-3.633601061,FALSE
247277_at,-0.304961982,6.969897614,-3.016717787,0.011182913,0.969030693,-3.634324619,FALSE
265049_at,0.53031647,3.463989759,3.012903607,0.011261017,0.969030693,-3.636221697,FALSE
254601_at,0.296670858,2.984626855,3.01164794,0.011286849,0.969030693,-3.63684651,FALSE
AFFX-ThrX-5_at,0.605827879,4.658009671,3.00897774,0.01134198,0.969030693,-3.638175639,FALSE
257116_at,0.348295654,4.226821981,3.00236505,0.011479676,0.969030693,-3.641469841,FALSE
253316_s_at,0.334807728,3.531845517,3.001407699,0.01149975,0.969030693,-3.64194707,FALSE
263878_s_at,-0.344287248,6.574924305,-2.996222649,0.011609082,0.969030693,-3.644533125,FALSE
259705_at,0.402513597,9.09167869,2.994844376,0.011638319,0.969030693,-3.645220929,FALSE
247038_at,-0.385449101,5.107872166,-2.988870593,0.011765896,0.969030693,-3.648203917,FALSE
257180_at,0.300468646,3.645519812,2.978108884,0.011999272,0.969030693,-3.653585388,FALSE
AFFX-r2-Bs-thr-5_s_at,0.827403275,5.162457534,2.972379219,0.012125411,0.969030693,-3.65645454,FALSE
AFFX-r2-Bs-dap-5_at,1.026094081,6.822958405,2.972187945,0.012129644,0.969030693,-3.656550369,FALSE
251245_at,0.353694558,6.010533434,2.967074397,0.01224338,0.969030693,-3.65911341,FALSE
260277_at,0.480053016,4.047649637,2.966058952,0.012266093,0.969030693,-3.659622637,FALSE
252108_at,-0.362338297,5.757471421,-2.961565644,0.012367101,0.969030693,-3.661876985,FALSE
248360_at,-0.45033203,5.51168767,-2.948048373,0.012676015,0.969030693,-3.668668889,FALSE
254991_at,-0.309388681,5.344398058,-2.944775303,0.012751969,0.969030693,-3.670315752,FALSE
253100_at,0.326405397,3.421543973,2.943200872,0.012788667,0.969030693,-3.67110825,FALSE
253095_at,0.261601511,5.891599272,2.941045308,0.012839082,0.969030693,-3.672193594,FALSE
258183_at,0.481660157,3.913110316,2.931796155,0.013057669,0.969030693,-3.676854935,FALSE
245776_at,0.509149119,5.628762419,2.927323769,0.013164696,0.969030693,-3.679111406,FALSE
253016_at,-0.237018867,2.313230161,-2.921518116,0.013304938,0.969030693,-3.682042974,FALSE
259876_at,-0.352046047,7.236370672,-2.919593344,0.013351762,0.969030693,-3.683015491,FALSE
264988_at,0.42290494,4.0839191,2.914618643,0.013473545,0.969030693,-3.685530405,FALSE
262926_s_at,-0.325179131,3.329289355,-2.91149453,0.013550591,0.969030693,-3.687110787,FALSE
253339_at,0.413441829,4.772948682,2.911333471,0.013554575,0.969030693,-3.687192283,FALSE
253879_s_at,0.405174439,3.739523138,2.907857611,0.013640838,0.969030693,-3.688951564,FALSE
245518_at,-0.386033384,4.931832875,-2.903573265,0.013747921,0.969030693,-3.691121381,FALSE
255798_at,0.277307577,5.240608183,2.900488885,0.013825532,0.969030693,-3.692684377,FALSE
265189_at,-0.282880255,7.098063271,-2.899077036,0.013861203,0.969030693,-3.693400076,FALSE
247061_at,0.318229293,2.88743969,2.895335867,0.01395617,0.969030693,-3.695297325,FALSE
246087_at,0.313584387,4.917283441,2.893985673,0.013990603,0.969030693,-3.695982317,FALSE
257592_at,-0.235727038,2.337825719,-2.886240415,0.01418977,0.969030693,-3.699914476,FALSE
251003_at,-0.249431926,4.141540442,-2.87748535,0.01441831,0.969030693,-3.704364951,FALSE
256830_at,-0.414592876,3.139809354,-2.873012553,0.01453648,0.969030693,-3.706640914,FALSE
248086_at,-0.352521927,2.730640117,-2.867977459,0.01467066,0.969030693,-3.709204848,FALSE
245282_at,0.312986228,6.837045726,2.86789205,0.014672947,0.969030693,-3.709248356,FALSE
249319_s_at,0.262085492,2.538307636,2.863884234,0.01478065,0.969030693,-3.711290609,FALSE
257597_at,0.379661186,2.806752043,2.8594601,0.014900455,0.969030693,-3.713546432,FALSE
259655_at,0.506577972,7.412892209,2.852811401,0.015082323,0.969030693,-3.716939346,FALSE
257941_at,-0.314019126,3.205992099,-2.852480225,0.01509144,0.969030693,-3.717108437,FALSE
257983_at,0.399649876,5.343182067,2.843959753,0.015327884,0.969030693,-3.721461648,FALSE
255388_at,0.226575973,2.298406761,2.839080912,0.01546493,0.969030693,-3.723956764,FALSE
262231_at,0.628697148,4.303770619,2.836709146,0.015531991,0.969030693,-3.725170366,FALSE
251916_at,0.389139071,3.824593276,2.831369718,0.015684025,0.969030693,-3.727904015,FALSE
255605_at,-0.393539308,5.131486071,-2.824219026,0.015889952,0.969030693,-3.731568294,FALSE
246554_at,0.345345292,5.933029512,2.819195386,0.01603623,0.969030693,-3.734144845,FALSE
250786_at,-0.329413872,6.825312942,-2.816861386,0.016104645,0.969030693,-3.735342548,FALSE
267646_at,-0.303306146,2.957621309,-2.809745519,0.016315025,0.969030693,-3.738996539,FALSE
247040_at,0.407782323,3.87101001,2.809469989,0.016323226,0.969030693,-3.739138097,FALSE
247321_s_at,-0.435112961,6.231738378,-2.806039846,0.016425662,0.969030693,-3.740900853,FALSE
256968_at,0.302186303,3.570340604,2.80471905,0.016465275,0.969030693,-3.741579838,FALSE
258235_at,-0.31181118,3.237021809,-2.804695705,0.016465976,0.969030693,-3.74159184,FALSE
265276_at,-0.383219766,7.587247992,-2.803645487,0.016497544,0.969030693,-3.74213182,FALSE
253311_s_at,-0.327054323,2.917146753,-2.803230788,0.016510025,0.969030693,-3.742345064,FALSE
AFFX-CreX-3_at,0.388490858,12.86743099,2.802979099,0.016517605,0.969030693,-3.742474491,FALSE
266444_at,0.25891474,2.597987151,2.794462377,0.016776141,0.969030693,-3.746856778,FALSE
259110_at,-0.343330432,6.013285757,-2.794441852,0.016776769,0.969030693,-3.746867345,FALSE
256612_at,0.357869481,3.629814764,2.792686954,0.01683054,0.969030693,-3.747770975,FALSE
263834_at,-0.301127342,7.604010209,-2.789891466,0.01691655,0.969030693,-3.749210876,FALSE
245345_at,-0.366992294,3.195386064,-2.789594203,0.016925721,0.969030693,-3.749364023,FALSE
247658_at,-0.224891022,11.35101872,-2.78934971,0.016933268,0.969030693,-3.749489988,FALSE
265482_at,0.302784556,3.106027739,2.786798666,0.017012214,0.969030693,-3.750804561,FALSE
251096_at,-0.359616905,3.137456687,-2.785867777,0.017041113,0.969030693,-3.75128437,FALSE
252988_at,0.446232264,3.720723981,2.781248466,0.017185238,0.969030693,-3.753666207,FALSE
260893_at,0.540434987,4.287647331,2.780141393,0.017219958,0.969030693,-3.754237266,FALSE
246346_at,0.333874139,4.066877357,2.779292939,0.017246615,0.969030693,-3.75467498,FALSE
255626_at,0.475878158,4.790985716,2.765413873,0.01768852,0.969030693,-3.761842237,FALSE
252537_at,0.313202139,6.87140059,2.761628085,0.017810994,0.969030693,-3.763799555,FALSE
259676_at,-0.238955985,2.634912887,-2.761596213,0.017812029,0.969030693,-3.763816038,FALSE
263911_at,0.283150909,2.910832035,2.761111637,0.017827767,0.969030693,-3.764066644,FALSE
259408_at,0.227490526,8.478552621,2.760346094,0.017852658,0.969030693,-3.764462589,FALSE
263144_at,-0.227712505,2.873830336,-2.757073027,0.017959469,0.969030693,-3.766155899,FALSE
253407_at,0.484762845,5.017202632,2.749706367,0.018202188,0.969030693,-3.769969675,FALSE
265873_at,0.308098303,4.332682955,2.749058977,0.018223673,0.969030693,-3.770305009,FALSE
264366_at,-0.212848184,5.901506641,-2.748412602,0.018245149,0.969030693,-3.770639846,FALSE
249508_at,-0.469253377,6.384199181,-2.746188164,0.01831925,0.969030693,-3.771792368,FALSE
247476_at,0.313424896,2.94844614,2.745544499,0.018340747,0.969030693,-3.772125925,FALSE
254821_at,-0.314301353,3.187272952,-2.743498892,0.018409233,0.969030693,-3.773186173,FALSE
245870_at,-0.317602259,6.431085272,-2.742341229,0.018448103,0.969030693,-3.773786319,FALSE
258994_at,0.426746554,6.020259799,2.742196089,0.018452982,0.969030693,-3.773861568,FALSE
246461_at,-0.278652331,4.641080588,-2.741304074,0.018482996,0.969030693,-3.774324068,FALSE
245095_at,0.237934178,2.748731767,2.738996895,0.01856085,0.969030693,-3.775520563,FALSE
256331_at,0.261480713,6.022343271,2.738578179,0.018575014,0.969030693,-3.775737745,FALSE
262407_at,0.285437937,7.238119482,2.737660266,0.018606102,0.969030693,-3.776213896,FALSE
267309_at,-0.307257687,5.971120622,-2.735093947,0.018693292,0.969030693,-3.777545422,FALSE
262177_at,0.372507016,3.958502923,2.733175702,0.018758728,0.969030693,-3.778540982,FALSE
247767_at,-0.369289968,2.75670908,-2.731853768,0.018803954,0.969030693,-3.779227201,FALSE
266253_at,-0.348816479,6.643355752,-2.730957387,0.018834682,0.969030693,-3.779692579,FALSE
258048_at,0.253906385,5.280131761,2.727247737,0.018962379,0.969030693,-3.781619096,FALSE
246509_at,-0.339212409,4.099291665,-2.722140561,0.019139584,0.969030693,-3.784272857,FALSE
254260_at,-0.328564623,4.155993794,-2.720729946,0.019188817,0.969030693,-3.785006131,FALSE
250070_at,0.670579336,3.831056718,2.718937081,0.019251571,0.969030693,-3.785938294,FALSE
250211_at,0.351489521,4.477746041,2.716884084,0.01932368,0.969030693,-3.787005963,FALSE
262451_at,0.438725753,4.103179725,2.715490935,0.019372764,0.969030693,-3.787730631,FALSE
253101_at,0.352168699,3.112073075,2.704630086,0.019759667,0.969030693,-3.793384322,FALSE
250942_at,-0.326132083,3.152707009,-2.698126544,0.019994989,0.969030693,-3.796773369,FALSE
254031_at,0.249107911,2.635701993,2.694013827,0.020145228,0.969030693,-3.798917908,FALSE
266184_s_at,0.717362382,4.592125855,2.693699539,0.020156755,0.969030693,-3.799081834,FALSE
252724_at,-0.280894881,4.95891797,-2.692005961,0.02021898,0.969030693,-3.799965275,FALSE
249636_at,0.468413939,4.040089093,2.690263411,0.020283203,0.969030693,-3.800874447,FALSE
256806_at,0.538680141,4.819080596,2.680799356,0.020635536,0.969030693,-3.805815572,FALSE
259411_at,-0.20697114,3.230441589,-2.676582552,0.020794459,0.969030693,-3.808018904,FALSE
246143_at,-0.235559693,7.573903335,-2.676024421,0.020815584,0.969030693,-3.808310616,FALSE
261947_at,0.651245621,3.973913462,2.669878584,0.021049605,0.969030693,-3.811524027,FALSE
247500_at,0.557899744,4.100455638,2.665929904,0.021201328,0.969030693,-3.813589831,FALSE
256754_at,-0.549387242,6.781705522,-2.66175647,0.021362859,0.969030693,-3.815774226,FALSE
245434_at,0.357859543,3.374907932,2.661419029,0.021375972,0.969030693,-3.815950889,FALSE
253088_at,0.38601755,3.063169395,2.658681356,0.021482655,0.969030693,-3.817384415,FALSE
254140_at,0.279854414,5.222361264,2.658113644,0.021504843,0.969030693,-3.817681741,FALSE
250223_at,0.404530839,4.771713855,2.654894712,0.021631078,0.969030693,-3.81936794,FALSE
265565_at,-0.263482607,2.816982821,-2.653365483,0.021691305,0.969030693,-3.820169221,FALSE
245083_at,-0.427344742,8.179812278,-2.653209351,0.021697463,0.969030693,-3.820251038,FALSE
249200_at,-0.398517277,7.311270333,-2.653116077,0.021701143,0.969030693,-3.820299917,FALSE
267181_at,0.243128991,8.328969773,2.64456172,0.022041251,0.969030693,-3.824784831,FALSE
261188_at,-0.25679756,2.591199239,-2.644081267,0.022060508,0.969030693,-3.825036851,FALSE
257645_at,0.369961757,2.746916593,2.642864346,0.022109357,0.969030693,-3.82567524,FALSE
246901_at,0.286628296,4.24096866,2.642465287,0.022125399,0.969030693,-3.825884602,FALSE
249190_at,-0.4932223,6.448319406,-2.642202898,0.022135953,0.969030693,-3.826022266,FALSE
248514_s_at,-0.2929411,2.883988842,-2.638274743,0.02229455,0.969030693,-3.828083678,FALSE
266532_at,0.258915988,2.627328626,2.635346406,0.022413507,0.969030693,-3.829620977,FALSE
259499_at,-0.354301328,6.117729629,-2.634562058,0.022445475,0.969030693,-3.830032821,FALSE
246438_at,-0.281222901,3.247281119,-2.633955632,0.022470222,0.969030693,-3.830351266,FALSE
258449_s_at,0.273662828,7.244522591,2.632865664,0.022514769,0.969030693,-3.830923679,FALSE
257147_at,0.586326372,5.727570095,2.629266535,0.022662483,0.969030693,-3.832814292,FALSE
250600_at,-0.255139084,3.263123385,-2.629036492,0.022671956,0.969030693,-3.832935157,FALSE
264339_at,0.291507864,9.062006407,2.62880857,0.022681346,0.969030693,-3.833054911,FALSE
262674_at,-0.271007332,2.796404678,-2.620081821,0.023043768,0.969030693,-3.837642265,FALSE
266368_at,0.50848119,4.589133925,2.618382383,0.023115004,0.969030693,-3.83853609,FALSE
253881_at,0.410163177,4.008501247,2.617745456,0.023141758,0.969030693,-3.838871125,FALSE
261953_at,0.616135824,5.595603642,2.613437416,0.023323518,0.969030693,-3.84113781,FALSE
245587_at,-0.258551302,3.673152665,-2.61183955,0.023391289,0.969030693,-3.841978787,FALSE
257466_at,0.293218818,5.055385275,2.609537633,0.023489261,0.969030693,-3.843190558,FALSE
249203_at,0.590861083,4.419984317,2.60748775,0.023576846,0.969030693,-3.844269894,FALSE
256443_at,0.365110866,4.991893357,2.605088402,0.023679769,0.969030693,-3.845533521,FALSE
245754_at,-0.226502322,2.169800301,-2.59569465,0.024086985,0.969030693,-3.850483723,FALSE
245271_at,-0.257544695,6.206735689,-2.589122039,0.024375981,0.969030693,-3.853950028,FALSE
248373_at,0.23274051,2.432613495,2.587811855,0.024433995,0.969030693,-3.854641269,FALSE
260731_at,0.3519232,5.90846781,2.587174127,0.024462281,0.969030693,-3.85497776,FALSE
264856_at,0.515538491,5.357358443,2.586263514,0.024502728,0.969030693,-3.855458272,FALSE
263527_at,0.296481289,3.289262266,2.585906408,0.024518607,0.969030693,-3.855646722,FALSE
264147_at,0.548656629,3.635065342,2.582771993,0.024658418,0.969030693,-3.857301073,FALSE
251858_at,0.676902763,6.720184664,2.5806857,0.024751911,0.969030693,-3.858402501,FALSE
246395_at,0.475518581,3.846310634,2.578897635,0.024832315,0.969030693,-3.85934666,FALSE
249098_at,-0.25571222,2.688827213,-2.577619701,0.024889937,0.969030693,-3.860021551,FALSE
253405_at,-0.261064634,3.515920853,-2.576777107,0.024928001,0.969030693,-3.860466579,FALSE
252715_x_at,-0.292819849,2.80946538,-2.576028114,0.024961884,0.969030693,-3.860862201,FALSE
264331_at,-0.550778195,5.923682087,-2.575559213,0.024983119,0.969030693,-3.86110989,FALSE
245025_at,-1.304147924,4.665675715,-2.575107661,0.025003586,0.969030693,-3.861348427,FALSE
250351_at,0.65208935,3.755906575,2.571546873,0.025165554,0.969030693,-3.863229799,FALSE
253315_at,-0.220032237,2.648353428,-2.569217445,0.025272067,0.969030693,-3.864460913,FALSE
253320_at,0.349117224,4.862625201,2.568141373,0.025321419,0.969030693,-3.865029713,FALSE
247141_at,-0.344740941,4.29575015,-2.566624718,0.025391138,0.969030693,-3.865831498,FALSE
248166_at,-0.283944229,5.59735784,-2.562586291,0.025577698,0.969030693,-3.867966975,FALSE
257690_at,-0.290538148,5.575681899,-2.56241469,0.025585655,0.969030693,-3.868057734,FALSE
248807_at,0.286893323,3.27285401,2.561396701,0.025632908,0.969030693,-3.86859617,FALSE
264972_at,-0.224364898,2.946283085,-2.558641806,0.025761212,0.969030693,-3.870053544,FALSE
252048_at,0.220118677,5.507266373,2.558571929,0.025764475,0.969030693,-3.870090515,FALSE
255178_at,0.187960726,2.233449299,2.556527849,0.025860092,0.969030693,-3.871172102,FALSE
248735_at,0.342493455,2.766016794,2.554417948,0.025959153,0.969030693,-3.872288729,FALSE
245248_at,0.271522938,6.177437066,2.553511178,0.02600184,0.969030693,-3.872768685,FALSE
245931_at,-0.389187192,2.705716381,-2.553322467,0.026010732,0.969030693,-3.872868576,FALSE
248006_at,-0.267751694,2.65916049,-2.553131291,0.026019744,0.969030693,-3.872969773,FALSE
261899_at,0.760723201,4.511930035,2.552387824,0.026054818,0.969030693,-3.873363335,FALSE
267497_at,0.511504143,3.413794511,2.551343132,0.026104181,0.969030693,-3.873916399,FALSE
247741_at,-0.347080082,5.630491105,-2.548280186,0.026249437,0.969030693,-3.875538232,FALSE
254817_at,-0.243493542,4.830904526,-2.548233429,0.026251661,0.969030693,-3.875562993,FALSE
256403_at,-0.373522406,8.169125994,-2.546463487,0.026335965,0.969030693,-3.876500385,FALSE
253813_at,0.406159613,3.673484509,2.545610917,0.026376668,0.969030693,-3.876951972,FALSE
247222_at,-0.285350766,7.00341455,-2.545592137,0.026377565,0.969030693,-3.87696192,FALSE
263819_x_at,-0.331875894,2.744102929,-2.544776344,0.026416572,0.969030693,-3.877394061,FALSE
261103_s_at,-0.258954889,3.828860337,-2.543287726,0.026487893,0.969030693,-3.878182689,FALSE
265983_at,0.257767618,3.439089307,2.542086204,0.026545597,0.969030693,-3.878819297,FALSE
254529_at,-0.342525182,5.350701291,-2.541751328,0.026561702,0.969030693,-3.878996738,FALSE
249405_at,-0.209756567,6.305259761,-2.539688611,0.026661111,0.969030693,-3.880089826,FALSE
251469_at,0.324260387,3.250127672,2.539659708,0.026662506,0.969030693,-3.880105143,FALSE
261662_at,-0.261265397,2.893385038,-2.538979914,0.026695349,0.969030693,-3.880465428,FALSE
251052_at,-0.289766124,6.113820579,-2.536518891,0.026814578,0.969030693,-3.881769924,FALSE
250494_at,-0.234950241,6.086320477,-2.53650268,0.026815365,0.969030693,-3.881778518,FALSE
266294_at,0.477795019,4.227203497,2.533752219,0.026949236,0.969030693,-3.883236764,FALSE
255684_at,-0.258593589,6.201501143,-2.533726533,0.02695049,0.969030693,-3.883250384,FALSE
266852_at,0.227386255,5.579419246,2.532223699,0.027023915,0.969030693,-3.884047307,FALSE
266776_at,0.299659245,3.79248073,2.526716866,0.02729464,0.969030693,-3.886968343,FALSE
253531_at,-0.256714846,5.637975776,-2.5252757,0.027365926,0.969030693,-3.887733017,FALSE
250378_at,0.217622623,2.893438761,2.523306695,0.027463615,0.969030693,-3.888777907,FALSE
252553_at,-0.214030578,2.670140959,-2.522287469,0.027514316,0.969030693,-3.889318847,FALSE
259079_at,-0.340413465,4.071450045,-2.521850461,0.027536083,0.969030693,-3.889550797,FALSE
258118_at,-0.473949636,4.180476455,-2.52004794,0.027626041,0.969030693,-3.890507605,FALSE
257207_at,-0.301406333,3.171177224,-2.517523124,0.027752529,0.969030693,-3.891848059,FALSE
254208_at,0.344735283,3.718803169,2.515585074,0.027850005,0.969030693,-3.892877181,FALSE
260628_at,-0.235719302,2.76755927,-2.512242534,0.028018906,0.969030693,-3.89465248,FALSE
255032_at,0.305656145,2.661955824,2.510383239,0.028113289,0.969030693,-3.895640202,FALSE
256073_at,0.473280895,5.705946945,2.506184813,0.028327555,0.969030693,-3.897871092,FALSE
256251_at,0.431377316,6.116108121,2.502605887,0.028511461,0.969030693,-3.89977339,FALSE
255868_at,-0.229269317,2.970348066,-2.50144479,0.028571375,0.969030693,-3.90039066,FALSE
249957_at,-0.253127553,8.784927561,-2.501177524,0.028585183,0.969030693,-3.900532754,FALSE
254550_at,1.097009598,3.15924653,2.499330423,0.028680793,0.969030693,-3.901514857,FALSE
246382_at,0.309603333,2.635459373,2.499313726,0.028681659,0.969030693,-3.901523736,FALSE
253665_at,-0.332899646,2.964221665,-2.498423109,0.028727872,0.969030693,-3.901997328,FALSE
246870_at,0.350995866,7.469888075,2.497440701,0.028778932,0.969030693,-3.902519769,FALSE
260507_at,-0.270289358,7.579466502,-2.497157015,0.028793692,0.969030693,-3.90267064,FALSE
264914_at,0.299393966,8.577182677,2.496416216,0.028832272,0.969030693,-3.903064628,FALSE
258634_at,0.266619425,3.541495235,2.49456089,0.028929117,0.969030693,-3.90405147,FALSE
249587_at,-0.208353915,2.54918357,-2.493551746,0.028981926,0.969030693,-3.904588288,FALSE
260233_at,0.382193974,3.343032292,2.491976133,0.029064565,0.969030693,-3.905426525,FALSE
255910_at,-0.255773329,6.732274724,-2.489492618,0.02919529,0.969030693,-3.906747977,FALSE
266712_at,0.541394433,5.794599184,2.488751655,0.029234402,0.969030693,-3.907142283,FALSE
246199_at,-0.357122983,6.574978844,-2.487860117,0.029281531,0.969030693,-3.907616748,FALSE
258032_at,-0.347276184,3.559144017,-2.48310684,0.02953405,0.969030693,-3.910146912,FALSE
252314_at,-0.317637937,5.269562532,-2.482125876,0.029586427,0.969030693,-3.91066919,FALSE
249299_at,0.332164129,7.264701739,2.479316363,0.029736938,0.969030693,-3.912165217,FALSE
246611_at,-0.296939848,9.372812577,-2.47855375,0.029777921,0.969030693,-3.912571351,FALSE
254955_at,-0.352654853,7.846276224,-2.477437056,0.029838031,0.969030693,-3.913166094,FALSE
261514_at,0.379981406,4.062130167,2.477435872,0.029838095,0.969030693,-3.913166724,FALSE
249199_at,-0.363243561,8.905140357,-2.477034679,0.029859719,0.969030693,-3.913380409,FALSE
267568_at,-0.232305365,3.60190671,-2.475900953,0.029920911,0.969030693,-3.913984289,FALSE
