,logFC,AveExpr,t,P.Value,adj.P.Val,B,threshold
261769_at,0.618284763,3.877731531,3.210365719,0.007857245,0.999989586,-3.539730293,FALSE
266463_at,0.240258762,6.515179284,3.205381472,0.007928835,0.999989586,-3.542121235,FALSE
254026_at,-0.326559927,2.968236213,-3.191622277,0.008129907,0.999989586,-3.548733861,FALSE
250359_at,-0.306217979,5.531873798,-3.180285444,0.00829945,0.999989586,-3.554195867,FALSE
257288_at,0.297383775,2.568921342,3.145838641,0.008836845,0.999989586,-3.570866602,FALSE
266251_s_at,0.517631592,2.589119468,3.145056875,0.00884944,0.999989586,-3.571246234,FALSE
254163_s_at,-0.651347198,5.237217688,-3.141421682,0.008908248,0.999989586,-3.573012262,FALSE
248417_at,0.327883848,2.773359372,3.134212007,0.009026051,0.999989586,-3.576518464,FALSE
254400_at,-0.266938611,3.004815455,-3.122861573,0.009214704,0.999989586,-3.58204816,FALSE
259563_s_at,-0.46360272,3.0104251,-3.113152267,0.009379234,0.999989586,-3.586787767,FALSE
255881_at,0.420222431,3.984229357,3.112278603,0.009394183,0.999989586,-3.587214672,FALSE
259568_at,-0.388376943,3.181270227,-3.110440517,0.009425713,0.999989586,-3.588113058,FALSE
252245_at,0.291286552,4.107454716,3.100257502,0.009602329,0.999989586,-3.593095727,FALSE
250375_at,-0.258649895,2.824912264,-3.091111633,0.009763798,0.999989586,-3.597578968,FALSE
252403_at,-0.41495223,5.467225703,-3.078028885,0.009999536,0.999989586,-3.604005217,FALSE
249230_at,0.30411358,2.754715623,3.073032459,0.010091072,0.999989586,-3.606463535,FALSE
253055_at,0.277639171,3.446292315,3.065313486,0.010234144,0.999989586,-3.610265792,FALSE
257425_at,0.283032007,2.880126674,3.033963407,0.0108365,0.999989586,-3.625762866,FALSE
264014_at,0.689544491,5.421200858,3.030707106,0.010901074,0.999989586,-3.627377501,FALSE
246271_at,-0.38803163,3.669593127,-3.019177896,0.011132825,0.999989586,-3.633101691,FALSE
256851_at,-0.367281776,4.767443585,-3.01853006,0.011145993,0.999989586,-3.633423682,FALSE
265931_at,-0.29928211,3.347018669,-3.011038016,0.011299419,0.999989586,-3.637150054,FALSE
253294_at,0.336726133,7.718344539,3.009904867,0.011322808,0.999989586,-3.637714079,FALSE
248652_at,-0.603341253,5.259138797,-3.005312084,0.011418104,0.999989586,-3.640001271,FALSE
257561_at,0.303080164,2.726506287,3.0010211,0.011507866,0.999989586,-3.642139807,FALSE
248291_at,0.325672857,4.222230306,2.991128684,0.011717508,0.999989586,-3.64707599,FALSE
252582_at,-0.314788759,3.632024952,-2.985481107,0.011838904,0.999989586,-3.649897795,FALSE
266712_at,-0.648926925,5.794599184,-2.983070864,0.011891097,0.999989586,-3.651102895,FALSE
251979_at,0.310841609,2.868260977,2.982337244,0.011907028,0.999989586,-3.651469796,FALSE
246786_at,-0.39361673,6.112411998,-2.980679263,0.011943113,0.999989586,-3.65229916,FALSE
253871_at,0.579322353,3.850646057,2.980121528,0.011955276,0.999989586,-3.652578206,FALSE
250398_at,0.211789382,7.535262026,2.978240323,0.011996394,0.999989586,-3.653519602,FALSE
262772_at,-0.334342917,5.761770161,-2.977165537,0.012019949,0.999989586,-3.654057583,FALSE
248890_at,0.296751976,3.22715447,2.972908175,0.01211371,0.999989586,-3.656189547,FALSE
244962_at,0.986852943,7.813824306,2.962878627,0.0123375,0.999989586,-3.661218072,FALSE
255745_at,-0.376509545,2.315977163,-2.962259719,0.012351444,0.999989586,-3.661528649,FALSE
266010_at,-0.36779795,3.257116131,-2.961185971,0.012375674,0.999989586,-3.66206755,FALSE
266353_at,-0.772943436,8.845911867,-2.952368043,0.012576466,0.999989586,-3.666496777,FALSE
255107_at,0.308200065,2.800964486,2.94944859,0.01264366,0.999989586,-3.667964632,FALSE
253326_at,-0.456344703,5.45453998,-2.949199521,0.012649409,0.999989586,-3.668089893,FALSE
262271_x_at,0.387410965,3.117430188,2.946211251,0.012718591,0.999989586,-3.669593139,FALSE
252048_at,0.253250881,5.507266373,2.943687487,0.012777314,0.999989586,-3.670863288,FALSE
248823_s_at,-0.282843549,2.178547419,-2.936951397,0.012935379,0.999989586,-3.67425596,FALSE
249876_at,0.628017845,4.348026644,2.931221245,0.013071378,0.999989586,-3.677144905,FALSE
263772_at,0.372352671,3.202856261,2.928655425,0.013132737,0.999989586,-3.67843937,FALSE
264191_at,-0.268136614,4.757319304,-2.928634908,0.013133229,0.999989586,-3.678449723,FALSE
262598_at,0.381208076,3.365526178,2.926586885,0.013182414,0.999989586,-3.679483344,FALSE
256114_at,0.489450959,5.380573759,2.924705452,0.01322776,0.999989586,-3.680433189,FALSE
248176_at,-0.341393148,4.097562738,-2.91865814,0.013374572,0.999989586,-3.683488122,FALSE
252240_at,-0.447966067,3.315495112,-2.91838757,0.013381178,0.999989586,-3.683624876,FALSE
262726_at,0.321600013,4.09389406,2.913382502,0.013503978,0.999989586,-3.686155633,FALSE
249405_at,-0.240470966,6.305259761,-2.911572122,0.013548672,0.999989586,-3.687071527,FALSE
266743_at,0.329570806,2.700967114,2.911363808,0.013553824,0.999989586,-3.687176932,FALSE
247269_at,0.256301497,2.646473404,2.901987412,0.013787771,0.999989586,-3.691924911,FALSE
246678_at,0.263190137,2.47060406,2.885999598,0.014196008,0.999989586,-3.700036811,FALSE
263114_at,0.449485865,5.709187368,2.883513974,0.01426055,0.999989586,-3.701299771,FALSE
263317_s_at,0.337398772,3.358400831,2.880123681,0.014349056,0.999989586,-3.703023176,FALSE
250523_at,-0.273216895,5.002521912,-2.869119623,0.014640115,0.999989586,-3.708623073,FALSE
247287_at,0.405010181,5.259335456,2.867606786,0.014680587,0.999989586,-3.709393677,FALSE
254154_at,-0.350267941,4.865857647,-2.864424664,0.014766081,0.999989586,-3.711015152,FALSE
254092_at,-1.030409332,5.132847074,-2.855536874,0.015007505,0.999989586,-3.715548097,FALSE
256194_at,-0.263402786,3.022719828,-2.852572507,0.015088899,0.999989586,-3.717061319,FALSE
258920_at,0.556231575,4.004318324,2.850447523,0.015147516,0.999989586,-3.718146471,FALSE
257272_at,0.367699523,3.836460575,2.846227632,0.015264593,0.999989586,-3.720302427,FALSE
249897_at,-0.331377968,5.161632199,-2.831781183,0.015672256,0.999989586,-3.72769328,FALSE
256858_at,-0.382131691,3.216844897,-2.826472304,0.015824773,0.999989586,-3.730413224,FALSE
264294_at,0.29485936,3.194921051,2.826370752,0.015827705,0.999989586,-3.730465273,FALSE
262674_at,-0.29107191,2.796404678,-2.814064895,0.016187,0.999989586,-3.736778104,FALSE
262146_at,0.302393886,2.955663833,2.812506103,0.016233086,0.999989586,-3.737578544,FALSE
266867_at,0.282505008,4.906973364,2.812489245,0.016233586,0.999989586,-3.737587202,FALSE
245192_at,0.248082716,2.185860733,2.809848293,0.016311967,0.999989586,-3.738943738,FALSE
255030_at,0.284870644,2.645357148,2.809485967,0.01632275,0.999989586,-3.739129888,FALSE
246404_at,-0.401982147,5.928817329,-2.79793281,0.01667031,0.999989586,-3.745070437,FALSE
264774_at,0.374259522,4.668373269,2.784616774,0.017080026,0.999989586,-3.751929272,FALSE
261861_at,0.362871692,4.846952344,2.783610881,0.017111379,0.999989586,-3.752447897,FALSE
257204_at,0.482592062,3.861797798,2.77993239,0.017226521,0.999989586,-3.754345085,FALSE
247673_at,0.304483136,5.531649321,2.776637724,0.017330301,0.999989586,-3.756045118,FALSE
259061_at,0.463910127,6.21553923,2.776346196,0.017339514,0.999989586,-3.756195582,FALSE
257450_at,-0.410602559,4.201807992,-2.773837179,0.017419004,0.999989586,-3.757490782,FALSE
263911_at,0.284238108,2.910832035,2.77171333,0.017486573,0.999989586,-3.758587493,FALSE
252013_at,0.369494951,5.824615285,2.766006889,0.017669411,0.999989586,-3.761535726,FALSE
264264_at,0.228932159,7.299733356,2.763849248,0.017739036,0.999989586,-3.762651056,FALSE
253842_at,-0.395349915,6.964592121,-2.763765432,0.017741746,0.999989586,-3.762694389,FALSE
267272_at,0.210225083,2.407199835,2.753617141,0.018072933,0.999989586,-3.76794458,FALSE
255248_at,0.916358568,5.279395872,2.753307961,0.018083118,0.999989586,-3.768104644,FALSE
266262_at,-0.509847785,5.889965551,-2.751669047,0.018137205,0.999989586,-3.768953222,FALSE
259961_at,0.374396068,4.466612782,2.751233404,0.018151609,0.999989586,-3.769178815,FALSE
259491_at,0.807688991,4.466207359,2.745716521,0.018335,0.999989586,-3.772036778,FALSE
246955_at,-0.301786489,6.123630284,-2.741495882,0.018476538,0.999989586,-3.774224613,FALSE
248086_at,-0.336653545,2.730640117,-2.738878644,0.018564849,0.999989586,-3.775581897,FALSE
259903_at,0.428523966,4.171878717,2.734353322,0.01871853,0.999989586,-3.777929774,FALSE
253941_at,-0.230335172,4.8622254,-2.726871177,0.018975389,0.999989586,-3.781814705,FALSE
260045_at,-0.230551269,5.268020972,-2.725725023,0.019015043,0.999989586,-3.782410142,FALSE
244997_at,0.676670851,6.963072102,2.725452804,0.019024473,0.999989586,-3.782551575,FALSE
263395_at,-0.301600695,2.460078388,-2.721784696,0.019151993,0.999989586,-3.784457833,FALSE
247030_at,-0.351414265,3.045059668,-2.719800657,0.019221319,0.999989586,-3.78548927,FALSE
256166_at,0.21755254,2.346963286,2.716808398,0.019326343,0.999989586,-3.787045329,FALSE
245056_at,-0.385320503,3.138542552,-2.715442841,0.019374461,0.999989586,-3.78775565,FALSE
261108_at,0.380216429,6.490883334,2.714575554,0.019405082,0.999989586,-3.788206848,FALSE
247814_at,0.216400135,2.641250059,2.713700934,0.019436011,0.999989586,-3.78866191,FALSE
257316_at,0.202837254,2.289454257,2.709026284,0.019602147,0.999989586,-3.791094944,FALSE
247073_at,0.533299543,7.34021029,2.706038598,0.019709063,0.999989586,-3.792650688,FALSE
258476_at,0.250160051,4.582850909,2.704331801,0.0197704,0.999989586,-3.793539703,FALSE
256948_at,0.27097165,6.031004919,2.703871165,0.019786986,0.999989586,-3.793779665,FALSE
264484_at,0.276737333,6.662358947,2.703506714,0.019800118,0.999989586,-3.79396953,FALSE
249995_at,0.434285208,3.551042164,2.697755677,0.020008491,0.999989586,-3.796966711,FALSE
255032_at,0.327968467,2.661955824,2.693636481,0.020159068,0.999989586,-3.799114724,FALSE
252995_at,0.270934037,5.082123518,2.69216289,0.020213206,0.999989586,-3.799883406,FALSE
257989_at,-0.225038533,6.408939638,-2.69092775,0.020258695,0.999989586,-3.800527807,FALSE
246641_s_at,0.297728545,2.47214422,2.68922298,0.020321644,0.999989586,-3.80141738,FALSE
261003_at,-0.287917252,3.357349819,-2.68826346,0.02035716,0.999989586,-3.801918149,FALSE
256784_at,-0.253499085,3.303335802,-2.68355106,0.020532476,0.999989586,-3.804378357,FALSE
250453_at,0.350545778,3.249610048,2.681613792,0.02060498,0.999989586,-3.805390144,FALSE
257424_at,-0.290399223,3.05367211,-2.680419717,0.020649795,0.999989586,-3.806013894,FALSE
257978_at,-0.365523318,3.292464135,-2.677751112,0.020750298,0.999989586,-3.807408209,FALSE
260022_at,0.297149406,2.878807782,2.677677776,0.020753066,0.999989586,-3.807446532,FALSE
263506_s_at,0.34981939,3.673455603,2.674039015,0.020890902,0.999989586,-3.809348456,FALSE
252463_at,0.65064216,4.101187361,2.67383362,0.020898709,0.999989586,-3.809455836,FALSE
259757_at,-0.355840107,6.197952212,-2.673750348,0.020901875,0.999989586,-3.809499372,FALSE
266080_at,-0.419975489,6.648022029,-2.671891546,0.020972671,0.999989586,-3.81047128,FALSE
245827_at,0.285143692,3.154106753,2.671667241,0.02098123,0.999989586,-3.810588575,FALSE
251885_at,0.277154114,4.204199873,2.670809943,0.021013974,0.999989586,-3.811036911,FALSE
255534_at,-0.246881776,2.734558784,-2.669643493,0.021058608,0.999989586,-3.811646992,FALSE
245138_at,0.48201481,3.943955535,2.668345213,0.021108395,0.999989586,-3.812326119,FALSE
247205_at,-0.428113075,4.388685223,-2.667802905,0.021129226,0.999989586,-3.812609829,FALSE
258694_at,0.266290424,2.735426777,2.665003217,0.021237091,0.999989586,-3.814074774,FALSE
262265_at,-0.293799711,2.806055701,-2.662602791,0.021330005,0.999989586,-3.815331174,FALSE
264384_at,-0.298975365,5.54551704,-2.660577939,0.021408693,0.999989586,-3.816391262,FALSE
260386_at,-0.388918771,3.411119428,-2.656236125,0.021578384,0.999989586,-3.818665183,FALSE
260522_x_at,0.476076835,5.365547717,2.654562189,0.02164416,0.999989586,-3.819542163,FALSE
265014_at,0.328919817,4.364957277,2.65408786,0.021662835,0.999989586,-3.819790695,FALSE
252032_at,0.311872655,6.570634467,2.650647587,0.021798753,0.999989586,-3.821593672,FALSE
260199_at,0.404162109,4.173927176,2.649365785,0.021849608,0.999989586,-3.822265614,FALSE
256334_at,-0.323026312,3.25526738,-2.647044614,0.021941999,0.999989586,-3.823482653,FALSE
251472_at,0.256812406,2.689729678,2.638265072,0.022294942,0.999989586,-3.828088754,FALSE
264107_s_at,-0.307382769,6.041702481,-2.630342809,0.022618211,0.999989586,-3.832248852,FALSE
245369_at,-0.29001972,3.164123542,-2.629982054,0.022633041,0.999989586,-3.832438374,FALSE
247946_at,0.307889446,2.87951814,2.628459209,0.022695747,0.999989586,-3.833238478,FALSE
256494_at,0.309724306,3.209256739,2.626358859,0.022782513,0.999989586,-3.834342215,FALSE
260274_at,-0.328589786,8.211827772,-2.624908836,0.022842604,0.999989586,-3.835104347,FALSE
249970_at,0.325253345,3.258596642,2.623632689,0.022895619,0.999989586,-3.835775187,FALSE
246796_at,-0.313655258,5.342268249,-2.620085032,0.023043633,0.999989586,-3.837640576,FALSE
252860_at,-0.212500958,3.08643902,-2.619672846,0.023060891,0.999989586,-3.837857352,FALSE
266713_at,-0.380303569,3.091663604,-2.618957534,0.023090871,0.999989586,-3.83823357,FALSE
261792_at,0.24475189,9.374064269,2.611506763,0.023405428,0.999989586,-3.842153955,FALSE
263293_x_at,0.332152326,2.759532479,2.606849976,0.023604161,0.999989586,-3.84460575,FALSE
258993_at,0.44163347,7.259497067,2.606447901,0.023621398,0.999989586,-3.844817497,FALSE
262970_at,0.432572624,4.324548233,2.60643062,0.023622139,0.999989586,-3.844826598,FALSE
245601_at,0.379076715,4.118281777,2.60284577,0.023776368,0.999989586,-3.846714891,FALSE
267471_at,0.343472226,4.021299536,2.602712153,0.023782136,0.999989586,-3.846785286,FALSE
251142_at,0.253595994,3.342121512,2.601781554,0.023822343,0.999989586,-3.84727559,FALSE
260365_at,-0.320571803,2.661365061,-2.600409856,0.023881731,0.999989586,-3.84799838,FALSE
248372_at,-0.49235851,3.397875372,-2.598982196,0.023943695,0.999989586,-3.848750764,FALSE
260648_at,-0.387338271,5.337717313,-2.598813836,0.023951013,0.999989586,-3.848839497,FALSE
262087_at,0.246090341,2.379480871,2.596480705,0.024052648,0.999989586,-3.85006932,FALSE
263609_at,-0.257053533,3.829087417,-2.595956044,0.024075561,0.999989586,-3.850345915,FALSE
252572_at,0.395973562,3.586850132,2.594445908,0.024141632,0.999989586,-3.85114212,FALSE
255457_at,0.958488194,5.214803456,2.589311114,0.02436762,0.999989586,-3.853850281,FALSE
266948_at,-0.303038152,4.649553067,-2.588917474,0.02438503,0.999989586,-3.854057949,FALSE
263935_at,-0.326023606,5.094634234,-2.588129042,0.024419937,0.999989586,-3.854473915,FALSE
259217_at,0.312864397,2.748820115,2.586267678,0.024502543,0.999989586,-3.855456075,FALSE
246093_at,-0.594744428,5.669040399,-2.585725499,0.024526656,0.999989586,-3.855742192,FALSE
246229_at,-0.260161578,2.519161949,-2.58435035,0.024587918,0.999989586,-3.85646795,FALSE
263518_at,-0.267924839,2.411858158,-2.583270328,0.024636138,0.999989586,-3.857038018,FALSE
246074_at,0.237299353,7.221754223,2.582741605,0.024659778,0.999989586,-3.857317114,FALSE
253039_at,0.487020035,3.652371782,2.580576671,0.024756806,0.999989586,-3.858460068,FALSE
249510_at,0.379830772,3.769372671,2.577769693,0.024883167,0.999989586,-3.859942334,FALSE
247448_at,-0.406494765,5.673920162,-2.573611839,0.025071501,0.999989586,-3.86213868,FALSE
252963_at,0.311344399,3.068046736,2.573479756,0.025077506,0.999989586,-3.862208466,FALSE
265620_at,-0.276405309,5.122047811,-2.570134509,0.025230081,0.999989586,-3.863976208,FALSE
258530_at,0.231341287,3.171652531,2.569751658,0.025247601,0.999989586,-3.864178555,FALSE
260644_at,0.285666061,6.10135549,2.569206398,0.025272573,0.999989586,-3.864466752,FALSE
264799_at,0.436188719,5.019755838,2.568208664,0.02531833,0.999989586,-3.864994142,FALSE
257129_at,0.475475564,7.350589522,2.566640109,0.025390429,0.999989586,-3.86582336,FALSE
245019_at,0.955463972,7.117152289,2.565827156,0.025427876,0.999989586,-3.866253177,FALSE
264781_at,0.23070659,5.183814866,2.563565075,0.025532359,0.999989586,-3.867449331,FALSE
253423_at,0.456621479,4.029767189,2.563461263,0.025537164,0.999989586,-3.867504232,FALSE
247476_at,0.292602103,2.94844614,2.563140658,0.025552009,0.999989586,-3.867673785,FALSE
257894_at,0.248328002,8.602545011,2.561309709,0.025636949,0.999989586,-3.868642184,FALSE
245231_at,-0.305629732,3.614619005,-2.559720009,0.025710922,0.999989586,-3.869483117,FALSE
252053_at,-0.312446159,8.262222702,-2.559331445,0.025729035,0.999989586,-3.869688682,FALSE
249480_s_at,0.257080534,3.357229538,2.556736035,0.025850338,0.999989586,-3.871061935,FALSE
260706_at,-0.231849734,3.703236489,-2.554204111,0.025969213,0.999989586,-3.87240191,FALSE
245919_at,0.243541688,2.397343729,2.551029855,0.026119002,0.999989586,-3.874082259,FALSE
255491_at,0.249870571,3.230732109,2.549642599,0.02618473,0.999989586,-3.874816778,FALSE
259518_at,-0.335976188,4.785471597,-2.54898168,0.0262161,0.999989586,-3.875166751,FALSE
254548_at,0.332918019,4.977549863,2.548593363,0.026234549,0.999989586,-3.875372384,FALSE
265569_at,0.461765661,4.2059939,2.546873828,0.026316396,0.999989586,-3.876283048,FALSE
267458_at,-0.267010925,2.68748575,-2.543799196,0.026463367,0.999989586,-3.877911715,FALSE
259965_at,0.348912656,8.830100243,2.543420038,0.026481546,0.999989586,-3.87811259,FALSE
245587_at,-0.25148563,3.673152665,-2.540463381,0.026623729,0.999989586,-3.879679232,FALSE
248257_at,0.279512831,3.649529296,2.540412567,0.02662618,0.999989586,-3.87970616,FALSE
245961_at,-0.242432843,3.276499345,-2.538606461,0.026713408,0.999989586,-3.880663363,FALSE
250728_at,0.258208375,4.817537359,2.5371329,0.026784783,0.999989586,-3.881444435,FALSE
266112_x_at,0.738089567,3.562366578,2.53706135,0.026788253,0.999989586,-3.881482363,FALSE
266384_at,0.280428099,3.570981263,2.536567098,0.026812238,0.999989586,-3.881744368,FALSE
262698_at,0.306408011,3.698702572,2.53510235,0.026883441,0.999989586,-3.882520905,FALSE
247141_at,-0.340429849,4.29575015,-2.534528285,0.026911398,0.999989586,-3.882825272,FALSE
266714_at,0.291662215,3.106631218,2.532957137,0.026988056,0.999989586,-3.883658367,FALSE
253824_at,-0.345639582,4.464040846,-2.531086563,0.027079603,0.999989586,-3.884650376,FALSE
261470_at,-0.254739456,6.299733475,-2.528520104,0.027205699,0.999989586,-3.886011686,FALSE
251664_at,0.790805915,5.341545546,2.523769914,0.027440603,0.999989586,-3.888532076,FALSE
250597_at,-0.2964453,6.179152047,-2.522433482,0.027507047,0.999989586,-3.88924135,FALSE
257000_at,-0.212813361,6.987283995,-2.522144176,0.027521451,0.999989586,-3.889394901,FALSE
253945_at,-0.196099515,5.129996497,-2.520470073,0.027604948,0.999989586,-3.890283517,FALSE
257928_at,0.260748011,2.713026171,2.518775822,0.027689701,0.999989586,-3.891182953,FALSE
246487_at,0.971520941,5.418702116,2.517107525,0.027773404,0.999989586,-3.892068733,FALSE
248272_at,0.198304199,8.034167715,2.516071469,0.02782551,0.999989586,-3.892618886,FALSE
262031_x_at,0.469555927,3.838111606,2.506969569,0.028287385,0.999989586,-3.897454045,FALSE
252965_at,1.042972921,5.304061276,2.502919248,0.028495313,0.999989586,-3.899606809,FALSE
264973_at,0.294406308,3.567791164,2.502086688,0.028538237,0.999989586,-3.900049403,FALSE
251680_at,-0.211671524,2.969888424,-2.501744489,0.028555899,0.999989586,-3.900231326,FALSE
263530_at,-0.220005937,2.607776205,-2.498354728,0.028731423,0.999989586,-3.902033691,FALSE
262494_at,-0.301058897,2.501302948,-2.494442179,0.028935325,0.999989586,-3.904114616,FALSE
259896_at,0.533223363,6.084259966,2.490440907,0.029145307,0.999989586,-3.906243373,FALSE
248569_at,-0.523376419,2.840595848,-2.489206604,0.029210381,0.999989586,-3.906900178,FALSE
267171_at,-0.290639711,3.896541535,-2.488912754,0.029225894,0.999989586,-3.907056552,FALSE
251031_at,0.561042866,3.465893358,2.485983084,0.029380997,0.999989586,-3.908615784,FALSE
253103_at,0.531721151,5.947593814,2.483981471,0.029487426,0.999989586,-3.90968128,FALSE
254305_at,0.410458806,3.223497215,2.481118012,0.029640335,0.999989586,-3.911205828,FALSE
245903_at,0.408754644,4.033252708,2.479368823,0.029734121,0.999989586,-3.91213728,FALSE
248707_at,0.222868221,2.945407731,2.477582049,0.02983022,0.999989586,-3.913088869,FALSE
258895_at,0.308669512,2.823730638,2.476668853,0.029879451,0.999989586,-3.913575261,FALSE
254600_at,0.233839882,5.167323378,2.476619181,0.029882131,0.999989586,-3.913601719,FALSE
251051_at,-0.354321151,3.139226741,-2.47621722,0.029903828,0.999989586,-3.913815824,FALSE
256670_at,-0.204027226,2.157826036,-2.47544501,0.029945554,0.999989586,-3.914227162,FALSE
262629_at,0.436556076,6.564123926,2.475035718,0.029967692,0.999989586,-3.914445191,FALSE
251345_at,0.307310742,3.331696969,2.472589567,0.030100337,0.999989586,-3.915748386,FALSE
250214_at,0.434153117,5.494109998,2.472288483,0.030116703,0.999989586,-3.915908805,FALSE
247966_at,-0.280819105,4.641032541,-2.471502758,0.030159453,0.999989586,-3.91632746,FALSE
264520_at,-0.289365643,3.101817383,-2.469391939,0.030274592,0.999989586,-3.917452276,FALSE
246853_at,0.349632463,3.219809101,2.466823048,0.030415294,0.999989586,-3.918821415,FALSE
263433_at,-0.351571782,3.84754304,-2.466104384,0.03045477,0.999989586,-3.919204486,FALSE
259089_at,-0.283117104,3.144999299,-2.463575425,0.03059408,0.999989586,-3.920552651,FALSE
252161_at,0.352900051,3.394404047,2.460845244,0.030745171,0.999989586,-3.92200835,FALSE
248463_at,0.243744011,5.366373375,2.46003266,0.03079028,0.999989586,-3.922441663,FALSE
244967_at,0.891461914,6.79519995,2.458788753,0.030859457,0.999989586,-3.923105027,FALSE
