,logFC,AveExpr,t,P.Value,adj.P.Val,B,threshold
265091_s_at,-0.119351555,3.442144352,-0.972535548,0.350767425,0.558729398,-5.567123195,FALSE
246812_at,-0.087017254,2.337387018,-0.972479802,0.350793985,0.558732686,-5.567174332,FALSE
255084_s_at,-0.09573168,2.396203323,-0.972355929,0.350853009,0.558787679,-5.567287955,FALSE
265223_at,-0.105791681,2.582698096,-0.972251304,0.350902867,0.558828066,-5.567383913,FALSE
265980_at,-0.078303705,2.209857486,-0.971968199,0.351037804,0.558955205,-5.567643524,FALSE
250295_at,0.152215772,7.215548521,0.971954451,0.351044357,0.558955205,-5.567656129,FALSE
258945_at,0.163355923,3.411293916,0.971929577,0.351056215,0.558955205,-5.567678936,FALSE
255138_at,-0.102832514,2.758269737,-0.971863019,0.351087945,0.558966708,-5.567739959,FALSE
264391_at,-0.121189736,2.745743529,-0.971673793,0.351178166,0.55906877,-5.56791343,FALSE
247801_at,0.118313904,6.599814342,0.971625761,0.35120107,0.55906877,-5.567957459,FALSE
248183_at,0.194128336,2.848004762,0.971383036,0.351316829,0.559214017,-5.568179925,FALSE
261714_at,-0.100106735,2.441022996,-0.970911917,0.351541589,0.559532737,-5.568611587,FALSE
251867_at,-0.120591622,8.953225892,-0.970824861,0.351583133,0.559559815,-5.568691333,FALSE
264304_at,-0.151715461,8.960892211,-0.970742865,0.351622265,0.559583051,-5.568766438,FALSE
261233_at,-0.142536121,2.814455416,-0.970668507,0.351657755,0.559600488,-5.568834543,FALSE
254951_at,0.081593265,10.08037009,0.970344202,0.351812571,0.559807795,-5.569131522,FALSE
252063_at,-0.109439348,2.554323846,-0.969959129,0.351996459,0.560031727,-5.569484041,FALSE
256555_at,-0.12940358,2.421987691,-0.96994668,0.352002405,0.560031727,-5.569495436,FALSE
253764_s_at,0.129209913,8.147725828,0.969640913,0.352148473,0.560225043,-5.569775267,FALSE
262251_at,-0.080398831,7.117483592,-0.968867713,0.352518031,0.560773854,-5.570482552,FALSE
247954_at,0.21102296,9.637848307,0.968581823,0.352654745,0.560888813,-5.570743949,FALSE
246001_at,-0.388635253,3.23564917,-0.968555924,0.352667133,0.560888813,-5.570767627,FALSE
260582_at,0.112340841,4.443034483,0.968525003,0.352681922,0.560888813,-5.570795894,FALSE
260079_s_at,-0.10371734,6.569383812,-0.968510924,0.352688656,0.560888813,-5.570808765,FALSE
262750_at,0.104573698,3.240898407,0.968409868,0.352736994,0.560926577,-5.570901142,FALSE
252070_at,-0.101923964,2.634353008,-0.968342453,0.352769243,0.560933533,-5.570962763,FALSE
252680_at,0.101417181,7.10839693,0.968297913,0.352790551,0.560933533,-5.571003473,FALSE
249409_at,-0.128292585,5.787337985,-0.968245612,0.352815572,0.560934216,-5.571051274,FALSE
266138_at,-0.113268488,7.577474197,-0.967978254,0.352943501,0.561042544,-5.571295598,FALSE
259475_at,0.109465894,4.90060225,0.967975716,0.352944715,0.561042544,-5.571297917,FALSE
253915_at,-0.188237783,10.76458535,-0.967949008,0.352957497,0.561042544,-5.571322321,FALSE
259117_at,0.118750255,5.937087017,0.967820618,0.353018944,0.561075692,-5.571439626,FALSE
249968_at,-0.108423894,5.216478173,-0.967802645,0.353027547,0.561075692,-5.571456047,FALSE
AFFX-r2-At-Ubq-5_x_at,0.094129941,12.04921569,0.967518401,0.353163614,0.561252842,-5.571715699,FALSE
254918_at,-0.081792406,9.110707442,-0.967209335,0.353311608,0.561434617,-5.571997954,FALSE
264034_s_at,-0.181650291,4.598158956,-0.967169628,0.353330624,0.561434617,-5.57203421,FALSE
255933_at,-0.113504182,6.412655382,-0.967125339,0.353351836,0.561434617,-5.57207465,FALSE
256327_at,0.085263275,7.372473731,0.966992016,0.353415695,0.561469637,-5.572196375,FALSE
263140_at,-0.092777313,2.768369701,-0.966972507,0.35342504,0.561469637,-5.572214185,FALSE
246668_at,-0.09782793,2.27817292,-0.966925159,0.353447721,0.561469637,-5.57225741,FALSE
250929_at,0.116233775,9.146551378,0.966818843,0.353498654,0.561511441,-5.572354462,FALSE
257067_at,-0.086123332,6.857242764,-0.966524257,0.353639808,0.561696541,-5.572623331,FALSE
259056_at,-0.096317323,7.180057248,-0.966427441,0.353686208,0.561706072,-5.57271168,FALSE
247010_at,0.12133022,9.376824561,0.966408972,0.35369506,0.561706072,-5.572728533,FALSE
257069_at,-0.140953517,2.947046712,-0.966298108,0.353748198,0.56175135,-5.572829691,FALSE
264341_at,-0.182158531,3.178437244,-0.966008703,0.35388694,0.56189546,-5.573093712,FALSE
251589_at,-0.113289868,6.998299176,-0.966006044,0.353888215,0.56189546,-5.573096137,FALSE
248692_s_at,0.101759551,2.536133431,0.965886436,0.353945567,0.561947406,-5.573205235,FALSE
262551_at,-0.12632687,7.363094191,-0.965828068,0.353973557,0.56195273,-5.57325847,FALSE
266417_at,-0.094739507,7.548744042,-0.965617198,0.354074691,0.562074166,-5.573450772,FALSE
259374_at,-0.152794579,3.817163535,-0.965533797,0.354114696,0.562098553,-5.57352682,FALSE
256785_at,0.117138478,9.479746975,0.965457112,0.354151482,0.562117828,-5.573596738,FALSE
253894_at,0.133534415,2.150322382,0.965312897,0.354220671,0.562188526,-5.573728216,FALSE
264028_at,0.093714047,9.585801708,0.965200978,0.354274372,0.562234636,-5.573830239,FALSE
247864_s_at,-0.170571349,7.79227967,-0.965096876,0.354324328,0.56225162,-5.573925127,FALSE
253202_at,0.096640456,6.787247616,0.96506533,0.354339466,0.56225162,-5.573953879,FALSE
263223_at,0.124206476,8.229674502,0.965024583,0.354359022,0.56225162,-5.573991016,FALSE
247552_at,0.141305706,8.600022511,0.964957332,0.354391299,0.562263721,-5.574052307,FALSE
249090_at,0.092000659,3.237063321,0.964869368,0.35443352,0.562291597,-5.574132469,FALSE
254408_at,0.208295447,5.414450997,0.964801046,0.354466316,0.562304518,-5.574194727,FALSE
252862_at,-0.10992136,3.398551898,-0.964703085,0.354513342,0.562332072,-5.574283987,FALSE
256231_at,-0.077959697,11.29517298,-0.964662157,0.354532991,0.562332072,-5.574321277,FALSE
261768_at,0.173515318,5.628894336,0.964604877,0.354560492,0.562336589,-5.574373464,FALSE
265770_at,0.085025482,7.597101536,0.964506153,0.354607894,0.562372667,-5.574463403,FALSE
261016_at,-0.27056835,4.904307317,-0.964309619,0.354702273,0.562483235,-5.574642427,FALSE
261043_at,0.150647482,4.929362488,0.964246813,0.354732437,0.562491963,-5.57469963,FALSE
249634_at,-0.19696861,2.704821188,-0.964103375,0.354801334,0.562562104,-5.574830262,FALSE
261558_at,-0.144332533,6.934828388,-0.963968962,0.354865905,0.562625376,-5.574952659,FALSE
267605_at,0.133602271,6.987241129,0.963790186,0.3549518,0.562673643,-5.575115432,FALSE
258378_at,-0.135008814,2.67205708,-0.963786539,0.354953552,0.562673643,-5.575118752,FALSE
256409_at,-0.481796454,4.797025687,-0.963748833,0.35497167,0.562673643,-5.575153079,FALSE
249492_at,-0.167231356,2.808226533,-0.963700243,0.354995019,0.562673643,-5.575197313,FALSE
249031_at,-0.176785234,3.432935018,-0.963632132,0.355027751,0.562686423,-5.575259316,FALSE
262314_at,0.158772036,7.854456904,0.963574291,0.355055549,0.562691383,-5.575311967,FALSE
259336_at,-0.152555749,4.460042254,-0.963158741,0.355255304,0.562966909,-5.575690148,FALSE
255946_at,-0.088832775,6.997849264,-0.963109945,0.355278766,0.562966909,-5.575734547,FALSE
258507_at,0.183903823,7.451168855,0.962973081,0.355344577,0.563015186,-5.575859068,FALSE
263995_at,-0.173648167,3.669302943,-0.962909918,0.355374952,0.563015186,-5.57591653,FALSE
253712_at,0.092199346,7.465631851,0.962892599,0.355383281,0.563015186,-5.575932285,FALSE
255450_at,0.150334553,3.916213564,0.962764458,0.355444911,0.563073715,-5.576048848,FALSE
260619_at,0.09482745,9.868105521,0.962553648,0.355546317,0.563186565,-5.576240582,FALSE
266404_at,-0.116446957,2.621426015,-0.962513713,0.355565529,0.563186565,-5.5762769,FALSE
265256_at,-0.101899832,6.733489272,-0.96218171,0.355725281,0.563377204,-5.576578778,FALSE
257658_at,-0.120609973,8.974971019,-0.962160921,0.355735286,0.563377204,-5.576597678,FALSE
257434_at,-0.135280705,2.422154743,-0.961903378,0.355859247,0.563534395,-5.576831788,FALSE
248950_at,-0.089432913,7.233386714,-0.961649916,0.355981275,0.563688502,-5.577062137,FALSE
266000_at,0.094706783,8.638826858,0.961289943,0.356154632,0.563923862,-5.577389196,FALSE
253254_at,-0.123617554,2.719506589,-0.96113081,0.356231287,0.564006084,-5.577533746,FALSE
263379_at,0.157590724,8.899481342,0.960892935,0.356345895,0.56414838,-5.577749784,FALSE
245973_at,0.095085484,2.147081398,0.960201315,0.356679266,0.564599699,-5.578377659,FALSE
256896_at,-0.105459745,2.698737671,-0.960198805,0.356680476,0.564599699,-5.578379937,FALSE
250761_at,0.073348619,5.925980138,0.959698898,0.356921578,0.564932197,-5.57883353,FALSE
265937_at,0.196584303,3.980912932,0.959660581,0.356940063,0.564932197,-5.578868288,FALSE
258638_at,-0.106516211,8.408160279,-0.95947365,0.357030252,0.565035734,-5.579037844,FALSE
250944_at,0.16687902,8.917709138,0.959335085,0.357097115,0.565102345,-5.579163512,FALSE
252143_at,-0.097435104,2.947046865,-0.95914059,0.357190984,0.565211678,-5.579339878,FALSE
260400_at,-0.098513721,2.634421839,-0.959062214,0.357228815,0.565216921,-5.57941094,FALSE
265951_at,0.116911505,4.249047809,0.959016454,0.357250904,0.565216921,-5.579452426,FALSE
252868_at,-0.136622595,6.091684173,-0.958979723,0.357268635,0.565216921,-5.579485727,FALSE
249430_at,0.081234082,3.1438309,0.958873222,0.357320051,0.565259058,-5.579582274,FALSE
259237_at,0.121456244,8.922080263,0.958705836,0.357400871,0.565347702,-5.579733999,FALSE
263577_at,-0.102370821,2.813704882,-0.958503628,0.357498521,0.565426833,-5.579917256,FALSE
265956_at,0.087836727,2.394200142,0.95848955,0.35750532,0.565426833,-5.579930014,FALSE
263484_at,0.123904465,6.679777871,0.9584404,0.357529058,0.565426833,-5.579974551,FALSE
252385_at,0.099178744,8.822291932,0.95838891,0.357553929,0.565426833,-5.580021208,FALSE
256881_at,-0.10441668,6.114807154,-0.958345621,0.357574838,0.565426833,-5.580060432,FALSE
248066_at,-0.149959002,2.946129475,-0.957940278,0.357770674,0.565672809,-5.580427639,FALSE
262779_at,-0.105518534,2.824137888,-0.957920995,0.357779992,0.565672809,-5.580445104,FALSE
245802_at,-0.074385721,2.616144224,-0.957277678,0.358090964,0.566125234,-5.581027616,FALSE
250038_at,0.112548356,3.392706936,0.957204297,0.358126447,0.566142093,-5.58109404,FALSE
256715_at,-0.10347027,3.631563026,-0.956826057,0.358309387,0.566368443,-5.581436353,FALSE
246189_at,-0.080626972,5.75841645,-0.956805586,0.35831929,0.566368443,-5.581454877,FALSE
265909_at,-0.100816828,5.728159855,-0.956557731,0.358439206,0.566442989,-5.581679124,FALSE
259314_at,0.11176269,2.89937462,0.956458411,0.358487267,0.566442989,-5.581768969,FALSE
258789_at,0.128416499,6.424627114,0.95643567,0.358498271,0.566442989,-5.58178954,FALSE
251332_at,0.137624045,5.020887937,0.956434639,0.35849877,0.566442989,-5.581790473,FALSE
249015_at,-0.333407272,6.407459376,-0.956347859,0.358540768,0.566442989,-5.581868966,FALSE
255219_at,0.137745092,3.242684836,0.956327845,0.358550454,0.566442989,-5.581887069,FALSE
251629_at,-0.118775647,8.456886529,-0.956317885,0.358555275,0.566442989,-5.581896077,FALSE
246402_at,-0.107577986,3.063375729,-0.956247619,0.358589284,0.566442989,-5.581959628,FALSE
264187_at,-0.143366947,2.84261142,-0.956246242,0.35858995,0.566442989,-5.581960873,FALSE
261062_at,-0.131400351,7.858278211,-0.956072739,0.358673936,0.566536422,-5.582117778,FALSE
264109_at,-0.106983691,2.344878974,-0.955890562,0.358762135,0.566636497,-5.5822825,FALSE
253314_at,0.093931409,7.838029821,0.955666972,0.358870406,0.566768258,-5.582484633,FALSE
267393_at,-0.112216629,6.565070396,-0.955503508,0.358949575,0.566854044,-5.582632383,FALSE
259186_at,-0.117240578,6.985185603,-0.955414778,0.358992555,0.566865114,-5.582712575,FALSE
258084_at,0.138796211,6.570134802,0.955386427,0.359006289,0.566865114,-5.582738197,FALSE
255834_at,0.133405073,7.95772876,0.955318565,0.359039163,0.566877782,-5.582799523,FALSE
263753_at,-0.145513947,2.621164844,-0.955167351,0.359112424,0.566920722,-5.58293616,FALSE
253617_at,-0.425583216,6.085444433,-0.95515794,0.359116984,0.566920722,-5.582944663,FALSE
262899_at,0.125205755,10.09751284,0.955108537,0.359140922,0.566920722,-5.5829893,FALSE
246177_at,-0.110456652,2.726412323,-0.954998839,0.359194079,0.566941065,-5.583088406,FALSE
255808_at,0.334829483,5.819373998,0.954979359,0.359203519,0.566941065,-5.583106005,FALSE
248132_at,0.141639524,7.669768486,0.954616698,0.359379298,0.567179256,-5.583433576,FALSE
245472_at,-0.095218768,2.570806163,-0.954535378,0.359418722,0.567202231,-5.583507014,FALSE
266689_at,-0.157738687,4.85409185,-0.954430512,0.359469565,0.567243222,-5.583601707,FALSE
262694_at,0.144533173,7.9137694,0.954242655,0.359560659,0.567347719,-5.583771319,FALSE
262846_at,0.118651171,8.264687357,0.953788694,0.359780856,0.567655793,-5.584181073,FALSE
267131_at,-0.09292608,2.26623391,-0.953732364,0.359808186,0.567655793,-5.584231906,FALSE
264602_at,0.09386952,3.072353636,0.953676461,0.35983531,0.567655793,-5.584282352,FALSE
262351_at,-0.086834187,5.867258971,-0.953634959,0.359855448,0.567655793,-5.5843198,FALSE
257103_at,0.096503367,2.454378434,0.953542642,0.359900246,0.5676872,-5.584403096,FALSE
248668_at,-0.096647331,6.204224139,-0.953181063,0.360075743,0.567906476,-5.584729276,FALSE
250510_at,0.11447832,7.70271593,0.953153639,0.360089056,0.567906476,-5.58475401,FALSE
245907_at,-0.086229268,2.407536497,-0.95291822,0.360203355,0.568021895,-5.584966321,FALSE
247152_at,-0.105669131,7.771958629,-0.952777334,0.36027177,0.568021895,-5.585093355,FALSE
249686_at,-0.105020553,2.774251591,-0.952706058,0.360306385,0.568021895,-5.585157618,FALSE
259581_at,-0.112484106,2.950122674,-0.952703299,0.360307725,0.568021895,-5.585160105,FALSE
256753_at,-0.133707904,4.750931926,-0.952661311,0.360328118,0.568021895,-5.58519796,FALSE
248876_at,-0.107583549,2.417551961,-0.95265474,0.360331309,0.568021895,-5.585203884,FALSE
250387_at,0.116230627,2.889097142,0.95264394,0.360336555,0.568021895,-5.585213621,FALSE
264018_at,-0.123022358,10.13807145,-0.952508212,0.360402482,0.56808656,-5.585335975,FALSE
245877_at,-0.101787472,2.73958739,-0.952054859,0.360622751,0.568346138,-5.585744552,FALSE
258260_at,0.116328262,3.384216426,0.951987952,0.360655267,0.568346138,-5.585804838,FALSE
250070_at,0.234785967,3.831056718,0.951965318,0.360666267,0.568346138,-5.58582523,FALSE
256200_at,-0.112493226,2.465806303,-0.951964164,0.360666828,0.568346138,-5.58582627,FALSE
245381_at,0.150407359,2.615809486,0.951810417,0.360741557,0.568424628,-5.585964783,FALSE
260897_at,0.111648567,7.195802045,0.951700645,0.360794918,0.568453416,-5.586063668,FALSE
255591_at,0.103082027,2.906354742,0.95161615,0.360835996,0.568453416,-5.586139775,FALSE
249901_at,-0.095925889,8.881673805,-0.951610192,0.360838893,0.568453416,-5.586145141,FALSE
263399_at,-0.089698737,9.40246948,-0.951567782,0.360859512,0.568453416,-5.586183339,FALSE
249963_at,-0.110028008,7.138734307,-0.951438673,0.360922289,0.568513045,-5.586299617,FALSE
246609_at,-0.106960703,2.483598486,-0.95112773,0.36107351,0.568711971,-5.5865796,FALSE
247510_at,-0.111624187,4.688097834,-0.950891539,0.361188407,0.568853661,-5.586792223,FALSE
266052_at,-0.131914097,4.106666665,-0.950838234,0.361214342,0.568855229,-5.586840204,FALSE
256868_at,-0.093688253,6.387614518,-0.950757724,0.361253514,0.568877643,-5.586912666,FALSE
265361_at,-0.105740954,2.38733969,-0.95063563,0.361312926,0.568931924,-5.587022547,FALSE
245470_at,0.089394365,3.060452414,0.950473845,0.361391662,0.569016623,-5.587168129,FALSE
245441_at,0.134764701,3.529192197,0.950075111,0.361585767,0.569249004,-5.587526842,FALSE
247532_at,-0.102421333,4.206310571,-0.950068135,0.361589164,0.569249004,-5.587533116,FALSE
265599_at,0.150458944,4.359277676,0.949905904,0.36166816,0.569306586,-5.587679026,FALSE
263180_at,-0.103506043,8.027671681,-0.949885435,0.361678127,0.569306586,-5.587697434,FALSE
254316_at,-0.133817028,4.039163619,-0.949839258,0.361700615,0.569306586,-5.587738961,FALSE
253476_at,-0.102056072,6.819555619,-0.949726219,0.361755669,0.569325125,-5.58784061,FALSE
265783_at,-0.101687503,2.537158434,-0.949712577,0.361762313,0.569325125,-5.587852876,FALSE
267454_at,0.124297543,8.200627076,0.949485671,0.361872843,0.569459783,-5.588056885,FALSE
263703_at,-0.087126475,7.766488144,-0.949263056,0.361981306,0.569546621,-5.588256995,FALSE
260448_at,-0.100434999,6.350766108,-0.949194246,0.362014836,0.569546621,-5.588318841,FALSE
266810_at,-0.106329101,2.464346493,-0.949146092,0.362038303,0.569546621,-5.588362119,FALSE
262058_at,-0.090489139,7.281453775,-0.949139654,0.36204144,0.569546621,-5.588367905,FALSE
259097_at,0.085832313,7.81897346,0.949079466,0.362070772,0.569546621,-5.588421995,FALSE
253718_at,0.093145061,2.934629574,0.949064963,0.362077841,0.569546621,-5.588435029,FALSE
260229_at,-0.146136584,4.11814086,-0.949006919,0.36210613,0.569551843,-5.588487189,FALSE
246535_at,0.093214029,2.653168223,0.948848329,0.362183432,0.56963415,-5.588629691,FALSE
245108_at,-0.163584179,3.135644512,-0.948755239,0.362228812,0.569666244,-5.588713327,FALSE
255520_at,0.0920668,10.61524692,0.948505577,0.362350539,0.569790954,-5.588937601,FALSE
264223_s_at,0.348445218,4.325872004,0.948471722,0.362367049,0.569790954,-5.58896801,FALSE
264711_at,-0.08240228,4.483825183,-0.948426158,0.362389268,0.569790954,-5.589008933,FALSE
255749_at,-0.092984185,8.797488078,-0.948387685,0.36240803,0.569790954,-5.589043487,FALSE
266973_at,-0.128672085,2.66888346,-0.948140951,0.362528372,0.569917516,-5.589265059,FALSE
255216_s_at,0.168838529,4.776272293,0.948086437,0.362554964,0.569917516,-5.589314006,FALSE
252851_at,-0.102384378,7.562131721,-0.948024453,0.362585203,0.569917516,-5.589369659,FALSE
253986_at,0.10272864,7.209625757,0.948017755,0.36258847,0.569917516,-5.589375672,FALSE
256109_at,-0.106602189,2.613298784,-0.947906081,0.362642953,0.569947736,-5.58947593,FALSE
265732_at,-0.207010125,5.522796808,-0.94787592,0.362657669,0.569947736,-5.589503007,FALSE
252624_at,-0.32471521,6.309861128,-0.947581517,0.362801335,0.570134237,-5.589767259,FALSE
266449_at,0.089797151,8.027501081,0.947427663,0.36287643,0.570212963,-5.589905329,FALSE
256448_s_at,-0.092232445,2.670404579,-0.947287434,0.362944884,0.570281244,-5.590031155,FALSE
259326_at,-0.112561519,6.588632039,-0.947209972,0.362982703,0.570301381,-5.590100655,FALSE
248448_at,-0.231663552,8.677970224,-0.946873434,0.363147037,0.57050679,-5.590402542,FALSE
260465_at,0.166490814,5.969879352,0.946839801,0.363163463,0.57050679,-5.590432706,FALSE
262669_at,0.118571214,5.036593344,0.946521454,0.363318969,0.570711774,-5.590718183,FALSE
259972_at,0.096630607,2.455984479,0.946433493,0.363361944,0.570739977,-5.590797048,FALSE
249303_at,-0.110396816,2.973646482,-0.946353755,0.363400905,0.570761871,-5.590868535,FALSE
245754_at,-0.08256636,2.169800301,-0.946202478,0.363474829,0.570826895,-5.591004143,FALSE
250691_at,-0.092323806,6.667140276,-0.946166613,0.363492356,0.570826895,-5.59103629,FALSE
257265_at,-0.128777894,4.889221623,-0.946112899,0.363518608,0.570828821,-5.591084436,FALSE
247066_at,-0.160208941,3.38933243,-0.945996021,0.363575735,0.570834229,-5.591189187,FALSE
261430_at,-0.106888018,2.608419537,-0.945953434,0.363596551,0.570834229,-5.591227352,FALSE
256561_s_at,0.088998001,2.265276432,0.945952252,0.363597129,0.570834229,-5.591228412,FALSE
267366_at,-0.091715515,9.869788615,-0.945817214,0.363663142,0.570898574,-5.59134942,FALSE
246383_at,-0.146594436,4.059430981,-0.945625198,0.363757024,0.571006655,-5.591521462,FALSE
254564_at,-0.086558257,2.639655732,-0.945513329,0.363811727,0.571053227,-5.591621681,FALSE
246492_at,-0.107197022,3.757806278,-0.94532164,0.363905476,0.571161075,-5.591793383,FALSE
247314_at,0.138241784,3.037192418,0.94518816,0.363970767,0.571224246,-5.591912928,FALSE
264430_at,0.089417336,2.76532726,0.944894113,0.364114627,0.571410708,-5.592176228,FALSE
262471_at,-0.092062456,2.915917123,-0.944619667,0.364248934,0.57155045,-5.592421913,FALSE
246903_at,-0.112490254,2.397960597,-0.944609751,0.364253787,0.57155045,-5.592430789,FALSE
253321_at,-0.086540655,7.646477028,-0.94432121,0.364395031,0.571732746,-5.592689024,FALSE
261916_at,-0.135349683,2.826068596,-0.94418075,0.364463802,0.571780974,-5.592814707,FALSE
266891_at,0.144256266,3.64054391,0.944156035,0.364475904,0.571780974,-5.59283682,FALSE
253170_at,-0.088545394,3.556049135,-0.944019186,0.364542917,0.571846011,-5.592959255,FALSE
262024_at,0.104842353,8.701462873,0.943968987,0.364567501,0.571846011,-5.593004162,FALSE
253228_at,0.119219384,6.640172359,0.943700056,0.364699224,0.572010043,-5.59324471,FALSE
258984_at,-0.149741518,3.342023959,-0.943653094,0.36472223,0.572010043,-5.593286711,FALSE
258743_s_at,0.089576117,9.131964752,0.943533628,0.364780759,0.572062503,-5.593393545,FALSE
247340_at,0.117728625,3.70494173,0.943365537,0.364863121,0.572152329,-5.593543844,FALSE
260640_at,0.077846539,2.798915591,0.943311479,0.364889611,0.572154535,-5.593592176,FALSE
264754_at,-0.093967413,3.543398117,-0.943185818,0.364951195,0.572211765,-5.593704516,FALSE
246917_at,0.135911427,10.83909221,0.942844757,0.365118379,0.572428972,-5.594009358,FALSE
258463_at,-0.109826526,9.553151162,-0.942800823,0.365139918,0.572428972,-5.594048619,FALSE
252040_at,-0.115791173,10.53183108,-0.942728586,0.365175337,0.572445153,-5.594113171,FALSE
255039_at,0.086123792,6.164120857,0.942652574,0.365212608,0.572464238,-5.59418109,FALSE
251417_at,-0.09680892,2.361242539,-0.942572608,0.365251821,0.572486363,-5.594252538,FALSE
265589_at,-0.086607294,2.482408154,-0.942466134,0.365304038,0.572528866,-5.594347663,FALSE
250361_at,-0.154579192,2.812634465,-0.94239318,0.365339819,0.572545605,-5.594412836,FALSE
253248_at,-0.106638415,11.96806325,-0.941917523,0.365573171,0.572847346,-5.594837651,FALSE
251652_at,0.092649135,5.279081237,0.941898333,0.365582587,0.572847346,-5.594854786,FALSE
248969_at,-0.241881722,5.99195228,-0.941797432,0.365632103,0.572885579,-5.594944877,FALSE
265524_at,-0.145901513,2.659933318,-0.941716154,0.365671992,0.572908725,-5.595017441,FALSE
261453_at,-0.349350746,7.482403846,-0.94163307,0.36571277,0.572933262,-5.595091613,FALSE
254420_at,-0.10265085,4.371237317,-0.941399736,0.365827311,0.573046659,-5.595299887,FALSE
249547_at,-0.121633402,3.257730026,-0.941345243,0.365854065,0.573046659,-5.595348521,FALSE
261896_at,-0.084541197,7.763660682,-0.941332091,0.365860522,0.573046659,-5.595360259,FALSE
252360_at,-0.1579141,3.051658806,-0.941275803,0.365888158,0.573050597,-5.595410492,FALSE
266405_at,0.145465324,4.516190589,0.941129389,0.365960052,0.573123844,-5.595541144,FALSE
260411_at,-0.160910394,8.662319489,-0.940621128,0.366209703,0.573425328,-5.595994555,FALSE
255375_at,-0.07396789,2.13146085,-0.940589988,0.366225002,0.573425328,-5.596022327,FALSE
252641_at,0.090648118,2.377846031,0.94058393,0.366227978,0.573425328,-5.59602773,FALSE
246284_at,-0.101718776,7.255060334,-0.940352056,0.366341915,0.573564355,-5.596234505,FALSE
258366_at,0.096993897,10.10477521,0.940192002,0.366420577,0.573648137,-5.59637721,FALSE
264438_at,0.116673457,9.718383855,0.939975476,0.366527011,0.573775384,-5.596570231,FALSE
262334_at,-0.111346995,2.806834344,-0.939917579,0.366555474,0.573780563,-5.596621836,FALSE
258280_at,-0.099381841,2.42892058,-0.939606189,0.366708586,0.573980845,-5.596899344,FALSE
266881_at,-0.094360782,6.7417658,-0.939308874,0.366854819,0.57412601,-5.597164234,FALSE
245422_at,-0.154382203,3.164817411,-0.93928164,0.366868216,0.57412601,-5.597188494,FALSE
247746_at,0.215061061,5.195279139,0.939230577,0.366893336,0.57412601,-5.59723398,FALSE
261882_at,0.078632516,5.573325615,0.939212946,0.36690201,0.57412601,-5.597249685,FALSE
254929_at,-0.102273192,3.462642356,-0.939033923,0.36699009,0.574167888,-5.597409136,FALSE
259810_at,-0.141032964,3.431631496,-0.939031542,0.366991261,0.574167888,-5.597411256,FALSE
256438_s_at,-0.233043454,9.379545818,-0.939005068,0.367004288,0.574167888,-5.597434834,FALSE
255096_at,-0.170090102,3.831729169,-0.938763385,0.367123223,0.574314569,-5.597650048,FALSE
249239_at,0.095512463,9.039403875,0.938623321,0.367192163,0.574351167,-5.597774751,FALSE
259624_at,0.17856896,3.908781049,0.938596809,0.367205214,0.574351167,-5.597798353,FALSE
262501_at,0.104356199,6.402138189,0.938562387,0.367222158,0.574351167,-5.597828997,FALSE
254002_at,-0.148213363,2.928080098,-0.93813279,0.367433676,0.574642589,-5.598211359,FALSE
245616_at,-0.134916721,2.847035717,-0.938063407,0.367467846,0.574656627,-5.598273099,FALSE
249775_at,-0.107230769,2.603560777,-0.937994849,0.367501612,0.574669165,-5.598334102,FALSE
256331_at,0.089555406,6.022343271,0.937944825,0.367526251,0.574669165,-5.59837861,FALSE
245390_at,-0.103419791,6.197116107,-0.937816228,0.367589595,0.574728814,-5.598493019,FALSE
256654_at,-0.146211991,3.775905478,-0.937729008,0.367632563,0.574756597,-5.59857061,FALSE
245839_at,-0.103028864,2.6470818,-0.937617375,0.367687562,0.574803186,-5.598669908,FALSE
245421_at,0.080446659,5.169079009,0.937473643,0.367758384,0.574839444,-5.598797743,FALSE
261376_at,0.140583658,5.496092216,0.937421292,0.367784182,0.574839444,-5.5988443,FALSE
266746_s_at,-0.095713402,10.91305257,-0.937391218,0.367799002,0.574839444,-5.598871044,FALSE
252074_at,-0.089683345,2.388372982,-0.937365737,0.36781156,0.574839444,-5.598893704,FALSE
248457_at,-0.159901706,3.980230075,-0.93700101,0.367991336,0.575066089,-5.599217986,FALSE
256122_at,-0.110612287,2.955657002,-0.936937403,0.368022695,0.575066089,-5.599274529,FALSE
256398_at,-0.098208781,4.181987395,-0.936872934,0.36805448,0.575066089,-5.599331834,FALSE
248182_at,-0.102091061,2.400067459,-0.936832762,0.368074288,0.575066089,-5.599367541,FALSE
251357_at,0.078934655,11.07925282,0.936815834,0.368082635,0.575066089,-5.599382588,FALSE
248975_at,-0.105119501,5.363000302,-0.93667511,0.368152027,0.575108566,-5.599507657,FALSE
250990_at,-0.08630472,7.913250028,-0.936646995,0.368165892,0.575108566,-5.599532643,FALSE
264715_at,0.116309592,6.346114839,0.936587805,0.368195083,0.575108566,-5.599585241,FALSE
260488_at,-0.103213009,6.116577241,-0.936405344,0.368285078,0.575108566,-5.599747368,FALSE
265831_at,-0.08695071,7.581568002,-0.936358119,0.368308373,0.575108566,-5.599789326,FALSE
257309_at,-0.125930957,2.684683408,-0.936344664,0.36831501,0.575108566,-5.59980128,FALSE
264888_at,-0.203752799,2.869724599,-0.936310412,0.368331907,0.575108566,-5.59983171,FALSE
