"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"LocusID"	"Symbol"	"EntrezID"	"HomologyGroup"
"261506_at"	2.20626973644668	6.2104586081023	20.7334260689927	1.0999801620559e-07	0.000167270316643301	8.46077373504776	"TRUE"	"AT1G71697"	"ATCK1,CK,CK1"	843500	88575
"257320_at"	-2.47052390450352	5.86576089193378	-20.2276650295665	1.31052711967006e-07	0.000186832022497963	8.31176657606634	"TRUE"	"NA"	"NA"	NA	NA
"251774_at"	3.59936128262375	6.46171532843126	19.7409938462749	1.55738816966525e-07	0.000199237229474659	8.1631893541523	"TRUE"	"AT3G55840"	"NA"	824750	92191
"265643_at"	2.77067891898002	5.23374686938399	19.407496497519	1.75710487809798e-07	0.000199237229474659	8.05830820481158	"TRUE"	"AT2G27390"	"NA"	817284	NA
"250942_at"	2.51639503122064	5.84302779924478	19.2138932716359	1.88633328720113e-07	0.000199237229474659	7.99624051690507	"TRUE"	"AT5G03350"	"NA"	831863	118337
"251325_s_at"	-2.50872740700692	8.96862650590338	-19.1876788201116	1.90464786043325e-07	0.000199237229474659	7.98776844818376	"TRUE"	"NA"	"NA"	NA	NA
"263852_at"	1.80733722633652	8.21508484344924	18.9903470660315	2.04918572191244e-07	0.000199237229474659	7.92346714579549	"FALSE"	"AT2G04450"	"ATNUDT6,ATNUDX6,NUDT6,NUDX6"	814985	130841
"246831_at"	1.83769151310976	8.61739866209393	18.6919556938296	2.29206454690592e-07	0.000199237229474659	7.82443766865377	"FALSE"	"AT5G26340"	"ATSTP13,MSS1,STP13"	832703	135108
"265033_at"	-2.62152926832602	9.18904192273962	-18.632237476531	2.34451133683967e-07	0.000199237229474659	7.80435387839803	"TRUE"	"AT1G61520"	"LHCA3"	842446	NA
"244911_at"	-2.11560647459769	3.94722805746101	-18.6165299557013	2.35853188607119e-07	0.000199237229474659	7.79905645176655	"TRUE"	"ATMG00820"	"ORF170"	NA	NA
"253317_at"	-2.3287859537476	8.24998427933851	-18.5903888265041	2.38207723711157e-07	0.000199237229474659	7.79022649689521	"TRUE"	"AT4G33960"	"NA"	829542	NA
"255997_s_at"	-2.40660863536958	8.13066841366228	-18.3949985341738	2.56677360000917e-07	0.000199237229474659	7.723679172781	"TRUE"	"NA"	"NA"	NA	NA
"257610_at"	-1.97011985089071	6.24374235833909	-18.3622482317632	2.59929783848242e-07	0.000199237229474659	7.71242939998528	"FALSE"	"AT3G13810"	"AtIDD11,IDD11"	820593	91337
"256309_at"	-2.31863773670579	7.29106953516355	-18.3210928768146	2.64083514491448e-07	0.000199237229474659	7.69825327187973	"TRUE"	"AT1G30380"	"PSAK"	839918	96994
"253061_at"	2.2012704067331	7.7467554309242	18.2654689617699	2.69817931046462e-07	0.000199237229474659	7.67902369556477	"TRUE"	"AT4G37610"	"BT5"	829915	119111
"252367_at"	3.33556409625033	7.19646435797046	18.2437952425932	2.72090535615941e-07	0.000199237229474659	7.67150916365143	"TRUE"	"AT3G48360"	"ATBT2,BT2"	823994	92300
"256252_at"	2.88193464505958	6.99281557028862	18.2168918364813	2.74941815496843e-07	0.000199237229474659	7.66216439203561	"TRUE"	"AT3G11340"	"UGT76B1"	820307	118552
"247351_at"	1.96067577892539	8.59680583558694	18.1201456097334	2.85479404174603e-07	0.000199237229474659	7.62840325117217	"FALSE"	"AT5G63790"	"ANAC102,NAC102"	836499	119106
"245794_at"	2.97843239100305	8.20591581321134	17.9748879950249	3.02174137447306e-07	0.000199237229474659	7.57724835139034	"TRUE"	"AT1G32170"	"XTH30,XTR4"	840109	118256
"260284_at"	2.28403077023563	8.82612942846414	17.9540917855221	3.04653879670902e-07	0.000199237229474659	7.56987853861775	"TRUE"	"AT1G80380"	"NA"	844378	6020
"265238_s_at"	-2.3185680921736	6.49817281435963	-17.9452718986339	3.05712539746298e-07	0.000199237229474659	7.56674941888487	"TRUE"	"NA"	"NA"	NA	NA
"264482_at"	2.43745491258469	7.9144311938633	17.4734271121304	3.68947518517883e-07	0.000216053593982217	7.39625150978693	"TRUE"	"AT1G77210"	"AtSTP14,STP14"	844057	135458
"267002_s_at"	-2.53534658562101	7.62156014834843	-17.4496277141577	3.72510787624462e-07	0.000216053593982217	7.38748789021538	"TRUE"	"NA"	"NA"	NA	NA
"266012_s_at"	-2.28800595402489	10.060463599127	-17.4219138120496	3.76709505235474e-07	0.000216053593982217	7.37726264727079	"TRUE"	"NA"	"NA"	NA	NA
"258338_at"	3.32139818080869	9.03668312778588	17.3971628735768	3.80504819767439e-07	0.000216053593982217	7.36811219724257	"TRUE"	"AT3G16150"	"ASPGB1"	820860	11825
"244944_s_at"	-2.12130265810274	9.69279509781266	-17.355720251212	3.86957307768706e-07	0.000216053593982217	7.35275178656828	"TRUE"	"NA"	"NA"	NA	NA
"250182_at"	4.25947703708826	7.05320231572583	17.3468967180614	3.88347100099558e-07	0.000216053593982217	7.34947508116493	"TRUE"	"AT5G14470"	"AtGALK2,GALK2"	831298	99500
"252570_at"	2.10199683813803	8.78130914849527	17.2717386843809	4.00417835858132e-07	0.000217465019902952	7.32147398876886	"TRUE"	"AT3G45300"	"ATIVD,IVD,IVDH"	823668	1676
"245611_at"	2.17872328493245	7.5210163214165	17.1833762771475	4.15157900760076e-07	0.000220226784100868	7.28834520331783	"TRUE"	"AT4G14390"	"NA"	827084	116005
"245195_at"	-2.31599196108578	8.7291461293426	-17.0559090204855	4.37520029015937e-07	0.000226814360496671	7.2401547263019	"TRUE"	"AT1G67740"	"PSBY,YCF32"	843099	NA
"246034_at"	1.97534965782173	6.98369479089924	16.8337239145235	4.79850156625209e-07	0.000234641325566976	7.15500654128517	"FALSE"	"AT5G08350"	"NA"	830733	111700
"244946_at"	-2.6062647344514	6.63958360521919	-16.7772724698708	4.91333748803906e-07	0.000234641325566976	7.13313671752297	"TRUE"	"NA"	"NA"	NA	NA
"264777_at"	3.94673098808136	7.15312571074876	16.7686897432995	4.93106873574501e-07	0.000234641325566976	7.12980323206194	"TRUE"	"AT1G08630"	"THA1"	837385	57081
"254819_at"	-2.31379383658089	7.36028494688702	-16.7655121879719	4.93765174362773e-07	0.000234641325566976	7.1285685189425	"TRUE"	"AT4G12500"	"NA"	826862	112212
"259694_at"	2.41176577051228	8.35048614571562	16.6515007987302	5.18058910280767e-07	0.000241161709051108	7.08406292880631	"TRUE"	"AT1G63180"	"UGE3"	842622	98474
"260040_at"	1.83551149119819	5.66795341923893	16.3622888656668	5.86015515131385e-07	0.000267340278002938	6.96936093372179	"FALSE"	"AT1G68765"	"IDA"	843208	NA
"248151_at"	-1.88021814758589	6.51207779052225	-16.2328685528827	6.19663990101438e-07	0.000273927606491252	6.91717783164585	"FALSE"	"AT5G54270"	"LHCB3,LHCB3*1"	835515	97301
"260101_at"	3.4182235686825	7.10245092247657	16.2150242658313	6.24473280909474e-07	0.000273927606491252	6.90994078543577	"TRUE"	"AT1G73260"	"ATKTI1,KTI1"	843660	118153
"249101_at"	4.5145727130557	6.45935589800871	16.0419343421509	6.73389759132978e-07	0.000286135031062267	6.83920543691079	"TRUE"	"AT5G43580"	"UPI"	834378	NA
"262832_s_at"	2.40464634004952	10.6080044957698	16.0247569236093	6.78477112071921e-07	0.000286135031062267	6.83213227425568	"TRUE"	"NA"	"NA"	NA	NA
"265287_at"	-1.77610842386615	6.29651846808986	-15.9657599283712	6.96285246897869e-07	0.000286135031062267	6.80776492764033	"FALSE"	"AT2G20260"	"PSAE-2"	816545	97156
"265501_at"	2.2124609085774	5.96347058871368	15.924849821526	7.08945534580313e-07	0.000286135031062267	6.79080027482413	"TRUE"	"AT2G15490"	"UGT73B4"	816041	111342
"257329_at"	-1.62764741344911	5.01225488125436	-15.8830286038462	7.22158654051539e-07	0.000286135031062267	6.77340021118697	"FALSE"	"ATMG01260"	"ORF205"	NA	NA
"255248_at"	-2.93141902871749	6.38987548409415	-15.8278890297783	7.40009112955822e-07	0.000286135031062267	6.75036949162571	"TRUE"	"AT4G05180"	"PSBQ,PSBQ-2,PSII-Q"	825866	91083
"265229_s_at"	-2.96755892173568	6.55292380558201	-15.8275739891041	7.40112531024714e-07	0.000286135031062267	6.75023761198232	"TRUE"	"NA"	"NA"	NA	NA
"255381_at"	1.83440381901503	8.18344564153681	15.7562204222606	7.63964136704144e-07	0.000290433699303692	6.72028192559458	"FALSE"	"AT4G03510"	"ATRMA1,RMA1"	825654	118938
"266044_s_at"	-2.61594476146944	7.9660091497323	-15.6720136966488	7.93242530037057e-07	0.000294158473580382	6.68470797013704	"TRUE"	"NA"	"NA"	NA	NA
"248207_at"	1.61415577633008	6.34780385786716	15.6129008826067	8.14557148865773e-07	0.000294158473580382	6.65959029012998	"FALSE"	"AT5G53970"	"TAT7"	835480	NA
"253876_at"	-1.53401086414454	8.10282342573163	-15.599649493139	8.19424029070158e-07	0.000294158473580382	6.65394313412361	"FALSE"	"AT4G27430"	"CIP7"	828851	118371
"266322_at"	-1.9208916293088	5.01702738125724	-15.5640362835804	8.32668217453839e-07	0.000294158473580382	6.63873630239705	"FALSE"	"AT2G46690"	"SAUR32"	819281	118645
"245049_at"	-2.15128016687003	4.8648024368809	-15.5492402599164	8.38242033438177e-07	0.000294158473580382	6.63240549079269	"TRUE"	"ATCG00050"	"RPS16"	NA	NA
"262705_at"	1.71788237039977	5.09520389098102	15.4364956207365	8.82132923071968e-07	0.000304870484473812	6.58391467762523	"FALSE"	"AT1G16260"	"NA"	838195	118141
"262644_at"	-2.04898961753843	8.89521763689266	-15.3867134129391	9.02338840819149e-07	0.000307199238195295	6.5623617582456	"TRUE"	"AT1G62710"	"BETA-VPE,BETAVPE"	842569	95224
"260803_at"	3.52822159420626	5.90887412259552	15.3526738440405	9.16457488977286e-07	0.000307417578287822	6.54757411782033	"TRUE"	"AT1G78340"	"ATGSTU22,GSTU22"	844169	118148
"261221_at"	2.00712101640012	7.81633026811917	15.3150088785473	9.32372921125479e-07	0.00030822357001264	6.53116358367359	"TRUE"	"AT1G19960"	"NA"	838585	NA
"247312_at"	1.55349390740996	6.53758837854197	15.2541733180414	9.58746323435432e-07	0.00031241433767946	6.50455079556668	"FALSE"	"AT5G63970"	"RGLG3"	836518	92417
"257319_at"	-2.28696739826219	6.68818673699193	-15.1921495268259	9.86510141430249e-07	0.00031693375107076	6.47728146335828	"TRUE"	"ATMG01100"	"ORF105A"	NA	NA
"256965_at"	2.10889548792367	7.1699863432795	15.0644149401359	1.04661222173814e-06	0.000331572566358987	6.42068263161504	"TRUE"	"AT3G13450"	"DIN4"	820547	39
"250798_at"	2.29212481012744	4.79786417287566	15.0223771399299	1.06729286666624e-06	0.000333492469707628	6.40192535175402	"TRUE"	"AT5G05340"	"PRX52"	830416	117361
"262039_at"	-2.34600044933449	7.05592054407166	-14.9390076241699	1.1096938008535e-06	0.000335945351472193	6.36453288197403	"TRUE"	"AT1G80050"	"APT2,ATAPT2,PHT1.1"	844345	95140
"265495_at"	1.41224371575967	7.99543463071102	14.8850130718844	1.13817440156772e-06	0.000335945351472193	6.34017768291544	"FALSE"	"AT2G15695"	"NA"	816063	96463
"244931_at"	-3.64518887974075	6.81160174317358	-14.8609898498505	1.15111194962647e-06	0.000335945351472193	6.32930653450867	"TRUE"	"ATMG00630"	"ORF110B"	NA	NA
"244904_at"	-1.99985616627896	7.93607787873794	-14.8315513714113	1.16719401344424e-06	0.000335945351472193	6.31595528480577	"FALSE"	"ATMG00670"	"ORF275"	NA	NA
"261114_at"	-1.4080714835166	8.43974305651592	-14.7900503050045	1.19030077572687e-06	0.000335945351472193	6.29707779545525	"FALSE"	"NA"	"NA"	NA	NA
"244908_at"	-2.17431111085574	5.32192110213266	-14.7860033577408	1.19258166011704e-06	0.000335945351472193	6.29523348615973	"TRUE"	"ATMG00720"	"ORF107D"	NA	NA
"253060_at"	3.40492003500367	7.65447358707114	14.7592686266777	1.2077747344459e-06	0.000335945351472193	6.28303410777666	"TRUE"	"AT4G37710"	"NA"	829927	NA
"244902_at"	-2.64560339911604	7.18359878449476	-14.7488089569212	1.21377854389454e-06	0.000335945351472193	6.278253848899	"TRUE"	"ATMG00650"	"NAD4L"	NA	NA
"253738_at"	-1.93578439673943	6.43356213280245	-14.7376573247761	1.22021687080464e-06	0.000335945351472193	6.27315276652128	"FALSE"	"AT4G28750"	"PSAE-1"	828996	97156
"253181_at"	1.8114197933436	6.53335016627304	14.7102817074016	1.2361870179829e-06	0.000335945351472193	6.26061025919117	"FALSE"	"AT4G35180"	"LHT7"	829671	NA
"251962_at"	-2.54276155456502	7.00170407866967	-14.7086424916418	1.23715079016502e-06	0.000335945351472193	6.25985832261954	"TRUE"	"AT3G53420"	"AtPIP2;1,PIP2,PIP2;1,PIP2A"	824510	115954
"255435_at"	-2.67104770056252	8.33701602304949	-14.5985234897826	1.30389118225181e-06	0.000349903033731339	6.20910865429913	"TRUE"	"AT4G03280"	"PETC,PGR1"	827996	97289
"248622_at"	1.49519475021414	5.54016690900241	14.508165175655	1.3617165057011e-06	0.000361171552267933	6.16711553045661	"FALSE"	"AT5G49360"	"ATBXL1,BXL1"	834996	99678
"253871_at"	-2.14624078857291	6.83878633766976	-14.4155464241354	1.42402788116789e-06	0.000373357195051029	6.12374027947896	"TRUE"	"AT4G27440"	"PORB"	828853	112274
"244952_at"	-1.7173055730667	5.38885411302411	-14.3851255141894	1.44519532887204e-06	0.000374601198313309	6.10941968809603	"FALSE"	"ATMG00260"	"ORF101A"	NA	NA
"263510_s_at"	-2.17597580384973	6.22122840399387	-14.3545174254795	1.46685405675415e-06	0.000375943157691708	6.09497389817437	"TRUE"	"NA"	"NA"	NA	NA
"254790_at"	-1.67161853231404	6.46660220802775	-14.2658085549605	1.53173564224539e-06	0.000388209888884636	6.05289548810084	"FALSE"	"AT4G12800"	"PSAL"	826892	99259
"249941_at"	3.67904884897276	7.52075346366678	14.1558262756167	1.61674475723172e-06	0.000401107775425666	6.00028577402233	"TRUE"	"AT5G22270"	"NA"	832287	NA
"244926_s_at"	-1.8784193628181	6.901598334938	-14.1545082048512	1.61779549930563e-06	0.000401107775425666	5.9996522982829	"FALSE"	"ATMG00520"	"MATR"	NA	NA
"256548_at"	2.90398814162085	5.49292907199401	14.1067003967114	1.65643583576255e-06	0.000406272058212299	5.9766274521569	"TRUE"	"AT3G14770"	"AtSWEET2,SWEET2"	820705	91634
"248545_at"	1.63552615142715	7.11289436639428	13.9311156170625	1.8076121527561e-06	0.000429692127556085	5.89125437083591	"FALSE"	"AT5G50260"	"CEP1"	835091	129366
"266046_at"	-2.15556087270395	6.46161369553088	-13.9178887016268	1.81962000673201e-06	0.000429692127556085	5.88477114462247	"TRUE"	"AT2G07728"	"NA"	815401	NA
"246293_at"	1.48763988752881	6.36235369882311	13.9174443231877	1.820024997104e-06	0.000429692127556085	5.88455320322261	"FALSE"	"AT3G56710"	"SIB1"	824838	117943
"251664_at"	-1.95735836331391	8.38840449757697	-13.9095084373552	1.82727472042701e-06	0.000429692127556085	5.8806597225254	"FALSE"	"AT3G56940"	"ACSF,CHL27,CRD1"	824861	91489
"244964_at"	-3.19594437550299	9.60524386814184	-13.8704121562913	1.86347224735438e-06	0.000432483970223773	5.86143972083002	"TRUE"	"ATCG00580"	"PSBE"	NA	NA
"263498_at"	-2.94201886843354	7.31461564576187	-13.8255198454845	1.90604314953285e-06	0.000432483970223773	5.83929069813082	"TRUE"	"AT2G42610"	"LSH10"	818861	135014
"257299_at"	-1.61800224169087	6.9959093160806	-13.822668835643	1.90878376437227e-06	0.000432483970223773	5.837881177733	"FALSE"	"AT3G28050"	"UMAMIT41"	822429	118368
"251428_at"	4.19233270361169	9.23714571673438	13.8074867644892	1.92345345303394e-06	0.000432483970223773	5.83036944315415	"TRUE"	"AT3G60140"	"BGLU30,DIN2,SRG2"	825184	118330
"260287_at"	1.64345735885296	6.63258730942635	13.7609421567199	1.96923039804078e-06	0.000432483970223773	5.80727903079483	"FALSE"	"AT1G80440"	"KFB20,KMD1"	844383	96695
"261443_at"	2.58668917551199	5.96957591997337	13.7584431393745	1.97172293428156e-06	0.000432483970223773	5.80603666932232	"TRUE"	"AT1G28480"	"GRX480,roxy19"	839748	91424
"249174_at"	2.22070588073418	6.61698660008221	13.7582967605085	1.97186904442229e-06	0.000432483970223773	5.80596389024308	"TRUE"	"AT5G42900"	"COR27"	834301	NA
"263505_s_at"	-2.15004453433933	5.64217120875795	-13.7250838160373	2.00534078357898e-06	0.000435283151959343	5.78942677043618	"TRUE"	"NA"	"NA"	NA	NA
"257332_at"	-1.94259035557262	7.28369876998197	-13.7080104770956	2.02279763733846e-06	0.000435283151959343	5.7809073058673	"FALSE"	"ATMG01350"	"ORF145C"	NA	NA
"244954_s_at"	-2.35319131266193	6.82536496329155	-13.6736860533742	2.05841720540096e-06	0.000438808378085943	5.76374164731129	"TRUE"	"NA"	"NA"	NA	NA
"250366_at"	1.97904231394364	8.70122612429392	13.6534824063567	2.07971555098508e-06	0.000439243627018238	5.75361397362266	"FALSE"	"AT5G11420"	"NA"	831013	128964
"265232_s_at"	-1.73396108055679	7.58305725689207	-13.5311832955791	2.21410436911294e-06	0.000463336886784093	5.69192834123613	"FALSE"	"NA"	"NA"	NA	NA
"247535_at"	2.26323227745752	6.24023423870854	13.5117716667209	2.23632793655093e-06	0.000463733093024788	5.68207712239158	"TRUE"	"AT5G61620"	"NA"	836284	NA
"266045_s_at"	-2.36608633619338	8.63077717263202	-13.445035791842	2.31468358785873e-06	0.000475657050802321	5.64808214467499	"TRUE"	"NA"	"NA"	NA	NA
"266977_at"	2.32167003147286	5.23661368117211	13.3865272153607	2.38594805801948e-06	0.00048325550363591	5.61811507737692	"TRUE"	"AT2G39420"	"NA"	818527	113235
"265230_s_at"	-2.06697051799435	9.13696469056323	-13.3800155704846	2.39403208728005e-06	0.00048325550363591	5.61477045516487	"TRUE"	"NA"	"NA"	NA	NA
"244935_at"	-1.87180372964474	10.8850096766235	-13.3331638211088	2.45312154174021e-06	0.000490839494448194	5.59064946602611	"FALSE"	"ATCG01090"	"NDHI"	NA	NA
"244906_at"	-2.19113903708875	10.0215274123233	-13.2868548181795	2.51315681161137e-06	0.00049499491277952	5.56671053272778	"TRUE"	"ATMG00690"	"ORF240A"	NA	NA
"253616_at"	-1.28755653865098	5.82691416346561	-13.2676522493101	2.53853842917631e-06	0.00049499491277952	5.55675544837133	"FALSE"	"AT4G30380"	"NA"	829161	98385
"249890_at"	2.49682559195381	7.99488855164842	13.2530216761157	2.5580720217252e-06	0.00049499491277952	5.54915933685059	"TRUE"	"AT5G22570"	"ATWRKY38,WRKY38"	832320	118404
"249146_at"	-1.73446069663979	8.3359733297034	-13.2510684665666	2.56069266584758e-06	0.00049499491277952	5.54814450332726	"FALSE"	"AT5G43310"	"NA"	834349	94775
"248606_at"	1.83258514396029	9.43884658826715	13.2284546822247	2.59125654072753e-06	0.000496693795747856	5.53638232821455	"FALSE"	"NA"	"NA"	NA	NA
"262452_at"	-1.54383955652279	6.41259180377179	-13.1801976477904	2.65787208985212e-06	0.000505217186412723	5.51120395613072	"FALSE"	"AT1G11210"	"NA"	837662	97302
"249942_at"	1.86806911807353	4.52806398761757	13.1437340101898	2.70949657661311e-06	0.000510773693492108	5.49210780969776	"FALSE"	"AT5G22300"	"AtNIT4,NIT4"	832290	111699
"257129_at"	-1.98342752321767	8.98450280323513	-13.0745861932132	2.8105480015836e-06	0.000525480327181326	5.45572579593611	"FALSE"	"AT3G20100"	"CYP705A19"	821553	115947
"260743_at"	1.70508542539181	4.32908799122272	13.0076841489542	2.91240257745773e-06	0.000539455204412574	5.42031316540245	"FALSE"	"NA"	"NA"	NA	NA
"264415_at"	2.07607068587638	4.41453544116278	12.9895279437324	2.94076181708747e-06	0.000539455204412574	5.41066646751447	"TRUE"	"AT1G43160"	"RAP2.6"	840915	NA
"251970_at"	2.59790481002542	5.78616570866014	12.9526476131599	2.99933652184364e-06	0.000539455204412574	5.39102344179335	"TRUE"	"AT3G53150"	"UGT73D1"	824481	111235
"258310_at"	-1.55100098593684	7.95765531934767	-12.9484618345938	3.00606770778457e-06	0.000539455204412574	5.38878996699039	"FALSE"	"AT3G26744"	"ATICE1,ICE1,SCRM"	822287	128666
"244973_at"	-2.08740673812512	3.71697841292878	-12.9403243108041	3.01920279517654e-06	0.000539455204412574	5.38444551772208	"TRUE"	"ATCG00690"	"PSBT,PSBTC"	NA	NA
"264545_at"	-2.22254043395771	7.79487956308411	-12.9302608166506	3.03553674082178e-06	0.000539455204412574	5.37906848900147	"TRUE"	"AT1G55670"	"PSAG"	842016	98394
"261475_at"	1.45813983722808	6.00176495116106	12.9208862478124	3.05084267291636e-06	0.000539455204412574	5.37405523223265	"FALSE"	"AT1G14550"	"NA"	838017	118126
"260236_at"	-2.10215672697501	8.32561591383618	-12.8822680181876	3.11482427499015e-06	0.000546531859327118	5.35335915610532	"TRUE"	"AT1G74470"	"NA"	843788	93301
"254805_at"	-1.53493136578588	10.9406394820294	-12.8598787346531	3.15261412912838e-06	0.000548939910575713	5.34132779037776	"FALSE"	"AT4G12480"	"EARLI1,pEARLI"	826860	112212
"257336_at"	-1.20189604883549	5.37551814772161	-12.791117068394	3.27196292561554e-06	0.000565405108585534	5.30422670611347	"FALSE"	"ATMG01410"	"ORF204"	NA	NA
"265070_at"	2.33374376944212	8.31755182073797	12.7572817948705	3.33256479516038e-06	0.000570494896172697	5.28588671414723	"TRUE"	"AT1G55510"	"BCDH"	841998	39
"244972_at"	-1.57205995487997	5.01135000398757	-12.7468863494023	3.35143867107152e-06	0.000570494896172697	5.28024083613846	"FALSE"	"ATCG00680"	"PSBB"	NA	NA
"244963_at"	-2.66629261719851	10.4085235765394	-12.7077144510823	3.42365531889723e-06	0.000578470946844783	5.25891888159663	"TRUE"	"ATCG00570"	"PSBF"	NA	NA
"250680_at"	1.41007646782943	7.48336218285576	12.6273269454522	3.57744929363394e-06	0.000593741088963456	5.21492721318386	"FALSE"	"AT5G06570"	"NA"	830545	97018
"267526_at"	-1.7730136762184	7.42855383887475	-12.6193458708359	3.59314098495754e-06	0.000593741088963456	5.21054224467767	"FALSE"	"AT2G30570"	"PSBW"	817606	NA
"263504_s_at"	-1.98468515580247	5.92035375599911	-12.6143226639962	3.60305717001017e-06	0.000593741088963456	5.20778077545926	"FALSE"	"ATMG00940"	"ORF164"	NA	NA
"258402_at"	2.02493614928302	10.7942117024271	12.597668573867	3.63615614524361e-06	0.000593741088963456	5.19861638182443	"TRUE"	"AT3G15450"	"NA"	820784	95525
"244978_at"	-1.45790765394187	11.2718825932534	-12.572594317343	3.68664174057554e-06	0.000593741088963456	5.18479259734231	"FALSE"	"ATCG00740"	"RPOA"	NA	NA
"260943_at"	1.34285126006053	11.7284625405316	12.5691562788486	3.69362576913293e-06	0.000593741088963456	5.18289472305923	"FALSE"	"AT1G45145"	"ATH5,ATTRX5,LIV1,TRX-h5,TRX5"	841082	57615
"261746_at"	-1.54212291302507	6.49278356322707	-12.5678712569391	3.69624001020652e-06	0.000593741088963456	5.18218521114733	"FALSE"	"AT1G08380"	"PSAO"	837358	94970
"249754_at"	1.91728676927857	6.86722114660776	12.5391433217015	3.7552349709897e-06	0.000597038411958849	5.16630188465385	"FALSE"	"AT5G24530"	"DMR6"	832524	93576
"262183_at"	1.33799728182177	7.19102568772168	12.532458278219	3.76911579667138e-06	0.000597038411958849	5.16259989638755	"FALSE"	"AT1G77890"	"NA"	844125	118450
"244945_at"	-2.30191476727097	7.26631573399831	-12.5057408878885	3.82517538402422e-06	0.000601739658686844	5.14778222509411	"TRUE"	"ATMG00110"	"ABCI2,CCB206"	NA	NA
"249001_at"	2.02816613853753	4.4772560673031	12.4449889706167	3.95620009025882e-06	0.00061808852095071	5.11395519997935	"TRUE"	"AT5G44990"	"NA"	834530	6001
"256596_at"	1.53703144814721	6.41506282906443	12.4213272882141	4.00860203754631e-06	0.000619621282225346	5.10072979657295	"FALSE"	"AT3G28540"	"NA"	822484	137560
"254372_at"	-1.56681290531975	8.38628966332034	-12.4115534060228	4.03047680221939e-06	0.000619621282225346	5.09525851993514	"FALSE"	"AT4G21620"	"NA"	828249	NA
"244949_at"	-2.29103010873016	6.64737907389584	-12.3888169953712	4.08188809122597e-06	0.000619621282225346	5.08251221955511	"TRUE"	"ATMG00150"	"ORF116"	NA	NA
"245012_at"	-1.8425741429219	9.67947862588288	-12.3756561612869	4.11198657672517e-06	0.000619621282225346	5.07512206716209	"FALSE"	"ATCG00440"	"NDHC"	NA	NA
"264524_at"	1.32040107440578	7.49173947599063	12.3673038355811	4.13121855324059e-06	0.000619621282225346	5.07042743231556	"FALSE"	"AT1G10070"	"ATBCAT-2,BCAT-2,BCAT2"	837543	81684
"264543_at"	2.03232102431573	5.23289104716934	12.3598269490871	4.14852124801491e-06	0.000619621282225346	5.0662218358471	"TRUE"	"AT1G55790"	"NA"	842028	119704
"265237_s_at"	-2.40264734478003	5.5139700521808	-12.3565364284311	4.15616204210775e-06	0.000619621282225346	5.06437007884505	"TRUE"	"ATMG00470"	"ORF122A"	NA	NA
