"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"Symbol"	"EntrezID"	"LocusID"	"HomologyGroup"
"265067_at"	5.09256920157684	7.53553345596289	21.8636144066287	7.54624268037346e-08	0.000114753197026212	8.77179281422407	"TRUE"	"ATGRXS13,GRXS13"	839392	"AT1G03850"	NA
"252415_at"	4.06887274651362	5.92108755705049	21.3029350507991	9.07534853745351e-08	0.000128200830954939	8.61918440735475	"TRUE"	"ASN1,AT-ASN1,DIN6"	823888	"AT3G47340"	49128
"261221_at"	2.77170693825135	7.81633026811917	21.1490567938871	9.5546432539849e-08	0.000128200830954939	8.57624287413859	"TRUE"	"NA"	838585	"AT1G19960"	NA
"245611_at"	2.64005586112422	7.5210163214165	20.8218609348514	1.06726029035009e-07	0.000135245595682697	8.48337165849624	"TRUE"	"NA"	827084	"AT4G14390"	116005
"249941_at"	5.3085193315593	7.52075346366678	20.4255177147997	1.22313309071984e-07	0.000143872496210724	8.36794771281066	"TRUE"	"NA"	832287	"AT5G22270"	NA
"258395_at"	2.70325118574016	7.51048150668941	20.2543702052109	1.29832658784739e-07	0.000143872496210724	8.31708706428811	"TRUE"	"ANAC055,ATNAC3,NAC055,NAC3"	820789	"AT3G15500"	117573
"251325_s_at"	-2.64073153255392	8.96862650590338	-20.1972953917851	1.32456046489487e-07	0.000143872496210724	8.29998660119707	"TRUE"	"NA"	NA	"NA"	NA
"265033_at"	-2.73707903897015	9.18904192273962	-19.4534950505023	1.7279000586958e-07	0.000179151819722051	8.07056427631487	"TRUE"	"LHCA3"	842446	"AT1G61520"	NA
"262705_at"	2.13826329727649	5.09520389098102	19.2139418816603	1.88629951251682e-07	0.000187071703828299	7.99399009587957	"TRUE"	"NA"	838195	"AT1G16260"	118141
"249101_at"	5.35538610637164	6.45935589800871	19.0296530271482	2.01942848581505e-07	0.000191929849006005	7.93415729110865	"TRUE"	"UPI"	834378	"AT5G43580"	NA
"265611_at"	3.51843407314708	5.92243550983115	18.889603591436	2.12775762061299e-07	0.000194136605304729	7.88814033273286	"TRUE"	"NA"	817089	"AT2G25510"	NA
"257610_at"	-2.0106095938351	6.24374235833909	-18.7396276640089	2.25115307551911e-07	0.000197495390971504	7.83832949916914	"TRUE"	"AtIDD11,IDD11"	820593	"AT3G13810"	91337
"265643_at"	2.65419933738684	5.23374686938399	18.5916036647854	2.38097713077476e-07	0.0001996728987926	7.78861935599803	"TRUE"	"NA"	817284	"AT2G27390"	NA
"251774_at"	3.37591276172869	6.46171532843126	18.5154720023735	2.45104829732257e-07	0.0001996728987926	7.76283797301802	"TRUE"	"NA"	824750	"AT3G55840"	92191
"253268_s_at"	2.54330115501998	6.59517113006763	18.3395001076251	2.62216455840879e-07	0.000204931070448944	7.70268149472324	"TRUE"	"NA"	NA	"NA"	NA
"250942_at"	2.39254646889214	5.84302779924478	18.2682495913306	2.69527931322592e-07	0.000204931070448944	7.67809754778348	"TRUE"	"NA"	831863	"AT5G03350"	118337
"260040_at"	2.0062154895284	5.66795341923893	17.8839944744832	3.13184198704442e-07	0.000230442953949946	7.54321447423807	"TRUE"	"IDA"	843208	"AT1G68765"	NA
"256596_at"	2.19720415467142	6.41506282906443	17.7564303951598	3.29413540741614e-07	0.000234810089509882	7.49756076706432	"TRUE"	"NA"	822484	"AT3G28540"	137560
"249890_at"	3.30150693658967	7.99488855164842	17.5242288189742	3.61470212560192e-07	0.000236492462101236	7.41330958787991	"TRUE"	"ATWRKY38,WRKY38"	832320	"AT5G22570"	118404
"265680_at"	3.28213463056647	7.73330010643539	17.522410671646	3.61734829908624e-07	0.000236492462101236	7.41264397330099	"TRUE"	"NA"	817774	"AT2G32150"	94387
"252367_at"	3.19258329518596	7.19646435797046	17.4617648624327	3.70688740840901e-07	0.000236492462101236	7.39038856369735	"TRUE"	"ATBT2,BT2"	823994	"AT3G48360"	92300
"246293_at"	1.85627662764783	6.36235369882311	17.3661830596909	3.85316629848819e-07	0.000236492462101236	7.35510137785898	"FALSE"	"SIB1"	824838	"AT3G56710"	117943
"256309_at"	-2.18506876011779	7.29106953516355	-17.2656759021015	4.01409978973345e-07	0.000236492462101236	7.31771461262301	"TRUE"	"PSAK"	839918	"AT1G30380"	96994
"264482_at"	2.4038525545991	7.9144311938633	17.2325412807554	4.0688187209399e-07	0.000236492462101236	7.30532546842259	"TRUE"	"AtSTP14,STP14"	844057	"AT1G77210"	135458
"247351_at"	1.86417825781044	8.59680583558694	17.2283361875047	4.07582346008238e-07	0.000236492462101236	7.30375090096074	"FALSE"	"ANAC102,NAC102"	836499	"AT5G63790"	119106
"251232_at"	1.93195392930765	5.60429648835726	17.185966380054	4.14717162825491e-07	0.000236492462101236	7.2878572271936	"FALSE"	"NA"	825453	"AT3G62780"	NA
"260101_at"	3.55499863100921	7.10245092247657	16.8638440138746	4.738478953962e-07	0.000254217428277415	7.16529964732068	"TRUE"	"ATKTI1,KTI1"	843660	"AT1G73260"	118153
"263498_at"	-3.58448159962228	7.31461564576187	-16.8446647379044	4.77659964421866e-07	0.000254217428277415	7.15790512297857	"TRUE"	"LSH10"	818861	"AT2G42610"	135014
"265287_at"	-1.86743473249927	6.29651846808986	-16.7867086380264	4.89392661468341e-07	0.000254217428277415	7.13549282356685	"FALSE"	"PSAE-2"	816545	"AT2G20260"	97156
"246034_at"	1.96926883919542	6.98369479089924	16.7819038119284	4.90379958097599e-07	0.000254217428277415	7.13363017738353	"FALSE"	"NA"	830733	"AT5G08350"	111700
"248151_at"	-1.92967051610305	6.51207779052225	-16.6598157126038	5.16241967184659e-07	0.000261677317144046	7.08606530737648	"FALSE"	"LHCB3,LHCB3*1"	835515	"AT5G54270"	97301
"259694_at"	2.38332325413693	8.35048614571562	16.4551257651624	5.63155461870799e-07	0.000274927767269741	7.00528806305307	"TRUE"	"UGE3"	842622	"AT1G63180"	98474
"261212_at"	2.03947030224009	4.84397897084404	16.4413256843667	5.66488604194557e-07	0.000274927767269741	6.99979505592753	"TRUE"	"atnudt12,NUDT12"	837845	"AT1G12880"	118755
"246831_at"	1.60121364011246	8.61739866209393	16.286636904956	6.05425017629508e-07	0.000285677281359547	6.93781027286169	"FALSE"	"ATSTP13,MSS1,STP13"	832703	"AT5G26340"	135108
"260405_at"	3.35790091536141	8.80329052009268	16.2122839952414	6.25215570706781e-07	0.000285677281359547	6.90774487445648	"TRUE"	"ATGSTU11,GSTU11"	843329	"AT1G69930"	135507
"245195_at"	-2.19826822925557	8.7291461293426	-16.1889434638751	6.31578870596486e-07	0.000285677281359547	6.89827016486352	"TRUE"	"PSBY,YCF32"	843099	"AT1G67740"	NA
"264652_at"	2.14370208953675	7.64809549329846	16.1630123871887	6.38734824609245e-07	0.000285677281359547	6.88772320055845	"TRUE"	"ESL1"	837413	"AT1G08920"	115940
"262039_at"	-2.52447302968697	7.05592054407166	-16.075496425503	6.63574322272102e-07	0.00029107942867359	6.85196638946991	"TRUE"	"APT2,ATAPT2,PHT1.1"	844345	"AT1G80050"	95140
"260284_at"	2.03655812398707	8.82612942846414	16.0087823514052	6.83247418079844e-07	0.000294054218988703	6.82454034833739	"TRUE"	"NA"	844378	"AT1G80380"	6020
"251962_at"	-2.74431365794331	7.00170407866967	-15.8745236678407	7.24879813220607e-07	0.000301981489727528	6.76890064885732	"TRUE"	"AtPIP2;1,PIP2,PIP2;1,PIP2A"	824510	"AT3G53420"	115954
"257382_at"	1.7705192704761	9.86445983010086	15.8643668504773	7.28144758220694e-07	0.000301981489727528	6.76466699997736	"FALSE"	"ATWRKY54,WRKY54"	818670	"AT2G40750"	118606
"253317_at"	-1.98054639402095	8.24998427933851	-15.81043869426	7.45762313258103e-07	0.000303764970811024	6.74213020182618	"FALSE"	"NA"	829542	"AT4G33960"	NA
"254819_at"	-2.17307405854929	7.36028494688702	-15.7458711480581	7.67495570314693e-07	0.000306647402033746	6.7150181065758	"TRUE"	"NA"	826862	"AT4G12500"	112212
"251664_at"	-2.21078733073336	8.38840449757697	-15.7104419948787	7.79725967468535e-07	0.000306647402033746	6.70008120526053	"TRUE"	"ACSF,CHL27,CRD1"	824861	"AT3G56940"	91489
"254790_at"	-1.83032261353253	6.46660220802775	-15.6202096912172	8.11886865249428e-07	0.000313883718582024	6.6618456276129	"FALSE"	"PSAL"	826892	"AT4G12800"	99259
"249754_at"	2.36813267692003	6.86722114660776	15.4876962155631	8.61885327890876e-07	0.000324728794413467	6.60518441484413	"TRUE"	"DMR6"	832524	"AT5G24530"	93576
"258338_at"	2.94472308275357	9.03668312778588	15.4241750911575	8.87085403157827e-07	0.000324728794413467	6.577806411308	"TRUE"	"ASPGB1"	820860	"AT3G16150"	11825
"253871_at"	-2.29560367325096	6.83878633766976	-15.4187645204379	8.89270257006721e-07	0.000324728794413467	6.57546786925532	"TRUE"	"PORB"	828853	"AT4G27440"	112274
"263404_s_at"	1.58751985930473	8.88293874998825	15.3793538482453	9.0537033600417e-07	0.000324728794413467	6.55840273719778	"FALSE"	"NA"	NA	"NA"	NA
"258277_at"	2.6673135561558	6.78357438744898	15.3654723723073	9.11119808963695e-07	0.000324728794413467	6.55237887029883	"TRUE"	"CYP71B15,PAD3"	822298	"AT3G26830"	99307
"255457_at"	-1.81017767564741	6.67493696598176	-15.1409189333638	1.01013200385391e-06	0.000354478630890887	6.45397733114994	"FALSE"	"PSAD-1"	828183	"AT4G02770"	98119
"253061_at"	1.81945591997051	7.7467554309242	15.0972890617519	1.03075632713609e-06	0.000355125951776018	6.43464699119069	"FALSE"	"BT5"	829915	"AT4G37610"	119111
"251970_at"	3.01657219740161	5.78616570866014	15.0400416989167	1.05854674016707e-06	0.000355125951776018	6.40917779555455	"TRUE"	"UGT73D1"	824481	"AT3G53150"	111235
"264960_at"	2.29137605294346	5.84814891008907	15.0107804828824	1.07307922859354e-06	0.000355125951776018	6.39611304695598	"TRUE"	"ATEXT1,ATEXT4,EXT1,EXT4,ORG5"	844028	"AT1G76930"	NA
"260236_at"	-2.44910988836388	8.32561591383618	-15.008438516046	1.07425211190466e-06	0.000355125951776018	6.39506602488959	"TRUE"	"NA"	843788	"AT1G74470"	93301
"252570_at"	1.80823865213801	8.78130914849527	14.8579792852543	1.15274500627253e-06	0.000361494098999989	6.32737341338314	"FALSE"	"ATIVD,IVD,IVDH"	823668	"AT3G45300"	1676
"262644_at"	-1.97379174880184	8.89521763689266	-14.8220214078602	1.17245469362581e-06	0.000361494098999989	6.31107035471928	"FALSE"	"BETA-VPE,BETAVPE"	842569	"AT1G62710"	95224
"253738_at"	-1.94076276202553	6.43356213280245	-14.775558984562	1.19849112725031e-06	0.000361494098999989	6.28993233614588	"FALSE"	"PSAE-1"	828996	"AT4G28750"	97156
"253255_at"	3.19523670191023	6.57293579246336	14.7565247318255	1.20934645206642e-06	0.000361494098999989	6.28124910755719	"TRUE"	"SAUR50"	829628	"AT4G34760"	111623
"245794_at"	2.44314250338648	8.20591581321134	14.7444048039873	1.21631663755866e-06	0.000361494098999989	6.27571294669583	"TRUE"	"XTH30,XTR4"	840109	"AT1G32170"	118256
"265501_at"	2.04668319846868	5.96347058871368	14.7316151175803	1.22372148535146e-06	0.000361494098999989	6.26986478772343	"TRUE"	"UGT73B4"	816041	"AT2G15490"	111342
"250798_at"	2.24584081090941	4.79786417287566	14.7190360265989	1.23105434461081e-06	0.000361494098999989	6.26410684111	"TRUE"	"PRX52"	830416	"AT5G05340"	117361
"267526_at"	-2.06748245333012	7.42855383887475	-14.7152142763524	1.23329206361285e-06	0.000361494098999989	6.26235627883566	"TRUE"	"PSBW"	817606	"AT2G30570"	NA
"253181_at"	1.80964386734072	6.53335016627304	14.6958596657027	1.244695735316e-06	0.000361494098999989	6.25348227775477	"FALSE"	"LHT7"	829671	"AT4G35180"	NA
"248207_at"	1.51722019147284	6.34780385786716	14.6752926910265	1.25694505915032e-06	0.000361494098999989	6.24403669403499	"FALSE"	"TAT7"	835480	"AT5G53970"	NA
"263236_at"	1.62928661071679	9.68094488524563	14.6571829073672	1.2678442753178e-06	0.000361494098999989	6.23570615923827	"FALSE"	"ARR4,ATRR1,IBC7,MEE7"	837587	"AT1G10470"	118089
"257129_at"	-2.21760062879467	8.98450280323513	-14.6182354655758	1.29164976222494e-06	0.000363734951559888	6.21774749184634	"TRUE"	"CYP705A19"	821553	"AT3G20100"	115947
"254372_at"	-1.83345818969396	8.38628966332034	-14.5237916804448	1.35151139263961e-06	0.000372571013234489	6.17395554679443	"FALSE"	"NA"	828249	"AT4G21620"	NA
"255248_at"	-2.68870312613708	6.38987548409415	-14.5173700169144	1.35569461194487e-06	0.000372571013234489	6.170965323209	"TRUE"	"PSBQ,PSBQ-2,PSII-Q"	825866	"AT4G05180"	91083
"264545_at"	-2.47949121938693	7.79487956308411	-14.4251450589709	1.417422143635e-06	0.000381470480627674	6.12784265736311	"TRUE"	"PSAG"	842016	"AT1G55670"	98394
"264777_at"	3.38687446607703	7.15312571074876	14.3899970108573	1.44178176786678e-06	0.000381470480627674	6.11131980379534	"TRUE"	"THA1"	837385	"AT1G08630"	57081
"260803_at"	3.29672874262412	5.90887412259552	14.3453577918391	1.47340697016162e-06	0.000381470480627674	6.09026450314815	"TRUE"	"ATGSTU22,GSTU22"	844169	"AT1G78340"	118148
"250580_at"	1.84654355633543	10.7672802176063	14.3010788799884	1.50555670613836e-06	0.000381470480627674	6.06930059599607	"FALSE"	"GDH2,GDH2"	830635	"AT5G07440"	55885
"248335_at"	-1.55095952885125	8.08642478951999	-14.2926530806894	1.51176418567943e-06	0.000381470480627674	6.06530249601547	"FALSE"	"NA"	835321	"AT5G52450"	34364
"261746_at"	-1.75373190955285	6.49278356322707	-14.2924255079062	1.5119322460403e-06	0.000381470480627674	6.06519447163145	"FALSE"	"PSAO"	837358	"AT1G08380"	94970
"255435_at"	-2.61489790877689	8.33701602304949	-14.2916386467465	1.51251349898323e-06	0.000381470480627674	6.06482094788104	"TRUE"	"PETC,PGR1"	827996	"AT4G03280"	97289
"262832_s_at"	2.14025876846259	10.6080044957698	14.2628568480179	1.53394982484964e-06	0.000381470480627674	6.05114109204237	"TRUE"	"NA"	NA	"NA"	NA
"256965_at"	1.99581973378837	7.1699863432795	14.2566840261491	1.53859203058948e-06	0.000381470480627674	6.04820283462683	"FALSE"	"DIN4"	820547	"AT3G13450"	39
"245993_at"	-1.7360587482988	5.49920013051357	-14.1087950326246	1.65472108794149e-06	0.000405851484042424	5.97734577539682	"FALSE"	"NA"	832193	"AT5G20700"	118171
"250182_at"	3.45235224657876	7.05320231572583	14.0598475668054	1.69532321039057e-06	0.000408604792912561	5.95369693022665	"TRUE"	"AtGALK2,GALK2"	831298	"AT5G14470"	99500
"256548_at"	2.89276750195235	5.49292907199401	14.052193906208	1.70177357854859e-06	0.000408604792912561	5.94999015382915	"TRUE"	"AtSWEET2,SWEET2"	820705	"AT3G14770"	91634
"258151_at"	-1.71067767160069	4.30183079404832	-13.9324042740175	1.80644707826381e-06	0.000418599128231285	5.89165741015219	"FALSE"	"BGLU44"	821333	"AT3G18080"	128866
"260287_at"	1.66383131517092	6.63258730942635	13.9315366859206	1.80723137075894e-06	0.000418599128231285	5.89123274513895	"FALSE"	"KFB20,KMD1"	844383	"AT1G80440"	96695
"263962_at"	-1.83666020902446	6.91243908240341	-13.9299085687631	1.80870421803798e-06	0.000418599128231285	5.89043573291085	"FALSE"	"NA"	818208	"AT2G36350"	99279
"249001_at"	2.26870930394752	4.4772560673031	13.9209809929681	1.81680463370878e-06	0.000418599128231285	5.88606343939742	"TRUE"	"NA"	834530	"AT5G44990"	6001
"258957_at"	4.60126724386841	5.99615248000964	13.862218900349	1.87116070495952e-06	0.000423446984464632	5.8572009303289	"TRUE"	"ALPHA-DOX1,DIOX1,DOX1,PADOX-1"	821135	"AT3G01420"	99268
"250670_at"	2.19742705933887	8.53491583408819	13.8577206896722	1.87539707078107e-06	0.000423446984464632	5.85498551421714	"TRUE"	"ATPGIP1,PGIP1"	830577	"AT5G06860"	135386
"249337_at"	1.52630643503605	6.70830972612464	13.8385884239091	1.89353758945167e-06	0.000423446984464632	5.84555309993825	"FALSE"	"AtGDPD2,GDPD2"	834110	"AT5G41080"	135216
"262028_at"	-1.44363539712991	6.87139343347223	-13.7969466539878	1.93371305338487e-06	0.00042823295871562	5.82496953278363	"FALSE"	"AtTCP23,TCP23"	840452	"AT1G35560"	130824
"265471_at"	-3.39246170024754	9.49415114988047	-13.7126671574531	2.01801932066854e-06	0.000442605968312013	5.78308347109394	"TRUE"	"NA"	818289	"AT2G37130"	130853
"254249_at"	2.12838107984515	6.80370889862505	13.6493605204499	2.08409140726728e-06	0.000450697932369127	5.75141964212845	"TRUE"	"CRK20"	828427	"AT4G23280"	117571
"257299_at"	-1.59658021980703	6.9959093160806	-13.6396595006369	2.09443142617832e-06	0.000450697932369127	5.74655218145082	"FALSE"	"UMAMIT41"	822429	"AT3G28050"	118368
"260943_at"	1.44787721713446	11.7284625405316	13.5522045933271	2.19031995437777e-06	0.000464415976373949	5.70248666407073	"FALSE"	"ATH5,ATTRX5,LIV1,TRX-h5,TRX5"	841082	"AT1G45145"	57615
"248828_at"	-1.70343108210809	7.08113391353229	-13.5395813731014	2.20456745728234e-06	0.000464415976373949	5.69609858955394	"FALSE"	"LIL3:2"	834757	"AT5G47110"	NA
"254608_at"	2.07380543022637	9.69280018319247	13.5266595811447	2.21926091296626e-06	0.000464415976373949	5.68955215741273	"TRUE"	"ATNLM2,NIP1;2,NLM2"	827626	"AT4G18910"	134968
"246777_at"	2.64679387104202	5.87708919140621	13.4837395380997	2.26886862060858e-06	0.000470480847600744	5.66775513862974	"TRUE"	"ATL31,CNI1"	832801	"AT5G27420"	92974
"255723_at"	2.04610136573555	7.75273215774893	13.4193727252451	2.34564019482369e-06	0.000482018494089445	5.63491319638965	"TRUE"	"AFP3"	822619	"AT3G29575"	NA
"246459_at"	2.01014940853798	6.38628103771606	13.3488494756529	2.43315655792798e-06	0.000489793270708383	5.59871752380883	"TRUE"	"NA"	831553	"AT5G16900"	118047
"265698_at"	2.03461329313746	7.86812405889916	13.3462171080649	2.43649417919784e-06	0.000489793270708383	5.59736214861945	"TRUE"	"NA"	817775	"AT2G32160"	6806
"254318_at"	1.49028568109079	7.30954470363494	13.3372578618158	2.4478927163856e-06	0.000489793270708383	5.59274679638194	"FALSE"	"NA"	828348	"AT4G22530"	91891
"255886_at"	-2.04169593801728	7.61279695013365	-13.2986596184169	2.49769629994313e-06	0.000495412631319155	5.57282145312229	"TRUE"	"DRT112,PETE2"	838622	"AT1G20340"	96269
"264092_at"	-2.53189547317813	8.51284826347581	-13.232393929772	2.58590279004373e-06	0.00050736436790026	5.53845575990807	"TRUE"	"PSBR"	844245	"AT1G79040"	135363
"256289_s_at"	3.88117521697994	5.42563106901628	13.174390012947	2.66601924496099e-06	0.00050736436790026	5.50820990524948	"TRUE"	"NA"	NA	"NA"	NA
"261443_at"	2.47559734524705	5.96957591997337	13.1675524191369	2.67564757872877e-06	0.00050736436790026	5.50463428614885	"TRUE"	"GRX480,roxy19"	839748	"AT1G28480"	91424
"254805_at"	-1.56901304801837	10.9406394820294	-13.1454200365982	2.7070846146097e-06	0.00050736436790026	5.49304569213041	"FALSE"	"EARLI1,pEARLI"	826860	"AT4G12480"	112212
"248606_at"	1.82078311981578	9.43884658826715	13.1432621649391	2.71017201585784e-06	0.00050736436790026	5.49191461221033	"FALSE"	"NA"	NA	"NA"	NA
"263216_s_at"	3.0232877124091	8.19970120548799	13.1389997007923	2.71628232728489e-06	0.00050736436790026	5.48967974656605	"TRUE"	"NA"	NA	"NA"	NA
"263228_at"	5.12830221053621	5.96616754834251	13.1165297580692	2.7487526801959e-06	0.00050736436790026	5.47788455421471	"TRUE"	"NA"	839950	"AT1G30700"	118018
"266168_at"	3.06285517876824	11.0297140408237	13.1133288544468	2.75341388157523e-06	0.00050736436790026	5.47620239248677	"TRUE"	"NA"	818471	"AT2G38870"	NA
"245061_at"	-2.44462205564853	8.62843908648815	-13.1027094860601	2.76894226127602e-06	0.00050736436790026	5.47061821858814	"TRUE"	"RCA"	818558	"AT2G39730"	99703
"260837_at"	1.26448138340827	8.41365931707073	13.0870774257853	2.79198153877537e-06	0.00050736436790026	5.4623885906828	"FALSE"	"AtcFBP,FBP,FINS1"	840953	"AT1G43670"	55784
"252234_at"	1.7576354269933	9.87368892574387	13.0799041853004	2.80262649519652e-06	0.00050736436790026	5.45860837031396	"FALSE"	"ATPSK3,ATPSK4,PSK4"	824140	"AT3G49780"	NA
"263436_at"	-2.08716868526476	7.29192160900005	-13.0478854839371	2.850706167464e-06	0.000511838142548574	5.44170557836271	"TRUE"	"NA"	817418	"AT2G28690"	118560
"266977_at"	2.26028055182783	5.23661368117211	13.0325613507612	2.87404745241389e-06	0.000511838142548574	5.43359894334413	"TRUE"	"NA"	818527	"AT2G39420"	113235
"255381_at"	1.51574258046523	8.18344564153681	13.0191476673003	2.89465674654827e-06	0.000511838142548574	5.42649391826988	"FALSE"	"ATRMA1,RMA1"	825654	"AT4G03510"	118938
"257168_at"	1.3885391701218	8.62756953898687	12.9436046830567	3.01390000933556e-06	0.000528823532407263	5.38632166714435	"FALSE"	"HCF101"	822033	"AT3G24430"	91899
"246597_at"	1.50251635379356	7.21015153539645	12.8907468996109	3.1006474149115e-06	0.000534454283143051	5.35805213238045	"FALSE"	"AO,FIN4"	831328	"AT5G14760"	92563
"251420_at"	-1.5322416168772	7.80598270678595	-12.8860821743571	3.10843785671872e-06	0.000534454283143051	5.35555093781946	"FALSE"	"NA"	825220	"AT3G60490"	95251
"266464_at"	1.3636813314231	8.05152424975475	12.8813979527358	3.11628319412652e-06	0.000534454283143051	5.35303824307419	"FALSE"	"ABCC4,ATMRP4,EST3,MRP4"	819392	"AT2G47800"	68364
"250002_at"	-1.97676943829704	8.6895083767784	-12.8508795735166	3.16794962170766e-06	0.000536689983083282	5.33664196116266	"FALSE"	"AGP25,ATAGP25"	831987	"AT5G18690"	NA
"250669_at"	1.37399877566042	6.48462255858105	12.8330618954831	3.19856288944697e-06	0.000536689983083282	5.32704858856153	"FALSE"	"ATPGIP2,PGIP2"	830578	"AT5G06870"	135386
"261114_at"	-1.22068773744408	8.43974305651592	-12.8218156924895	3.21805803088805e-06	0.000536689983083282	5.32098556059716	"FALSE"	"NA"	NA	"NA"	NA
"264415_at"	2.04821247443961	4.41453544116278	12.8152251040545	3.22954530504821e-06	0.000536689983083282	5.31742962566856	"TRUE"	"RAP2.6"	840915	"AT1G43160"	NA
"253060_at"	2.9541412266336	7.65447358707114	12.8052827898443	3.24696263329649e-06	0.000536689983083282	5.31206131175461	"TRUE"	"NA"	829927	"AT4G37710"	NA
"261197_at"	-2.35842604050483	7.37459615659923	-12.7203182399278	3.40022847365496e-06	0.000557979938734314	5.26598972041748	"TRUE"	"GAPA-2"	837848	"AT1G12900"	95043
"257083_s_at"	2.07117875595731	5.98173540299223	12.6854857125066	3.4654194433721e-06	0.000564615839309411	5.24700032373339	"TRUE"	"NA"	NA	"NA"	NA
"252430_at"	-1.90575038121237	8.61932079376995	-12.6519144726825	3.52959349534005e-06	0.000570993103749692	5.22864222967478	"FALSE"	"CAB4,LHCA4"	823901	"AT3G47470"	97898
"266761_at"	1.63107743947595	6.6161966915503	12.6180430369021	3.59570990231846e-06	0.000574019094496683	5.21006371841141	"FALSE"	"AtSDR3,SDR3"	819326	"AT2G47130"	135198
"254605_at"	3.10654918218159	6.87832033201362	12.6165638206917	3.59862913253072e-06	0.000574019094496683	5.20925107542407	"TRUE"	"NA"	827630	"AT4G18950"	119731
"250366_at"	1.82072663795721	8.70122612429392	12.5612569994002	3.70972923595365e-06	0.000587631415778492	5.17878906065158	"FALSE"	"NA"	831013	"AT5G11420"	128964
"265260_at"	2.31876773643644	5.19160056247053	12.536203930839	3.76133117394104e-06	0.000587966446602888	5.16494017212621	"TRUE"	"ANAC042,JUB1,NAC042"	818902	"AT2G43000"	94560
"254384_at"	-1.38162278841312	6.68445470538886	-12.5352087512943	3.76339768540209e-06	0.000587966446602888	5.16438940724545	"FALSE"	"NA"	828276	"AT4G21870"	NA
"260637_at"	-1.86141394541455	10.4025541460488	-12.4531011902831	3.93841352646329e-06	0.000610482438296075	5.11877718122556	"FALSE"	"ACO2,ATACO2"	842536	"AT1G62380"	111768
"266673_at"	-2.00063560749782	7.24581078015636	-12.442787139791	3.96104344006222e-06	0.000610482438296075	5.11302352330657	"TRUE"	"PY,THIC,PY,THIC,PY,THIC"	817513	"AT2G29630"	94353
"262784_at"	-1.52171656377653	9.28357381887502	-12.4050255958866	4.04516192375829e-06	0.000617354640298445	5.09191237328384	"FALSE"	"GWD,GWD1,SEX1,SOP,SOP1"	837619	"AT1G10760"	96625
"260396_at"	1.35328985477772	6.66797944199676	12.3985616757493	4.05976308832822e-06	0.000617354640298445	5.08829136194032	"FALSE"	"HO3"	843308	"AT1G69720"	96708
