"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"Symbol"	"EntrezID"	"LocusID"	"HomologyGroup"
"254084_at"	0.338612444163024	9.69478104745573	3.26359060927321	0.0132621868141322	0.0773012845120352	-3.4928231998158	"FALSE"	"AT-SAE1-1,ATSAE1A,SAE1A"	828596	"AT4G24940"	4019
"251551_at"	-0.313972429026576	10.1444695862583	-3.26357043582839	0.0132625625944697	0.0773012845120352	-3.49285302145021	"FALSE"	"ATMBF1B,MBF1B"	825037	"AT3G58680"	2809
"258164_at"	0.369229916999696	8.03290159765494	3.26349981784804	0.0132638781186537	0.0773012845120352	-3.49295741362323	"FALSE"	"EMB3121,SURF1"	821310	"AT3G17910"	2387
"260798_at"	0.419799297388591	8.45902484191966	3.26341276909829	0.013265499919074	0.0773012845120352	-3.49308609549974	"FALSE"	"NA"	844163	"AT1G78280"	129084
"264799_at"	-0.389712602583873	6.5940303124951	-3.26329871823927	0.0132676251146259	0.0773012845120352	-3.49325469497434	"FALSE"	"AVDE1,NPQ1"	837377	"AT1G08550"	94906
"267147_at"	1.04953263244059	5.05675178380996	3.26302418030901	0.0132727422770115	0.0773113512100694	-3.49366054486915	"FALSE"	"NA"	818403	"AT2G38240"	NA
"254175_at"	0.54904130279217	4.70763488345223	3.26213354798506	0.013289357441768	0.077388369478358	-3.49497721747004	"FALSE"	"NA"	828505	"AT4G24050"	135077
"266074_at"	0.368535924465188	7.45241219612314	3.26123531767827	0.013306136836837	0.0774663045554496	-3.49630519888617	"FALSE"	"NA"	816389	"AT2G18740"	37729
"265958_at"	0.335696533573545	9.15391061024148	3.26100601474279	0.013310423953303	0.0774714902717127	-3.49664422224353	"FALSE"	"ADK,ATPADK1"	818302	"AT2G37250"	59012
"256619_at"	-0.367417589513528	5.14719014285001	-3.25966036584981	0.013335612336749	0.0775805991025519	-3.49863385852288	"FALSE"	"NA"	822036	"AT3G24460"	91310
"264111_at"	0.321941534663011	6.74832399180385	3.25964115290866	0.0133359723402501	0.0775805991025519	-3.49866226744627	"FALSE"	"NA"	815853	"AT2G13690"	97120
"258474_at"	0.403131319942652	8.4088301462568	3.25858701038304	0.0133557402959445	0.0776523176434653	-3.5002210128191	"FALSE"	"NA"	821285	"AT3G02650"	NA
"254631_at"	-0.308483855850248	10.2208078594	-3.25852088197783	0.0133569814200836	0.0776523176434653	-3.50031879944436	"FALSE"	"LSH9"	827595	"AT4G18610"	135014
"263782_at"	0.614346427649249	4.37148036589903	3.25843925668594	0.0133585135656711	0.0776523176434653	-3.50043950248443	"FALSE"	"NA"	819246	"AT2G46380"	92758
"253385_at"	0.363715242922428	9.03461113454867	3.25753727583056	0.013375456668444	0.077730997861709	-3.50177334463048	"FALSE"	"NA"	829430	"AT4G32930"	41206
"262036_at"	0.415133732162602	5.73392767075076	3.25727620356536	0.0133803650134629	0.0777397162397069	-3.5021594305754	"FALSE"	"At-FANCM,FANCM"	840448	"AT1G35530"	NA
"245325_at"	-0.691521641135707	6.09096464557396	-3.25601770875435	0.0134040525942925	0.0778575094667204	-3.50402064216977	"FALSE"	"XTH15,XTR7"	827051	"AT4G14130"	117153
"248099_at"	-0.32973831319516	7.5083794495649	-3.25570974347775	0.0134098559759716	0.0778713886995701	-3.50447612055491	"FALSE"	"MGO1,TOP1,TOP1ALPHA"	835623	"AT5G55300"	2467
"259772_at"	-0.320879607781295	2.68045743942478	-3.25540079672953	0.0134156805468332	0.0778853838822257	-3.50493305951442	"FALSE"	"NA"	839825	"AT1G29480"	NA
"262548_at"	0.444018311962596	9.04276483502631	3.25450095371429	0.0134326606680824	0.077964119551898	-3.50626399815272	"FALSE"	"AGO2,AtAGO2"	840016	"AT1G31280"	101284
"266226_at"	0.395570882543645	7.97448201883935	3.25314293814261	0.0134583299814211	0.0780812580693036	-3.50827275439204	"FALSE"	"HIS4"	817423	"AT2G28740"	134482
"248316_at"	0.439408521513105	3.52968678423711	3.25307111586566	0.0134596890279922	0.0780812580693036	-3.50837899765532	"FALSE"	"NA"	835344	"AT5G52670"	NA
"266609_at"	0.442935614821461	6.97404442856435	3.2521070005307	0.0134779465423767	0.078167292303995	-3.50980521434503	"FALSE"	"SRO1"	818116	"AT2G35510"	98954
"250907_at"	-0.471443043606155	3.3448064595679	-3.25158896754266	0.0134877674781229	0.0781841789839691	-3.51057157707201	"FALSE"	"TRM28"	831763	"AT5G03670"	NA
"259175_at"	-0.317344322929673	9.43099992348252	-3.25140264668126	0.0134913016395505	0.0781841789839691	-3.51084722081955	"FALSE"	"NA"	821110	"AT3G01560"	137541
"260698_at"	-0.34047353763409	4.07069406877247	-3.25117442784148	0.0134956318742817	0.0781841789839691	-3.51118485302452	"FALSE"	"AtGulLO1,GulLO1"	840122	"AT1G32300"	118646
"261136_at"	-0.394709678611065	10.538333403944	-3.25111169724595	0.0134968223872723	0.0781841789839691	-3.51127765896769	"FALSE"	"NA"	838547	"AT1G19600"	91179
"262986_at"	0.752156362581157	8.05741402557565	3.25104984427845	0.0134979963541811	0.0781841789839691	-3.51136916687721	"FALSE"	"NA"	838947	"AT1G23390"	98196
"246249_at"	0.357903596404299	8.89602869369186	3.25079400829555	0.0135028532684932	0.0781909874742385	-3.51174766531753	"FALSE"	"NA"	829821	"AT4G36680"	93080
"255426_at"	-0.407556159976338	3.95771078666265	-3.25062685220098	0.0135060276478956	0.0781909874742385	-3.51199496895527	"FALSE"	"NA"	827951	"AT4G03370"	76035
"255266_at"	1.13437316554827	6.68240846153883	3.25001637548602	0.0135176276770195	0.0782382865548883	-3.5128981776118	"FALSE"	"CRK25"	825868	"AT4G05200"	117571
"264834_at"	0.313114688819327	7.16993545804445	3.24971376085552	0.0135233817765293	0.0782517347343055	-3.51334591304559	"FALSE"	"NA"	839106	"AT1G03730"	130342
"248171_at"	-0.357972645306988	9.53164910365421	-3.24909326575859	0.0135351884232575	0.0783001896866608	-3.51426399739934	"FALSE"	"bHLH105,ILR3"	835557	"AT5G54680"	129305
"247036_at"	-0.352934830024106	9.04223610880511	-3.2488156535627	0.013540474328333	0.0783109075632037	-3.51467476398775	"FALSE"	"NA"	836848	"AT5G67130"	98150
"251087_at"	-0.351099647077955	8.39166143323563	-3.2483734638705	0.0135488984371047	0.0783397651078218	-3.51532906119598	"FALSE"	"NA"	831815	"AT5G01460"	96319
"245879_at"	0.441977474748247	6.71472218450259	3.2480649529073	0.0135547791577466	0.0783539058763811	-3.51578556810772	"FALSE"	"AtmtOM64,ATTOC64-V,MTOM64,OM64,TOC64-V"	830801	"AT5G09420"	93322
"260949_at"	-0.404762325133865	9.29304370512125	-3.24784900832797	0.01355889703255	0.0783578518653319	-3.5161051088632	"FALSE"	"SKIP16"	837120	"AT1G06110"	8133
"250076_at"	0.332741202111551	9.70592614367665	3.24477689389675	0.0136176243338138	0.0786773077645118	-3.52065149569961	"FALSE"	"NA"	831528	"AT5G16660"	100499
"256277_at"	-0.302497261887675	10.8994010891708	-3.24396832475181	0.013633126204678	0.0787469254820728	-3.52184823413401	"FALSE"	"AtFAD2,FAD2"	820387	"AT3G12120"	25485
"264200_at"	0.471370098762362	4.36429799206631	3.2434240883772	0.0136435708908597	0.07878730430899	-3.52265377598695	"FALSE"	"A/N-InvD"	838871	"AT1G22650"	111655
"262134_at"	-0.333352795768476	4.0303646068489	-3.24141149741465	0.0136822696336561	0.0789907796364706	-3.52563291607416	"FALSE"	"AST56,SULTR2;2"	844134	"AT1G77990"	135101
"267243_at"	0.395691086460853	3.3955211711081	3.24101125584644	0.0136899795530462	0.0790143792288668	-3.52622541894411	"FALSE"	"NA"	814795	"AT2G02660"	118220
"261444_at"	0.310138278692062	7.40152902537613	3.2408397119948	0.0136932854490009	0.0790143792288668	-3.52647937068988	"FALSE"	"ATSYP61,OSM1,SYP61"	839749	"AT1G28490"	115622
"254389_s_at"	0.560133146686396	7.61171959919949	3.24042642525652	0.0137012535740104	0.0790403626765746	-3.52709120731214	"FALSE"	"NA"	NA	"NA"	NA
"252136_at"	-0.380854720496657	3.78983199336031	-3.24005459388782	0.0137084266697241	0.0790511010319029	-3.52764168623767	"FALSE"	"CML41"	824241	"AT3G50770"	NA
"252154_at"	-0.353869749413751	7.51833045438876	-3.23997066687339	0.0137100462815523	0.0790511010319029	-3.52776593802348	"FALSE"	"NA"	824252	"AT3G50880"	NA
"251532_at"	0.35535447936337	6.57642794236059	3.23922355486208	0.0137244729423117	0.0791142855229038	-3.52887204688504	"FALSE"	"NA"	825022	"AT3G58530"	130162
"258094_at"	0.47666032007939	7.03540412434693	3.2384778187919	0.0137388891796297	0.0791773780160062	-3.52997617016475	"FALSE"	"CYP72A15"	820697	"AT3G14690"	80199
"250363_at"	0.341091872393273	8.47831823922181	3.23672140107478	0.0137729073102903	0.0793245964402873	-3.53257689344941	"FALSE"	"WIT1"	831010	"AT5G11390"	95756
"245652_at"	0.370009499344684	4.77371278620717	3.23662360460981	0.0137748040608164	0.0793245964402873	-3.53272170880093	"FALSE"	"NA"	827030	"AT4G13960"	58056
"259188_at"	0.476467864156646	6.66664906448851	3.23662033658924	0.0137748674484865	0.0793245964402873	-3.53272654804577	"FALSE"	"LSF1"	821127	"AT3G01510"	97844
"260684_at"	-0.471995358539054	7.34141410318289	-3.23643062626353	0.0137785476694973	0.0793257628322143	-3.53300747046148	"FALSE"	"NF-YA8"	838335	"AT1G17590"	115983
"263211_at"	0.417948949841715	5.40868555539335	3.23576320353252	0.0137915034450635	0.0793803163214478	-3.53399581419137	"FALSE"	"GLP7"	837586	"AT1G10460"	NA
"248675_at"	0.51943775100685	7.7218823312255	3.23464985563781	0.0138131442795237	0.0794848186215779	-3.53564459140259	"FALSE"	"ICK6,KRP3"	834940	"AT5G48820"	93624
"245917_at"	-0.311255320861736	8.43711893442321	-3.23337684706359	0.0138379329149192	0.0795955737249073	-3.5375299528531	"FALSE"	"NA"	832986	"AT5G28740"	5738
"250186_at"	0.319720590025696	7.15771221337866	3.23315081884475	0.0138423392014329	0.0795955737249073	-3.53786472257271	"FALSE"	"NA"	831301	"AT5G14500"	119717
"257109_s_at"	-0.304044882124357	3.67174485699844	-3.23312409881739	0.0138428601914383	0.0795955737249073	-3.53790429783575	"FALSE"	"NA"	NA	"NA"	NA
"260322_at"	-0.326311772267545	8.58030722195743	-3.23265527779053	0.0138520047172377	0.0796280815524678	-3.53859868337617	"FALSE"	"DAL1,SP1"	842693	"AT1G63900"	11576
"255559_at"	-0.400768164640827	8.29801649518304	-3.23197043536159	0.0138653743973722	0.0796848551282589	-3.539613061277	"FALSE"	"NA"	827234	"AT4G02010"	91443
"267132_at"	0.347655755442376	7.21465010911869	3.23144175862753	0.0138757047779653	0.0797241375278055	-3.54039615843261	"FALSE"	"NAPRT2"	816874	"AT2G23420"	82285
"247887_at"	-0.35573941105199	3.88526979776245	-3.23110768753391	0.0138822367812998	0.0797415817127798	-3.54089101113664	"FALSE"	"ATPRD2,MPS1,PRD2"	835898	"AT5G57880"	98101
"258810_at"	0.449108261723004	7.45397389335419	3.23091362025191	0.0138860328326033	0.0797433053654787	-3.54117848374585	"FALSE"	"NA"	819552	"AT3G03970"	NA
"260669_at"	-0.345852635657785	5.84711584037035	-3.23054941548494	0.0138931598441883	0.0797545383589911	-3.54171799098194	"FALSE"	"NA"	838516	"AT1G19340"	NA
"251936_at"	-0.348414390951008	6.30788303093489	-3.23045634051042	0.0138949818254551	0.0797545383589911	-3.5418558676299	"FALSE"	"MEE40"	824537	"AT3G53700"	94263
"246922_at"	-0.528781607033306	9.83995221268332	-3.23025954378312	0.0138988350418628	0.0797565854855068	-3.54214739514762	"FALSE"	"CIPK25,SnRK3.25"	832582	"AT5G25110"	98292
"250773_at"	-0.304358536222777	3.51872770239544	-3.23007464583749	0.0139024563219103	0.079757300981583	-3.54242129947469	"FALSE"	"NA"	830426	"AT5G05430"	NA
"250717_at"	-0.352293076535337	5.01042090931685	-3.22920924077997	0.0139194189081614	0.0798345348994621	-3.54370333579863	"FALSE"	"CASP4"	830507	"AT5G06200"	118558
"248613_at"	0.367591698243022	8.48132073763109	3.22853566881268	0.0139326366914737	0.0798902571474396	-3.54470123239712	"FALSE"	"NA"	835017	"AT5G49555"	13097
"253089_at"	-0.314750176007419	6.85628737845986	-3.22827555536337	0.0139377445867322	0.0798928458334299	-3.54508660146877	"FALSE"	"AtMORC1,CRT1,MORC1"	829786	"AT4G36290"	113065
"247559_at"	0.320184668361978	6.9400667798819	3.22799287568968	0.0139432978826884	0.0798928458334299	-3.54550541036594	"FALSE"	"ATHDA18,HDA18"	836228	"AT5G61070"	NA
"266033_at"	-0.333648888322045	9.06137255824274	-3.22789468729556	0.0139452273642618	0.0798928458334299	-3.54565088476591	"FALSE"	"MTI1"	815134	"AT2G05830"	7160
"265713_at"	-0.342811649466594	6.32947349885885	-3.22779949229397	0.0139470982949898	0.0798928458334299	-3.54579192504268	"FALSE"	"ATUPS2,UPS2"	814882	"AT2G03530"	100498
"264860_at"	0.357346895348423	5.94250030375891	3.2275153414488	0.0139526844922344	0.0799047786261276	-3.54621292595336	"FALSE"	"NA"	839045	"AT1G24290"	10592
"253534_at"	-0.82057832136983	11.8785119677313	-3.22681150864003	0.0139665316022043	0.0799640024714557	-3.54725576385582	"FALSE"	"ATR4,CYP83B1,RED1,RNT1,SUR2"	829277	"AT4G31500"	99307
"260172_s_at"	0.351976748183445	8.38688610263282	3.22622647382035	0.0139780526456165	0.0800098822701411	-3.54812261843102	"FALSE"	"NA"	NA	"NA"	NA
"262313_at"	-0.487892767411787	6.94816963327545	-3.22555178980556	0.0139913517225964	0.0800659138967444	-3.54912234625353	"FALSE"	"NA"	843429	"AT1G70900"	97893
"257889_at"	-0.378150950315757	4.15961789407988	-3.22485646679946	0.0140050717397191	0.080120797420043	-3.55015269973496	"FALSE"	"NA"	820965	"AT3G17080"	NA
"253409_at"	-0.312531501694924	9.43778140291297	-3.22470980084878	0.0140079675629606	0.080120797420043	-3.55037003999203	"FALSE"	"NA"	829433	"AT4G32960"	118955
"245192_at"	0.503190010758748	3.59348680354916	3.22400375268358	0.0140219169561423	0.080136949628946	-3.55141634082295	"FALSE"	"NA"	843103	"AT1G67780"	118413
"266842_at"	-0.30656400075277	9.39829925013588	-3.22387825996582	0.0140243978649915	0.080136949628946	-3.55160231465765	"FALSE"	"ftsh4"	817154	"AT2G26140"	117933
"265715_s_at"	-0.325897015445407	7.25810218464531	-3.22387066930978	0.0140245479422952	0.080136949628946	-3.55161356367034	"FALSE"	"NA"	NA	"NA"	NA
"248056_at"	-0.367694681261763	7.66879045826949	-3.22372059024174	0.0140275155553777	0.080136949628946	-3.55183597521077	"FALSE"	"ATXYLT,XYLT"	835643	"AT5G55500"	97989
"258782_at"	0.525424455361315	5.36467911281533	3.2235657687211	0.0140305776454937	0.080136949628946	-3.55206541703282	"FALSE"	"FOLB1"	820348	"AT3G11750"	112931
"250140_at"	-0.330391262471595	5.93263934386763	-3.223450323944	0.0140328613984049	0.080136949628946	-3.55223650487231	"FALSE"	"DMT7,DRM2"	831315	"AT5G14620"	93544
"259608_at"	-0.42770251734979	7.09813528961229	-3.22327902225606	0.0140362508546466	0.080136949628946	-3.5524903742462	"FALSE"	"ECT9"	839689	"AT1G27960"	NA
"261102_at"	-0.4038419614954	7.53240480285962	-3.22314529535411	0.0140388974448605	0.080136949628946	-3.55268855958011	"FALSE"	"NA"	842589	"AT1G62880"	118105
"255593_at"	-0.505644768369118	6.93961700851612	-3.22278098730072	0.0140461101670569	0.0801580617739724	-3.55322847797977	"FALSE"	"NA"	828138	"AT4G01650"	NA
"257325_at"	-0.784248268793485	8.04200865174943	-3.22215538860216	0.0140585052459711	0.0802087305304152	-3.55415566716582	"FALSE"	"NA"	NA	"NA"	NA
"248332_at"	-0.360503367948638	10.4056347026031	-3.22155250237304	0.0140704613504091	0.0802419288892725	-3.55504922817983	"FALSE"	"ATHS83,AtHsp90-1,ATHSP90.1,HSP81-1,HSP81.1,HSP83,HSP90.1"	835341	"AT5G52640"	74306
"253298_at"	-0.331388101028457	12.026491232728	-3.22147763657916	0.0140719468034399	0.0802419288892725	-3.55516019197071	"FALSE"	"NA"	829495	"AT4G33560"	NA
"258994_at"	-0.367935644964075	7.700585937081	-3.22132995244053	0.01407487757501	0.0802419288892725	-3.5553790863754	"FALSE"	"ATRAPTOR1B,RAPTOR1,RAPTOR1B"	820032	"AT3G08850"	80210
"253236_at"	-0.308185224472998	7.27522222073177	-3.22055908377378	0.0140901859217644	0.0802769458801077	-3.55652168419638	"FALSE"	"ARI1,ATARI1"	829587	"AT4G34370"	111871
"261874_at"	-0.438195916452937	7.09106781973087	-3.22053654850557	0.0140906337067494	0.0802769458801077	-3.55655508725656	"FALSE"	"ATERF3,ERF3"	841486	"AT1G50640"	95495
"258899_at"	-0.40616238614269	6.27336989771024	-3.22048903476345	0.0140915778739128	0.0802769458801077	-3.55662551498647	"FALSE"	"NA"	819735	"AT3G05675"	97513
"251432_at"	0.495541279105566	8.16003545106718	3.22001063045352	0.0141010882213534	0.0803110667488318	-3.55733464605144	"FALSE"	"AtLETM1,LETM1"	825151	"AT3G59820"	NA
"262048_at"	0.334845779956837	10.511127648943	3.21954069777355	0.0141104368184814	0.0803442495830154	-3.5580312399156	"FALSE"	"NA"	844363	"AT1G80230"	137497
"260857_at"	-0.437847709004068	7.65708493042701	-3.21907208308317	0.0141197657736569	0.0803773040422046	-3.55872589997377	"FALSE"	"LYM1,LYP2"	838790	"AT1G21880"	98345
"256706_at"	-0.34825966109667	8.91802397326363	-3.21864073999901	0.0141283585531881	0.0803856956286372	-3.55936532728654	"FALSE"	"NA"	822730	"AT3G30300"	95637
"264097_s_at"	0.363030259100094	9.64126236081601	3.21854131569019	0.0141303399736135	0.0803856956286372	-3.55951271726247	"FALSE"	"NA"	NA	"NA"	NA
"263391_at"	-1.30960452488018	5.69318405570569	-3.21846744447909	0.0141318123397999	0.0803856956286372	-3.55962222703561	"FALSE"	"ATMGD3,MGD3,MGDC"	815657	"AT2G11810"	97802
"260056_at"	-0.357741307102168	8.12060476568541	-3.21816522867405	0.014137837665705	0.0803999195100304	-3.56007024951748	"FALSE"	"NA"	844150	"AT1G78140"	97866
"266905_at"	0.3683682152783	8.56578338813273	3.2178830661897	0.0141434656564658	0.0804049199189699	-3.5604885512203	"FALSE"	"AtCCP1,CCP1"	818020	"AT2G34560"	41725
"266187_at"	0.351189489887487	8.30138918155818	3.21776772509249	0.0141457669283133	0.0804049199189699	-3.56065954475707	"FALSE"	"NA"	818482	"AT2G38970"	118829
"262114_at"	-0.447779019882659	7.9588850250693	-3.21750681122934	0.0141509741229724	0.080414479258844	-3.56104635480268	"FALSE"	"BAH1,NLA"	839559	"AT1G02860"	97523
"252273_at"	0.360648215203575	6.51021542700771	3.21720890239461	0.0141569221432932	0.0804282426123333	-3.56148801814546	"FALSE"	"AtWDR5a,WDR5a"	824128	"AT3G49660"	59931
"261166_s_at"	0.464550567769323	4.95512083313224	3.2167363338833	0.014166362868092	0.0804309353913291	-3.56218863878545	"FALSE"	"NA"	NA	"NA"	NA
"250455_at"	0.712469301612797	5.4987160641571	3.21666150036999	0.014167858467776	0.0804309353913291	-3.56229958730433	"FALSE"	"PROPEP4"	830859	"AT5G09980"	NA
"247756_at"	-0.49556236363243	4.69571251760678	-3.21647999775622	0.0141714866224006	0.0804309353913291	-3.56256868602952	"FALSE"	"NA"	836027	"AT5G59100"	119728
"261919_at"	0.308091633647066	11.3487492244164	3.21647929717726	0.0141715006285731	0.0804309353913291	-3.56256972472504	"FALSE"	"TPX1"	842910	"AT1G65980"	8076
"252176_at"	-0.512826562883133	5.08252028945808	-3.21533381632365	0.0141944211457683	0.0805409816753671	-3.56426810177232	"FALSE"	"NA"	824236	"AT3G50720"	118818
"256016_at"	0.447812490195924	8.21068118955445	3.21466886132313	0.0142077446909456	0.0805893682172538	-3.56525406880047	"FALSE"	"NA"	838507	"AT1G19240"	NA
"259874_at"	-0.383495293012902	7.60407946501703	-3.21443277721204	0.0142124782569009	0.0805893682172538	-3.56560413385436	"FALSE"	"NA"	843999	"AT1G76660"	91173
"258175_at"	0.42474549830487	7.74332016364891	3.21437943931457	0.0142135479323986	0.0805893682172538	-3.56568322387712	"FALSE"	"ATFKBP42,FKBP42,TWD1,UCU2"	821718	"AT3G21640"	99131
"254013_at"	0.438846583387004	5.68077550837349	3.21360821482222	0.0142290241983412	0.0806390869840746	-3.5668268326257	"FALSE"	"PIRL8"	828711	"AT4G26050"	95363
"247905_at"	0.675078710284463	4.21533304604677	3.21359012946724	0.0142293873349803	0.0806390869840746	-3.56685365110034	"FALSE"	"NA"	835846	"AT5G57400"	NA
"246244_at"	-0.401855571410937	5.58248401591745	-3.21275782456907	0.0142461099097546	0.0807138020470698	-3.56808789406761	"FALSE"	"NA"	829879	"AT4G37250"	98145
"249888_s_at"	0.327969155887203	9.21894953117267	3.2125030830196	0.014251232331855	0.0807227736502636	-3.56846566825086	"FALSE"	"NA"	NA	"NA"	NA
"262769_at"	0.300063489309419	7.84133181529889	3.2122845546627	0.0142556281315655	0.0807276260379864	-3.56878974397675	"FALSE"	"ARP3,ATARP3,DIS1"	837876	"AT1G13180"	4180
"247022_at"	-0.338190319552402	3.90017161764406	-3.21179077287573	0.0142655661029132	0.0807638527692851	-3.56952203399828	"FALSE"	"NA"	836840	"AT5G67050"	NA
"258480_at"	0.809106564917256	8.50937272947982	3.2114559412002	0.0142723092052646	0.0807639512679567	-3.57001860968714	"FALSE"	"NA"	821289	"AT3G02640"	70709
"260074_at"	0.741770399018503	8.20698673815421	3.21143828110903	0.0142726649522636	0.0807639512679567	-3.57004480095251	"FALSE"	"AtRABA6a,RABA6a"	843698	"AT1G73640"	118154
"253819_at"	0.649051042834216	5.88798799016401	3.21107933534554	0.014279897646552	0.0807848376284353	-3.57057715101279	"FALSE"	"LecRK-VII.2"	828950	"AT4G28350"	118942
"247378_at"	-0.315199179359618	6.81813255629937	-3.21088544432145	0.0142838061409116	0.0807869124905019	-3.57086471429021	"FALSE"	"NA"	836432	"AT5G63120"	6797
"256403_at"	-0.344740464432256	7.85474635770848	-3.21062986860098	0.0142889598291318	0.0807960271944714	-3.57124376839312	"FALSE"	"ATBPM2,BPM2"	819793	"AT3G06190"	78016
"254361_at"	0.324752405713749	11.0990564391144	3.21037989414767	0.0142940024840781	0.080804509705532	-3.57161452069485	"FALSE"	"NA"	828313	"AT4G22212"	NA
"247509_at"	0.357423918498409	6.52219170594852	3.21008326245404	0.0142999888004055	0.080818321243124	-3.57205448043388	"FALSE"	"AT-HSFB2A,HSFB2A"	836322	"AT5G62020"	98473
"247624_at"	0.319039014622224	9.54281761694429	3.208770608531	0.0143265115119335	0.0809481614038158	-3.57400148368109	"FALSE"	"NA"	836138	"AT5G60160"	6110
"257090_at"	-0.403685203581414	4.82842087789881	-3.20818854373423	0.0143382891361452	0.0809946446744605	-3.57486488464562	"FALSE"	"NA"	821599	"AT3G20530"	92052
"254447_at"	1.48621938309117	6.64468876047791	3.20775486564332	0.0143470709767133	0.0809953168545477	-3.57550819706913	"FALSE"	"NA"	827834	"AT4G20860"	118018
"245271_at"	0.411521384060165	7.29930976600174	3.20771868628569	0.0143478038558438	0.0809953168545477	-3.575561865814	"FALSE"	"JAM3"	827337	"AT4G16430"	NA
"265740_at"	-0.478754852401075	6.7107150380659	-3.20765664359734	0.0143490607369236	0.0809953168545477	-3.57565390069952	"FALSE"	"RHA2B"	814644	"AT2G01150"	118133
"265468_at"	0.448948186864848	4.90998761332734	3.20742020665371	0.014353851629115	0.0810023146116064	-3.57600463730841	"FALSE"	"LOG3"	818298	"AT2G37210"	135075
"264967_at"	0.322925197649456	11.8305781068527	3.20704938873689	0.0143613688981977	0.0810246907167672	-3.5765547281197	"FALSE"	"NA"	843045	"AT1G67250"	111961
"257184_at"	0.690139474390524	5.72498534949319	3.20680676304158	0.0143662897073539	0.0810274808844901	-3.57691465847098	"FALSE"	"ABCC6,ATMRP8,MRP8"	820497	"AT3G13090"	74563
"264996_at"	-0.354015534995249	9.07685388477877	-3.20667474398083	0.014368968004286	0.0810274808844901	-3.57711050830057	"FALSE"	"CRWN1,LINC1"	843043	"AT1G67230"	130833
"252269_at"	0.546353675365762	4.96820820802682	3.20635537136155	0.0143754493799433	0.0810439941563286	-3.57758430291502	"FALSE"	"LSU1"	824120	"AT3G49580"	118803
"249787_at"	-0.475046426664669	8.37488834781787	-3.20610978917688	0.0143804353640225	0.0810520708310733	-3.57794863435962	"FALSE"	"NA"	832502	"AT5G24320"	93557
"265639_at"	-0.304514176970124	3.90008657889136	-3.20540747822518	0.0143947043490195	0.0811124521247861	-3.57899057163685	"FALSE"	"NA"	NA	"NA"	NA
"259734_at"	0.415768764546673	4.9098310397323	3.20491761460168	0.0144046659286356	0.0811485378691476	-3.57971735141245	"FALSE"	"NA"	844086	"AT1G77500"	92415
"250376_at"	-0.379979434614822	4.84028186132803	-3.20449191437672	0.0144133286819713	0.0811772906754976	-3.58034895330648	"FALSE"	"NA"	831027	"AT5G11550"	NA
"262984_at"	-0.333674556923462	9.39711433936701	-3.20279730742147	0.0144478679996867	0.0813517326765868	-3.58286336309293	"FALSE"	"NA"	841888	"AT1G54460"	94619
"256385_at"	0.361913307612753	11.7193823323469	3.20257776116198	0.0144523492166828	0.0813568819428763	-3.58318913823527	"FALSE"	"RPL10C,SAG24"	842976	"AT1G66580"	68830
"250966_at"	-0.319983015952145	6.66943198961035	-3.20225892430294	0.0144588597165164	0.0813734493298148	-3.58366225397802	"FALSE"	"NA"	831746	"AT5G02910"	58056
"254620_at"	0.39761797226976	9.08803810094998	3.19906854381501	0.0145241780581989	0.0817045516431056	-3.58839689170908	"FALSE"	"NA"	827591	"AT4G18590"	91445
"255623_at"	-0.424611749669808	8.56222366741497	-3.1988964326727	0.0145277107018154	0.0817045516431056	-3.58865233628655	"FALSE"	"NA"	827947	"AT4G01310"	93583
"259194_at"	-0.454615703869603	11.5066527387132	-3.1988610239775	0.0145284375916018	0.0817045516431056	-3.58870488962388	"FALSE"	"ATDRH1,DRH1"	821116	"AT3G01540"	135576
"263902_at"	0.335320481242811	6.83299431250217	3.19848760678066	0.0145361056699844	0.0817116919685026	-3.58925911953738	"FALSE"	"APG10,HISN3"	818195	"AT2G36230"	6185
"249691_at"	-0.373010697030241	7.35514844473103	-3.19845030906164	0.0145368718109682	0.0817116919685026	-3.58931447789727	"FALSE"	"ATPRFB,HCF109"	833614	"AT5G36170"	65113
"247612_at"	0.557720650381272	7.8265427407926	3.19774422664848	0.014551383726328	0.0817278781543357	-3.59036248907228	"FALSE"	"NA"	836194	"AT5G60730"	118708
"265375_at"	0.333426940791012	10.5834136969632	3.19760988731396	0.014554146511573	0.0817278781543357	-3.59056188878813	"FALSE"	"VPS2.1"	815211	"AT2G06530"	6382
"258898_at"	0.38688970883651	6.13575091153978	3.19751650968673	0.0145560672188337	0.0817278781543357	-3.59070049002564	"FALSE"	"RECQI1"	819743	"AT3G05740"	135574
"264023_at"	0.327378869374876	7.14151524947381	3.19745472870737	0.0145573381552755	0.0817278781543357	-3.59079219250113	"FALSE"	"NA"	816656	"AT2G21195"	NA
"259511_at"	1.94976765734664	8.67968046650566	3.19743877696955	0.0145576663279731	0.0817278781543357	-3.59081586997001	"FALSE"	"ATCCS,CCS"	837808	"AT1G12520"	3762
"263846_at"	-0.477192211522242	6.00287185084045	-3.19689735987223	0.0145688094927432	0.0817703111539058	-3.59161951897099	"FALSE"	"ATSIG6,SIG6,SIGF,SOLDAT8"	818273	"AT2G36990"	97757
