Affymetrix-ID,1G_Flight,1G_Flight,Flight,Flight,Ground,Ground,Ensembl-ID,CG_1G_Flight_mean,CG_Flight_mean,CG_Ground_mean,CG_1G_FL_vs_FL_P-Value,CG_FL_v_GC_P-Value,CG_1G_FL_vs_GC_P-Value
265726_at,3.839746703,3.8592178,3.829410321,3.670557747,3.306290088,3.337328277,AT2G32010,3.849482252,3.749984034,3.321809183,0.339702061,0.0339168,0.0012032
265725_at,4.666774086,4.967659589,4.888281945,4.664981742,5.105690761,4.898480278,AT2G32030,4.817216838,4.776631844,5.00208552,0.848585247,0.276964635,0.418037465
265724_at,3.730950189,3.653007007,3.204256021,3.647512215,3.439408835,3.580609805,AT2G32100,3.691978598,3.425884118,3.51000932,0.358541878,0.75223399,0.152661425
265723_at,2.808581781,3.090674853,2.902605039,2.997308574,3.087526285,3.0793678,AT2G32140,2.949628317,2.949956807,3.083447043,0.998438819,0.106829995,0.443045216
265722_at,4.581495716,4.545084778,4.487615244,4.33740625,4.42107722,4.632969527,AT2G40100,4.563290247,4.412510747,4.527023374,0.190324772,0.470912089,0.767955096
265721_at,7.339895697,7.545282444,7.290081303,7.594634659,7.672306971,7.763114861,AT2G40090,7.442589071,7.442357981,7.717710916,0.999110327,0.225260008,0.133906874
265720_at,6.807334998,6.185945037,7.274618195,7.072605812,7.424741707,6.886591203,AT2G40110,6.496640018,7.173612004,7.155666455,0.174030192,0.955891834,0.25003133
265719_at,4.201722012,4.671407439,4.211727721,4.163134019,4.106986577,4.454488785,AT2G03500,4.436564726,4.18743087,4.280737681,0.401974436,0.648000883,0.647087894
265718_at,6.051582981,5.970556259,6.16226317,5.954047574,5.665867471,5.740682286,AT2G03340,6.01106962,6.058155372,5.703274879,0.714377807,0.084969435,0.030628545
265717_at,10.4789907,10.7090779,10.46020114,10.55836432,10.88347253,10.78331759,AT2G03510,10.5940343,10.50928273,10.83339506,0.567902637,0.043755464,0.196663518
265716_at,7.477797626,7.521502313,7.402130713,7.620728308,7.271113087,7.469350008,AT2G03350,7.49964997,7.511429511,7.370231548,0.925479163,0.439577022,0.330373425
265715_s_at,7.316002045,7.298240271,7.415094771,7.443336626,6.919228181,7.028085629,AT1G13860 /// AT2G03480,7.307121158,7.429215699,6.973656905,0.018160084,0.014895955,0.026277441
265714_at,4.16001267,4.468853516,4.081106284,4.519347513,4.408432529,4.59290776,AT2G03520,4.314433093,4.300226899,4.500670145,0.962553096,0.487926086,0.409265581
265713_at,6.396398206,6.240760238,6.910496049,6.78144857,5.921203222,6.037218575,AT2G03530,6.318579222,6.84597231,5.979210899,0.034832138,0.00987242,0.072958688
265712_s_at,9.372807264,9.263661883,9.147914622,9.127281022,8.96425343,8.976949692,AT2G03330 /// AT3G11810,9.318234574,9.137597822,8.970601561,0.082942432,0.005220467,0.02407885
265711_at,3.412724966,3.379871776,3.3085583,3.208020132,4.136715512,3.917724915,AT2G03360,3.396298371,3.258289216,4.027220214,0.120803029,0.023682822,0.029443443
265710_at,4.053049352,4.268366927,3.970786541,4.015887603,3.991516352,4.109315872,AT2G03370,4.16070814,3.993337072,4.050416112,0.267513605,0.460976921,0.463637343
265709_at,3.318048374,3.421486032,3.222341595,3.348326835,3.323689349,3.429024708,AT2G03540,3.369767203,3.285334215,3.376357029,0.409064357,0.3830778,0.936998919
265708_at,4.560747761,4.536934773,4.427437151,4.382327337,4.607481964,4.364470291,AT2G03380,4.548841267,4.404882244,4.485976128,0.029983358,0.579100653,0.657870859
265707_at,7.804597861,7.541310664,7.478729473,7.365069378,7.661298276,7.974666862,AT2G03390,7.672954263,7.421899426,7.817982569,0.22206501,0.140655921,0.551991571
265706_at,4.005989524,3.967127555,3.910157886,3.871090494,4.16492822,3.958497965,AT2G03390,3.98655854,3.89062419,4.061713093,0.073504755,0.24492769,0.548522016
265705_at,4.522063392,4.545660894,4.609934645,4.58277314,4.578982466,4.469656687,AT2G03410,4.533862143,4.596353893,4.524319577,0.073816451,0.329263817,0.880207192
265704_at,4.941460825,4.755696695,4.560065214,4.489428469,4.337039554,4.486379677,AT2G03420,4.84857876,4.524746842,4.411709616,0.082655048,0.304612416,0.067021521
265703_at,8.602853818,8.880679341,8.508349838,8.688585944,8.534632234,8.876224444,AT2G03430,8.74176658,8.598467891,8.705428339,0.478035017,0.63532235,0.884073417
265702_at,7.749910149,7.538846317,7.56245339,7.540693623,7.777482129,7.735414436,AT2G03450,7.644378233,7.551573507,7.756448283,0.473950808,0.013098693,0.407016124
265701_at,4.016795017,4.323370144,4.088553129,4.083517806,4.154914589,4.271488988,AT2G03460,4.170082581,4.086035468,4.213201789,0.63855551,0.161102408,0.817213064
265700_at,8.838329568,8.615955296,8.670559057,8.631940036,8.69978779,8.605658915,AT2G03470,8.727142432,8.651249547,8.652723353,0.570551707,0.979518634,0.600459914
265699_at,3.475861654,3.449917372,3.380857139,3.237066137,3.206056551,3.175649947,AT2G03550,3.462889513,3.308961638,3.190853249,0.169693496,0.249250741,0.005353947
265698_at,7.088033799,6.853575288,7.815785033,7.495463063,9.106974151,8.900417756,AT2G32160,6.970804544,7.655624048,9.003695954,0.07470867,0.019404781,0.005854585
265697_at,9.611729431,9.499296206,9.291789307,9.372325438,9.36130583,9.399507792,AT2G32170,9.555512819,9.332057373,9.380406811,0.08389108,0.391356369,0.098306741
265696_at,4.000033385,3.90099977,4.087363649,4.301561938,4.163478891,4.081872345,---,3.950516578,4.194462794,4.122675618,0.174622563,0.595034115,0.115355979
265695_at,7.93997179,7.855435144,8.076525297,8.46430828,8.546019599,8.703151563,AT2G24490,7.897703467,8.270416789,8.624585581,0.201142386,0.232545704,0.014732023
265694_at,5.679316023,5.64430409,5.988596846,5.966391048,5.891074812,6.067003231,AT2G24440,5.661810057,5.977493947,5.979039022,0.004284459,0.987678511,0.071470999
265693_at,3.356447846,3.327451246,3.104693944,3.164098853,3.020917334,3.357557553,---,3.341949546,3.134396399,3.189237444,0.024433715,0.778743202,0.461441702
265692_at,2.65790696,2.678858743,2.743495224,2.800413342,2.781714389,2.720193103,AT2G24340,2.668382852,2.771954283,2.750953746,0.076078391,0.66599659,0.126215601
265691_at,7.219718147,7.337910818,7.162370059,7.26371061,7.316870796,7.402359291,AT2G24330,7.278814483,7.213040335,7.359615044,0.487108145,0.157578221,0.383320861
265690_at,3.323140678,3.243035044,3.119137122,3.245228997,3.247037692,3.249384192,AT2G24320,3.283087861,3.18218306,3.248210942,0.309256988,0.404937194,0.475852533
265689_at,5.150723846,5.598253686,5.077083159,5.307928544,5.028536066,5.586515943,AT2G24310,5.374488766,5.192505852,5.307526005,0.544906245,0.739894008,0.868749977
265688_at,4.613294453,4.607729833,4.63082206,4.583421211,4.629431421,4.833934525,AT2G24300,4.610512143,4.607121636,4.731682973,0.900036697,0.357193903,0.357873552
265687_s_at,2.762967701,2.887373049,2.857958894,2.815365071,2.808066699,2.714586427,AT2G24470 /// AT4G36120,2.825170375,2.836661983,2.761326563,0.87734228,0.280126803,0.498142452
265686_at,2.918225722,2.909896369,2.693807603,3.054303084,3.2537245,3.204390229,AT2G24460,2.914061046,2.874055344,3.229057365,0.844996927,0.190290134,0.006248098
265685_at,4.960746742,5.377031289,4.882900844,4.910159083,4.944094772,5.005383884,AT2G24430,5.168889016,4.896529964,4.974739328,0.321635931,0.144953462,0.45351926
265684_at,2.735954796,2.650677826,2.606832297,2.640476095,2.614931929,2.738400569,AT2G24410,2.693316311,2.623654196,2.676666249,0.267923985,0.494515047,0.844976851
265683_at,3.647955597,3.833349252,3.406412306,3.588201747,3.704357201,3.813508538,AT2G24400,3.740652425,3.497307027,3.75893287,0.20172172,0.132379237,0.880692074
265682_at,5.154015981,4.919217809,5.613081433,5.172640091,5.097808605,5.273352883,AT2G24390,5.036616895,5.392860762,5.185580744,0.289596476,0.474130744,0.416447907
265681_at,2.761283304,3.195576741,2.92190903,3.091895032,2.845432438,3.000847195,AT2G24370,2.978430023,3.006902031,2.923139817,0.913982896,0.542635216,0.832867233
265680_at,6.582836816,7.17297177,5.998868753,6.238059846,10.196087,10.11659516,AT2G32150,6.877904293,6.1184643,10.15634108,0.139819479,0.00097272,0.008146779
265679_at,9.693360313,9.503706722,9.689256992,9.634380016,9.329340216,9.152467668,AT2G32235 /// AT2G32240,9.598533518,9.661818504,9.240903942,0.587130106,0.045141932,0.110156952
265678_at,6.892968588,6.782816631,6.782167422,6.963929686,6.976296889,7.036705328,AT2G31970,6.83789261,6.873048554,7.006501109,0.772220373,0.298132529,0.115280315
265677_at,9.26794678,9.048187423,9.104467708,8.988774734,9.089384366,8.877458299,AT2G32080,9.158067102,9.046621221,8.983421333,0.464175893,0.652847347,0.37104723
265676_at,9.43306177,9.38007537,9.46398826,9.605185422,9.557513474,9.619286179,AT2G32070,9.40656857,9.534586841,9.588399827,0.231655204,0.557242312,0.046608872
265675_at,8.548431427,8.301039632,7.832117484,7.778098263,8.156272405,8.158369517,AT2G32120,8.42473553,7.805107874,8.157320961,0.03930674,0.005837993,0.163160434
265674_at,7.018296332,7.791613224,7.296345759,6.84180682,9.18681871,8.789077527,AT2G32190,7.404954778,7.06907629,8.987948119,0.532022294,0.023885096,0.067855518
265673_at,8.442343045,8.40976854,8.649289893,8.507883205,7.876192545,7.944133822,AT2G32090,8.426055793,8.578586549,7.910163184,0.17026972,0.013493398,0.005290443
265672_at,5.449383839,5.61823274,5.410716386,5.152183359,4.421857306,4.657750348,AT2G31980,5.53380829,5.281449873,4.539803827,0.243769246,0.051415255,0.02063659
265671_at,11.58073166,11.6624717,11.56930598,11.73367883,11.65685559,11.86507857,AT2G32060,11.62160168,11.65149241,11.76096708,0.775602426,0.495954179,0.338912467
265670_s_at,8.624698383,9.357358489,8.919641416,8.619937852,10.29483875,10.09544992,AT2G32190 /// AT2G32210,8.991028436,8.769789634,10.19514434,0.632417167,0.015573541,0.086681284
265669_at,7.151720198,7.102447091,7.124321095,7.176897514,7.028999076,7.188228134,AT2G32040,7.127083645,7.150609305,7.108613605,0.580801329,0.666140163,0.845177267
265668_at,4.813344753,4.94555002,4.804093125,5.052620332,4.737445184,4.518618185,AT2G32020,4.879447387,4.928356729,4.628031685,0.761386972,0.211363939,0.188100794
265667_at,7.340353932,7.505894041,7.186283486,7.276029672,6.93130797,7.437233288,AT2G27470,7.423123987,7.231156579,7.184270629,0.17830813,0.872015538,0.464207708
265666_at,3.064926657,2.955305521,3.062971563,2.957808725,2.944717002,2.938416919,AT2G27440,3.010116089,3.010390144,2.941566961,0.997448645,0.321406566,0.338152036
265665_at,2.93885456,2.869611921,2.939551117,2.927658634,2.729992711,3.190168567,AT2G27420,2.904233241,2.933604876,2.960080639,0.491065766,0.918929512,0.832673017
265664_at,9.312914684,9.281147158,8.901039042,8.905031126,8.396659547,8.674673938,AT2G24420,9.297030921,8.903035084,8.535666743,0.001646851,0.118321964,0.032149757
265663_at,7.585639421,7.575060699,7.496530503,7.663697613,7.191934011,7.448978205,AT2G24290,7.58035006,7.580114058,7.320456108,0.998007441,0.232407598,0.180747033
265662_at,8.545672018,8.767586971,8.434030311,8.64887709,8.831631017,8.893345278,AT2G24500,8.656629495,8.541453701,8.862488148,0.533545072,0.102846175,0.215770774
265661_at,9.931574065,9.837071447,10.14748917,9.79303455,9.839521417,9.760462267,AT2G24360,9.884322756,9.97026186,9.799991842,0.685501978,0.447385208,0.30450357
265660_at,3.38924867,3.312347593,3.245899836,3.484330747,3.311104452,3.304519852,AT2G25470,3.350798132,3.365115292,3.307812152,0.919442497,0.678305577,0.381247541
265659_at,2.703841071,2.784997833,2.849230414,2.790290125,2.787799945,2.720893407,AT2G25440,2.744419452,2.81976027,2.754346676,0.271871491,0.280001519,0.867695828
265658_at,4.982648482,5.071496566,5.18838632,5.377397525,5.120952513,5.13058033,AT2G13810,5.027072524,5.282891923,5.125766422,0.133950216,0.238701123,0.15784009
265657_at,8.43274633,8.383225467,8.595798044,8.590233481,8.715317235,8.678875959,AT2G13840,8.407985899,8.593015763,8.697096597,0.017654731,0.029959229,0.011118483
265656_at,6.722558597,7.231306778,7.675180832,8.14799204,8.089017301,8.488821099,AT2G13820,6.976932688,7.911586436,8.2889192,0.114764035,0.347168087,0.055768599
265655_at,3.443618361,3.621125291,3.28108184,3.496758468,3.527393095,3.410155078,AT2G13920,3.532371826,3.388920154,3.468774087,0.412354396,0.582066809,0.610579561
265654_s_at,3.711847525,3.757168591,3.554966387,3.608486479,3.551995962,3.858180759,AT1G52850 /// AT2G13870,3.734508058,3.581726433,3.705088361,0.048849409,0.510549194,0.866778349
265653_at,2.521213282,2.457814222,2.578565826,2.61489253,2.698560422,2.645351192,AT2G13890,2.489513752,2.596729178,2.671955807,0.099147163,0.144625539,0.047795585
265652_x_at,3.33440761,3.641081737,3.311639502,3.454952436,3.452845705,3.407984158,AT2G13890,3.487744674,3.383295969,3.430414932,0.600055034,0.594401056,0.746926139
265651_at,3.121912364,3.079909247,2.943804917,2.98880248,2.973568874,3.066935275,AT2G13900,3.100910806,2.966303699,3.020252075,0.04850734,0.407177169,0.255790488
265650_at,7.84285584,7.996767705,7.774424178,8.015460475,7.925400878,8.087218315,AT2G27460,7.919811773,7.894942327,8.006309597,0.877938585,0.523149048,0.51959549
265649_at,11.5047338,11.54571321,11.42712997,11.44975757,11.79463448,11.65225131,AT2G27510,11.52522351,11.43844377,11.7234429,0.065662107,0.058423698,0.115893942
265648_at,7.128810224,6.647938991,7.13479412,6.863278137,8.045808344,7.188778848,AT2G27500,6.888374608,6.999036129,7.617293596,0.727342865,0.302794629,0.276198738
265647_at,4.500752207,4.536561726,4.363717211,4.473945457,4.382107427,4.547635081,AT2G27410,4.518656967,4.418831334,4.464871254,0.227096702,0.688852045,0.590289747
265646_at,5.456633895,5.457668201,5.70985984,5.519908437,5.94674526,5.433297624,AT2G27360,5.457151048,5.614884139,5.690021442,0.238644056,0.809458516,0.460107676
265645_at,4.699945382,5.028244192,4.647687345,4.701163805,4.72040206,4.638281128,AT2G27370,4.864094787,4.674425575,4.679341594,0.372267034,0.929234458,0.388876446
265644_at,4.987525811,5.054788788,5.000430344,4.834930758,4.933316669,4.718210459,AT2G27380,5.0211573,4.917680551,4.825763564,0.366312929,0.568036806,0.225068473
265643_at,4.421486779,4.389220173,4.290922799,4.264971337,7.180126797,6.759194528,AT2G27390,4.405353476,4.277947068,6.969660663,0.025405254,0.006081053,0.006707827
265642_at,8.525351433,8.30236927,8.471225804,8.614492018,8.673684609,8.744877057,AT2G27450,8.413860352,8.542858911,8.709280833,0.433014471,0.17297178,0.127592184
265641_at,7.742972535,7.76246638,7.956311538,8.0394373,7.735445624,7.870482809,AT2G27330,7.752719458,7.997874419,7.802964217,0.029010492,0.133196809,0.538086603
265640_at,3.769522386,4.026567833,3.987595477,3.771384501,3.795874674,3.858292752,AT2G27395,3.89804511,3.879489989,3.827083713,0.922112944,0.687192312,0.645280396
265639_at,4.058072206,4.113687795,3.699085665,3.76751415,3.807100198,3.730732446,AT2G27375,4.085880001,3.733299908,3.768916322,0.015279606,0.559106024,0.021495811
265638_at,5.845319847,5.716429433,5.734771453,5.992075408,5.595739425,5.840514239,---,5.78087464,5.863423431,5.718126832,0.624091545,0.499188957,0.694552111
265637_at,7.35177741,7.581274406,7.559695624,7.328270766,8.050215386,7.955148319,AT2G27490,7.466525908,7.443983195,8.002681853,0.902649689,0.04665289,0.049698213
265636_at,6.397998206,6.215137393,6.382874024,6.396892187,6.202707072,6.452874836,AT2G27480,6.3065678,6.389883106,6.327790954,0.459478275,0.669262089,0.903592263
265635_at,2.680550224,2.989374579,2.872763191,2.954393633,2.862181146,2.816317006,AT2G25360,2.834962402,2.913578412,2.839249076,0.671285587,0.253277824,0.980586457
265634_at,5.658533433,5.988139634,5.565568332,5.608510143,5.439662877,5.521079403,AT2G25530,5.823336534,5.587039238,5.48037114,0.291004173,0.146365835,0.180763572
265633_at,9.854712407,9.701748334,9.546522979,9.442237112,9.124502956,8.87415317,AT2G25490,9.778230371,9.494380046,8.999328063,0.091918519,0.067518035,0.033686391
265632_at,5.871617382,6.099905875,5.962007491,6.090347271,5.758745863,5.834009414,AT2G14290,5.985761629,6.026177381,5.796377639,0.786773392,0.090753882,0.255779097
265631_at,2.552126561,2.479393584,2.583767799,2.422403762,2.515618115,2.655830554,AT2G14300,2.515760073,2.503085781,2.585724335,0.899247968,0.520305349,0.469141487
265630_at,7.385268209,7.378346193,7.19072596,7.071004732,7.345967715,7.34522832,AT2G27350,7.381807201,7.130865346,7.345598018,0.052626972,0.06968863,0.009114351
265629_at,7.353364238,7.285028677,7.212115447,7.189892813,6.903931405,6.595474211,AT2G27228 /// AT2G27230,7.319196458,7.20100413,6.749702808,0.081298905,0.100080026,0.069065522
265628_at,7.52008256,7.320915206,7.299849665,7.253270934,7.264794304,7.402066686,AT2G27290,7.420498883,7.2765603,7.333430495,0.294596006,0.514848099,0.546350035
265627_at,7.125096291,7.085007191,7.53952159,7.612296688,7.965012331,7.92596264,AT2G27285,7.105051741,7.575909139,7.945487486,0.007694598,0.012255738,0.001106709
265626_at,8.773804244,9.124167001,8.858004301,8.947198021,9.287873869,9.318152697,AT2G27260,8.948985623,8.902601161,9.303013283,0.821474467,0.013553863,0.181689935
265625_at,3.306290088,3.434494337,3.589193635,3.405954036,3.360463654,3.440390429,AT2G27240,3.370392213,3.497573836,3.400427042,0.373281955,0.433621193,0.729343458
265624_at,3.730883354,3.589247198,3.490151221,3.488811327,3.365768935,3.492045548,AT2G27250,3.660065276,3.489481274,3.428907242,0.137652583,0.438623809,0.135138848
265623_at,3.852468265,3.9467783,3.586684311,3.544697457,3.649734177,3.916690418,AT2G27270,3.899623283,3.565690884,3.783212298,0.023069344,0.248718452,0.497328935
265622_at,3.314259651,3.41153705,3.474773261,3.357394099,3.340696096,3.35983591,AT2G27280,3.362898351,3.41608368,3.350266003,0.557541984,0.383670896,0.822662427
265621_at,3.43780679,3.624257895,3.602306318,3.525858641,3.39580699,3.649699864,AT2G27300,3.531032343,3.56408248,3.522753427,0.774055133,0.784735788,0.962857017
265620_at,6.055234052,5.789797667,6.113188808,5.608023197,6.940427683,7.245780488,AT2G27310,5.92251586,5.860606003,7.093104086,0.84834814,0.052839839,0.028591005
265619_at,4.885733793,5.090207379,4.575662137,4.628446461,4.640507307,4.850303275,AT2G27320,4.987970586,4.602054299,4.745405291,0.067381131,0.316210571,0.239565452
265618_at,3.095587784,3.382926457,3.100623709,3.354130744,3.485535586,3.245834284,AT2G25460,3.239257121,3.227377227,3.365684935,0.956196974,0.510978722,0.568869956
265617_at,9.88508023,9.881281515,9.855229538,9.92721339,9.938295681,9.791374593,AT2G25520,9.883180873,9.891221464,9.864835137,0.844178788,0.777629107,0.826157013
265616_at,3.011392411,3.148877234,2.931275646,2.878907784,2.986317819,3.007774592,AT2G25500,3.080134823,2.905091715,2.997046206,0.140356878,0.083065621,0.354814785
265615_at,6.743305665,6.309385898,6.970719685,6.374375456,8.83307405,8.554966544,AT2G25450,6.526345782,6.672547571,8.694020297,0.730056151,0.025480723,0.013840115
265614_at,8.144003397,8.447234396,8.115214609,8.552679919,8.62036395,8.943169551,AT2G25355,8.295618897,8.333947264,8.781766751,0.898689919,0.241236694,0.159331335
265613_at,7.816199234,7.721259434,7.667928586,7.634315957,7.532733388,7.455756935,AT2G25560,7.768729334,7.651122272,7.494245162,0.144604836,0.064782081,0.046165095
265612_at,4.163670121,4.257286309,3.742756644,4.080669158,4.056965751,4.098803955,AT2G25390 /// AT2G25409,4.210478215,3.911712901,4.077884853,0.230474672,0.43197215,0.122613947
265611_at,4.26847289,4.038271746,5.77741458,6.032149608,7.947238177,7.413791072,AT2G25510,4.153372318,5.904782094,7.680514625,0.009471298,0.026605472,0.006715081
265610_at,8.224034365,8.175137493,7.990288396,8.101836198,7.870857996,7.782646259,AT2G25430,8.199585929,8.046062297,7.826752128,0.127853226,0.091000863,0.017807476
265609_at,5.809678098,6.084248869,5.989810277,6.026972224,5.694651905,5.664720474,AT2G25420,5.946963484,6.008391251,5.67968619,0.700826919,0.00522704,0.192584451
265608_at,3.917580979,3.77025439,3.944858243,3.706071217,3.663342319,3.834813375,AT2G25380,3.843917685,3.82546473,3.749077847,0.90739042,0.655080184,0.489756659
265607_at,3.883247525,4.066925255,3.785688907,3.778881191,3.830372039,3.846758409,AT2G25370,3.97508639,3.782285049,3.838565224,0.170808535,0.023961421,0.276855966
265606_s_at,3.277536183,3.58686263,3.440770006,3.275189684,3.11731201,3.271669655,AT2G25550 /// AT2G31520 /// AT3G09510,3.432199407,3.357979845,3.194490833,0.713389681,0.285455444,0.302844251
265605_at,5.516786377,5.626427482,5.153397569,5.455538006,5.434545496,5.138564055,AT2G25540,5.57160693,5.304467788,5.286554776,0.238354966,0.940212786,0.212634677
265604_s_at,3.117628262,2.983870244,3.036753976,3.02055437,3.208172236,3.068708273,AT2G14350 /// AT3G33225 /// AT3G35707,3.050749253,3.028654173,3.138440255,0.774080943,0.258291809,0.459894105
265603_at,3.001952826,3.079477009,2.925802228,2.979009263,2.758778726,2.973163035,---,3.040714918,2.952405746,2.865970881,0.201108287,0.515805606,0.264981554
265602_at,3.928175964,4.108665822,3.860251919,3.740147216,3.857437015,3.832758617,AT2G14380,4.018420893,3.800199568,3.845097816,0.181729288,0.540150095,0.197386471
265601_at,4.069100634,4.161732227,4.09230844,3.892773421,3.75637111,4.079173644,AT2G14390,4.115416431,3.992540931,3.917772377,0.380142022,0.731593399,0.360285499
265600_at,2.884427783,2.735920783,2.907205023,2.838034078,2.696594435,2.704267072,AT2G14230,2.810174283,2.872619551,2.700430754,0.525496351,0.038497331,0.277944361
265599_at,5.851872037,5.866417869,5.639728397,5.621732795,5.504337774,5.784633497,---,5.859144953,5.630730596,5.644485636,0.002555776,0.930907952,0.265740025
265598_at,2.498200267,2.590013435,2.626684931,2.51554893,2.420869192,2.526521522,---,2.544106851,2.571116931,2.473695357,0.743862076,0.331658541,0.420315891
265597_at,4.985334227,4.550184551,4.939975278,4.639022443,5.068921459,4.630015044,AT2G20142,4.767759389,4.789498861,4.849468252,0.941989189,0.842622276,0.816221344
265596_at,5.607758438,5.544000642,5.339126537,5.488541922,5.590282082,5.735087318,AT2G20020,5.57587954,5.41383423,5.6626847,0.184183179,0.139195249,0.386990339
265595_at,8.434387721,8.32399621,8.2542733,8.408720455,8.477404707,8.519460802,AT2G20140,8.379191966,8.331496878,8.498432755,0.665204265,0.172315069,0.180971043
265594_at,9.865926003,9.953785669,9.793577243,9.872413948,9.895156332,10.10537179,AT2G20060,9.909855836,9.832995596,10.00026406,0.322620579,0.274673937,0.51061703
265593_s_at,8.574400627,8.672023814,8.531477706,8.594613901,8.587637906,8.651881299,AT2G20120 /// AT2G20130,8.623212221,8.563045804,8.619759603,0.409401294,0.334991146,0.958255507
265592_at,4.789600367,4.667889353,4.73372763,4.973830903,4.693445542,4.69348323,AT2G20110,4.72874486,4.853779267,4.693464386,0.450975663,0.313448058,0.620694836
265591_at,4.515501671,4.738568633,4.616291506,4.551127116,4.362690013,4.601445289,AT2G20150,4.627035152,4.583709311,4.482067651,0.74505283,0.497759689,0.468512825
265590_at,3.624964609,3.70984231,3.470099083,3.231841855,3.56544592,3.500677876,AT2G20160,3.66740346,3.350970469,3.533061898,0.129426672,0.278176077,0.12822576
265589_at,2.971496077,3.232335192,2.98574335,2.958365455,2.958365455,3.03804555,AT2G20170,3.101915635,2.972054403,2.998205503,0.426409531,0.598061126,0.526377374
265588_at,7.870714704,7.292572966,8.846207053,9.278872878,8.887292026,9.234030148,AT2G19970,7.581643835,9.062539966,9.060661087,0.054618629,0.99520777,0.048214719
265587_at,4.124675066,4.40644224,4.378430322,4.257760677,4.33853502,4.579798258,AT2G19980,4.265558653,4.3180955,4.459166639,0.764427878,0.405380105,0.406133934
265586_at,8.892191498,9.080677069,9.387003873,9.687349511,9.9837924,10.44732065,AT2G19990,8.986434284,9.537176692,10.21555653,0.089880068,0.133362279,0.039024814
265585_at,6.685482108,6.688286486,6.434748941,6.635514491,6.438069599,6.681956922,AT2G20000,6.686884297,6.535131716,6.560013261,0.26976325,0.889292837,0.407433846
265584_at,3.6738737,3.748335273,3.944773013,3.773059739,3.642235547,3.874912703,AT2G20180,3.711104487,3.858916376,3.758574125,0.254987795,0.55946415,0.735029508
265583_at,7.66945686,7.8490795,7.795326079,7.325747867,7.998517617,7.540665806,AT2G20010,7.75926818,7.560536973,7.769591712,0.512054227,0.589036587,0.970328414
265582_at,3.1506871,3.443282295,3.348171353,3.053887607,3.251884623,3.120630015,AT2G20030,3.296984698,3.20102948,3.186257319,0.689194759,0.935302824,0.561214685
265581_at,7.432610951,7.444788191,7.438803501,7.376180928,7.03909021,7.009004161,AT2G20050,7.438699571,7.407492215,7.024047186,0.431071362,0.008107418,0.00152824
265580_at,5.781894268,5.983486437,5.592289857,5.915942414,5.721574226,5.629092512,AT2G20050,5.882690353,5.754116136,5.675333369,0.56956566,0.685769227,0.202432161
265579_at,3.889593847,4.044539068,3.790597032,3.721108464,3.777274808,4.026960958,AT2G20070,3.967066458,3.755852748,3.902117883,0.130664759,0.376206578,0.701662166
265578_at,4.195039768,3.879246156,3.831075946,3.730950189,3.577810498,3.920742209,AT2G20100,4.037142962,3.781013068,3.749276354,0.262084624,0.875346496,0.342233611
265577_at,2.760656265,2.979862969,2.76790266,2.913179613,2.754885528,2.821084463,AT2G20100,2.870259617,2.840541137,2.787984996,0.842185471,0.577940516,0.546997373
265576_at,9.2601887,9.332168444,8.883631326,8.952906538,8.902529392,8.802281636,AT2G20190,9.296178572,8.918268932,8.852405514,0.017025429,0.392707801,0.018791452
265575_at,9.788609949,9.937088866,9.597547204,9.481668698,9.65209676,9.796996936,AT2G14260,9.862849408,9.539607951,9.724546848,0.075403053,0.184383262,0.314026563
265574_at,2.690154875,2.773327042,2.547333425,2.595727276,2.602704725,2.493440389,AT2G14330 /// AT3G33235 /// AT3G45360 /// AT4G04394 /// AT4G09400,2.731740959,2.571530351,2.548072557,0.079571971,0.732510276,0.115938477
265573_at,4.304610283,4.515148485,4.108018128,4.014556104,4.241255612,4.140412116,AT2G28200,4.409879384,4.061287116,4.190833864,0.094022343,0.200186079,0.201376156
265572_at,8.279995569,8.511169286,8.030017966,7.852236148,9.045483987,8.652375799,AT2G28210,8.395582428,7.941127057,8.848929893,0.089363817,0.052094274,0.185121738
265571_s_at,9.118428288,9.114807779,9.645485225,9.461181869,9.420378036,9.316649517,AT2G28020 /// AT2G28230,9.116618034,9.553333547,9.368513777,0.041771639,0.222608813,0.039920345
265570_at,7.605730921,7.596719666,7.543954118,7.607195703,7.25268819,7.435755492,AT2G28310,7.601225294,7.575574911,7.344221841,0.506201987,0.13947447,0.107111081
265569_at,7.130428883,6.854227131,7.48225108,7.351651372,6.381298405,6.391723505,AT2G05620,6.992328007,7.416951226,6.386510955,0.108722226,0.004017115,0.048299804
265568_s_at,3.521109106,3.696558525,3.457246744,3.616431142,3.387447591,3.487311945,AT1G27800 /// AT1G34720 /// AT2G05567 /// AT2G14777 /// AT3G24370 /// AT3G32394 /// AT3G42750 /// AT3G43380 /// AT4G05300 /// AT4G07944 /// AT5G35020 /// AT5G35650 /// AT5G36736 /// AT5G36840,3.608833816,3.536838943,3.437379768,0.605140436,0.400765794,0.231496825
265567_at,6.34221348,6.629676022,5.89015004,5.745698787,5.870944283,6.370455095,AT2G05580,6.485944751,5.817924414,6.120699689,0.053382975,0.364317828,0.332574595
265566_at,4.602640548,4.837749801,4.542855532,4.639156255,4.429295474,4.388511884,AT2G05600,4.720195175,4.591005894,4.408903679,0.416173565,0.07348149,0.120842699
