Affymetrix-ID,1G_Flight,1G_Flight,Flight,Flight,Ground,Ground,Ensembl-ID,CG_1G_Flight_mean,CG_Flight_mean,CG_Ground_mean,CG_1G_FL_vs_FL_P-Value,CG_FL_v_GC_P-Value,CG_1G_FL_vs_GC_P-Value
AFFX-ThrX-M_at,9.534941295,9.402217679,11.12437552,11.17201624,9.497951105,10.03131118,---,9.468579487,11.14819588,9.764631143,0.001757533,0.035468057,0.39403211
AFFX-ThrX-5_at,9.172855588,9.051938885,10.66763485,10.83276357,9.112798795,9.641956528,---,9.112397237,10.75019921,9.377377662,0.003881291,0.038426432,0.431860209
AFFX-ThrX-3_at,10.10262532,10.06896041,11.52879731,11.6257291,10.04605168,10.56924481,---,10.08579287,11.57726321,10.30764825,0.001181223,0.041215655,0.486484398
AFFX-PheX-M_at,8.706335335,8.636668133,10.38523412,10.50165281,8.738225158,9.265049701,---,8.671501734,10.44344347,9.00163743,0.001462402,0.033270547,0.339977241
AFFX-PheX-5_at,8.876635602,8.735357704,10.44643668,10.5748949,8.844903253,9.444224339,---,8.805996653,10.51066579,9.144563796,0.003122125,0.046820643,0.386146157
AFFX-PheX-3_at,9.450600786,9.540497403,10.95702614,11.09641564,9.509969159,9.986000654,---,9.495549095,11.02672089,9.747984907,0.002920721,0.035618666,0.40675966
AFFX-LysX-M_at,8.115928959,8.038653972,9.757981636,9.888910442,8.215118098,8.706967245,---,8.077291466,9.823446039,8.461042672,0.001889788,0.033165892,0.263117722
AFFX-LysX-5_at,7.920526356,7.900114823,9.575745816,9.790269494,7.909002768,8.545338846,---,7.91032059,9.683007655,8.227170807,0.003674023,0.049291243,0.424445165
AFFX-LysX-3_at,8.949184434,8.901997277,10.33254231,10.52238464,8.870812687,9.399827128,---,8.925590856,10.42746348,9.135319908,0.00421447,0.044188631,0.512426397
AFFX-DapX-M_at,10.57811797,10.48627019,11.71314195,11.79176331,10.58688071,11.02786764,---,10.53219408,11.75245263,10.80737418,0.002445171,0.051834356,0.346247211
AFFX-DapX-5_at,9.269597627,9.226474756,10.54558012,10.69386692,9.36546123,9.789965689,---,9.248036192,10.61972352,9.57771346,0.003153796,0.043536862,0.262300636
AFFX-DapX-3_at,11.25251271,11.27575722,12.35999723,12.42082434,11.23107468,11.63792598,---,11.26413497,12.39041079,11.43450033,0.000834637,0.04331372,0.491069003
AFFX-CreX-5_at,11.75241696,11.93045637,12.00437525,12.01856156,11.85344845,11.99585084,---,11.84143667,12.01146841,11.92464965,0.197216822,0.34885134,0.541320066
AFFX-CreX-3_at,12.31908452,12.55032871,12.41220679,12.39935586,12.2291932,12.58109535,---,12.43470662,12.40578133,12.40514428,0.826067156,0.997441557,0.901199687
AFFX-BioDn-5_at,8.855064971,9.038663715,9.269524589,9.350728036,9.068646909,9.195012178,---,8.946864343,9.310126313,9.131829544,0.068591225,0.140883894,0.23883578
AFFX-BioDn-3_at,10.11674517,10.36759098,10.37368977,10.40136737,10.16028875,10.31577986,---,10.24216808,10.38752857,10.23803431,0.368442459,0.198860286,0.980195482
AFFX-BioC-5_at,7.955576495,8.144680055,8.305098721,8.34173597,8.062146394,8.163050729,---,8.050128275,8.323417346,8.112598562,0.104994989,0.059131061,0.618923887
AFFX-BioC-3_at,8.092691383,8.186969374,8.351781109,8.340856532,8.093959771,8.285431026,---,8.139830379,8.346318821,8.189695399,0.048968549,0.244001681,0.686261326
AFFX-BioB-M_at,7.026979582,7.253559079,7.424614155,7.485474175,7.166070984,7.273940359,---,7.140269331,7.455044165,7.220005672,0.115341259,0.062936727,0.59012398
AFFX-BioB-5_at,7.241339627,7.169320853,7.409027741,7.541050729,7.241167905,7.119837666,---,7.20533024,7.475039235,7.180502786,0.069699746,0.081487865,0.758515534
AFFX-BioB-3_at,6.869938382,7.027862209,7.271904737,7.271596474,6.921614644,7.130178076,---,6.948900296,7.271750606,7.02589636,0.054935543,0.142452036,0.615728553
AFFX-Athal-Ubq_M_f_at,10.34744682,10.36296606,10.28712058,10.21115134,10.4350058,10.42995649,---,10.35520644,10.24913596,10.43248115,0.111658484,0.040509692,0.010967677
AFFX-Athal-Ubq_5_f_at,11.22845902,11.33398783,11.23658306,11.32062895,11.53596295,11.46192524,---,11.28122343,11.27860601,11.4989441,0.972572337,0.058947094,0.077581031
AFFX-Athal-Ubq_3_f_at,12.6149929,12.60494773,12.56254384,12.47888444,12.78801513,12.73880789,---,12.60997032,12.52071414,12.76341151,0.168280683,0.037734143,0.02575211
AFFX-Athal-GAPDH_M_s_at,11.86013837,11.85764703,11.78009824,11.79267903,11.82775498,11.87614103,---,11.8588927,11.78638864,11.85194801,0.007731733,0.11981211,0.801331619
AFFX-Athal-GAPDH_5_s_at,10.77361639,10.77487393,10.78545647,10.74529677,10.71376887,10.8184459,---,10.77424516,10.76537662,10.76610739,0.702029079,0.990782668,0.890722871
AFFX-Athal-GAPDH_3_s_at,11.63670201,11.71594581,11.6870484,11.72609493,11.78193767,11.81038822,---,11.67632391,11.70657167,11.79616295,0.564183805,0.065622809,0.104428608
AFFX-Athal-Actin_M_at,10.36630448,10.5961199,10.12545825,10.28234792,10.21150484,10.25364603,---,10.48121219,10.20390309,10.23257544,0.184438205,0.757823375,0.167109092
AFFX-Athal-Actin_5_r_at,7.045555107,7.225483816,6.809868767,7.093198358,6.646479951,7.045137958,---,7.135519462,6.951533563,6.845808955,0.387311803,0.707648019,0.316354296
AFFX-Athal-Actin_3_f_at,11.18034133,11.4431597,11.2195586,11.30587227,11.25977804,11.26240089,---,11.31175052,11.26271544,11.26108947,0.756841179,0.973380886,0.737004784
AFFX-Athal-5SrRNA_at,2.740823112,2.800184828,3.03089883,3.106348083,2.963955838,2.831501378,---,2.77050397,3.068623457,2.897728608,0.024958624,0.154187317,0.221690868
AFFX-Athal-25SrRNA_s_at,12.22936767,12.0965443,12.50670236,12.37136308,12.74026069,12.32445809,---,12.16295599,12.43903272,12.53235939,0.100482637,0.711042346,0.232614306
267646_at,6.124261459,5.743420572,6.675114334,6.422857167,6.390197672,6.044309068,AT2G32830,5.933841016,6.548985751,6.21725337,0.114638221,0.261324714,0.385426378
267645_at,2.782402249,3.061203343,3.02263329,2.96968669,2.959361319,2.918341139,AT2G32860,2.921802796,2.99615999,2.938851229,0.652535295,0.229159047,0.91475464
267644_s_at,3.386733429,3.273339682,3.494411689,3.366647471,3.42759061,3.527271684,AT2G32870 /// AT2G32880,3.330036556,3.43052958,3.477431147,0.360445697,0.621191572,0.190119983
267643_at,3.611931872,3.792665572,3.726276034,3.65470714,3.654463068,3.731513999,AT2G32890,3.702298722,3.690491587,3.692988534,0.914415874,0.966439955,0.93313509
267642_at,7.758508671,7.740255859,7.719627979,7.732625299,7.870876101,7.752411547,AT2G32910,7.749382265,7.726126639,7.811643824,0.173580465,0.287717278,0.407972011
267641_at,4.072315029,4.250954875,4.173669966,4.374664754,4.23655905,4.316706318,---,4.161634952,4.27416736,4.276632684,0.490689346,0.983889635,0.361048452
267640_at,7.145396014,7.119589527,7.308825972,7.175071396,6.863848589,6.849243501,AT2G32950,7.132492771,7.241948684,6.856546045,0.249292775,0.02914471,0.00287437
267639_at,5.989953494,6.426707656,5.692320991,5.625308524,5.19789633,5.531024796,AT2G42200,6.208330575,5.658814758,5.364460563,0.130693643,0.22532204,0.091604569
267638_at,11.91950052,12.04462979,11.92581339,11.86719735,11.93571769,12.0172608,AT2G42210,11.98206516,11.89650537,11.97648925,0.34120554,0.252192506,0.947275865
267637_at,8.163274862,7.907878788,8.390291776,8.141258226,7.62578287,7.670905747,AT2G42190,8.035576825,8.265775001,7.648344309,0.325895514,0.039531624,0.096229038
267636_at,6.317635235,6.852479272,7.35930957,7.76366631,7.410232105,6.975720532,AT2G42110,6.585057254,7.56148794,7.192976319,0.100435616,0.340208833,0.219714974
267635_at,5.700636509,5.366598308,5.331364051,5.611720621,4.471523527,5.011445431,AT2G42220,5.533617409,5.471542336,4.741484479,0.802656624,0.138446419,0.130009053
267634_at,4.111870023,4.253441512,4.043884438,3.864544408,3.91284304,3.722743571,AT2G42100,4.182655768,3.954214423,3.817793306,0.183555268,0.40608418,0.09128692
267633_at,3.586454176,3.585839399,3.573816104,3.531112999,3.446149597,3.389147556,AT2G42180,3.586146788,3.552464552,3.417648577,0.255440639,0.063229829,0.027441771
267632_at,8.029690021,7.968993728,7.927719319,7.791323594,8.138621352,8.101470226,AT2G42160,7.999341875,7.859521457,8.120045789,0.201920393,0.066364516,0.076996144
267631_at,5.755378237,5.96387599,5.589090175,5.541124958,5.450095993,5.732323282,AT2G42150,5.859627114,5.565107567,5.591209638,0.110483781,0.872112836,0.265669169
267630_at,7.517962866,7.543520781,7.593808636,7.685543871,7.612150724,7.677360355,AT2G42130,7.530741824,7.639676254,7.64475554,0.149390693,0.936307697,0.082794918
267629_at,8.234990199,8.327807714,8.274311097,8.543503733,8.181037818,8.40688285,AT2G42120,8.281398957,8.408907415,8.293960334,0.46497834,0.580127468,0.927438534
267628_at,6.372752157,5.84255096,5.883616593,5.63513526,6.150127555,5.945721678,AT2G42280,6.107651559,5.759375927,6.047924617,0.356284627,0.214735996,0.852969047
267627_at,6.097018004,5.729751922,5.835887864,5.686977519,6.176098737,5.897852666,AT2G42270,5.913384963,5.761432692,6.036975702,0.523327486,0.222886304,0.645327297
267626_at,4.807918484,5.087311902,4.563558008,4.635759045,5.030736624,4.939848994,AT2G42250,4.947615193,4.599658527,4.985292809,0.137384744,0.021908537,0.821551751
267625_at,7.282416527,7.153690062,7.191816438,7.31609031,7.276277532,7.396010112,AT2G42240,7.218053295,7.253953374,7.336143822,0.727025701,0.441349208,0.311265301
267624_at,10.56365047,10.62601165,10.42531485,10.57850035,10.77366508,10.75842648,AT2G39660,10.59483106,10.5019076,10.76604578,0.377907607,0.075433298,0.033395277
267623_at,6.743622441,6.828868671,6.821256628,7.24406991,7.908900453,7.812414328,AT2G39650,6.786245556,7.032663269,7.860657391,0.37154018,0.062249563,0.003570755
267622_at,4.028057196,4.349218629,4.075514504,4.227671995,4.1483525,4.44556858,AT2G39690,4.188637913,4.15159325,4.29696054,0.854160059,0.475711344,0.669580389
267621_at,4.741812253,4.875084523,4.709340279,4.701996086,5.128112345,4.964752333,---,4.808448388,4.705668183,5.046432339,0.263436983,0.053032493,0.15254177
267620_at,3.7345328,3.792006591,3.671875733,3.618483694,3.708188608,3.753616243,AT2G39640,3.763269696,3.645179714,3.730902426,0.094882433,0.134315967,0.470107218
267619_at,8.190763509,8.350112242,8.122077885,8.111734303,7.956614784,8.111734303,AT2G26730,8.270437876,8.116906094,8.034174544,0.194405803,0.398678261,0.167526245
267618_at,6.864270044,7.115827352,7.811289654,8.408438754,8.32075191,7.966197447,AT2G26760,6.990048698,8.109864204,8.143474679,0.074476007,0.931716151,0.033727547
267617_at,8.286614876,8.176827865,8.100669732,8.051816707,9.012742858,8.641353733,AT2G26670,8.231721371,8.07624322,8.827048296,0.122493225,0.056963948,0.091506904
267616_at,6.709156156,6.69309196,6.881586733,6.998764023,6.557092072,6.751136782,AT2G26680,6.701124058,6.940175378,6.654114427,0.056097203,0.127614792,0.676874335
267615_at,3.721117299,3.987247589,3.697876167,3.522095752,3.974384228,3.646334301,AT2G26720,3.854182444,3.60998596,3.810359265,0.265367518,0.394217283,0.854840399
267614_at,5.352192668,5.710749127,5.68327072,6.228440535,5.740221685,6.153096988,AT2G26710,5.531470898,5.955855628,5.946659337,0.323029653,0.980985865,0.268208119
267613_at,3.061311776,3.410822873,3.18487398,2.811326942,3.091568763,3.060311493,AT2G26700,3.236067325,2.998100461,3.075940128,0.450403786,0.718231427,0.45776648
267612_at,4.856782668,4.174714587,4.673115955,4.303102388,4.007598783,4.000335245,AT2G26690,4.515748628,4.488109172,4.003967014,0.949690481,0.120286681,0.272258271
267611_at,8.16901315,8.165655654,8.679815141,8.262758102,8.081815613,8.214394593,AT2G26660,8.167334402,8.471286622,8.148105103,0.282302453,0.277710938,0.799127251
267610_at,7.500194133,7.286170972,7.671164003,7.240115298,6.776881776,6.717597291,AT2G26650,7.393182553,7.455639651,6.747239534,0.819480118,0.082772205,0.028302918
267609_at,7.659428259,7.481897744,7.588640235,7.513955215,7.881160167,7.618802268,AT2G26780,7.570663002,7.551297725,7.749981218,0.859222045,0.282501421,0.375047601
267608_at,7.119121083,7.12451727,7.104443432,7.213123233,7.18415484,7.074957054,AT2G26770,7.121819177,7.158783333,7.129555947,0.566968403,0.740872908,0.90042111
267607_s_at,10.50065454,10.00627667,10.52230037,10.01677078,10.1174557,10.04662688,AT2G26740 /// AT2G26750,10.25346561,10.26953558,10.08204129,0.967875673,0.539038743,0.563311299
267606_at,7.729022908,7.662340201,7.817735339,7.863096393,7.404223588,7.423943188,AT2G26640,7.695681555,7.840415866,7.414083388,0.069615015,0.003348119,0.01490466
267605_at,8.96466597,9.120065195,8.884132486,9.054829305,9.182200784,9.055396288,AT2G32920,9.042365583,8.969480896,9.118798536,0.592277595,0.295359049,0.525582679
267604_at,6.977669169,7.073202435,6.949888672,6.912495903,7.081816003,7.188795873,AT2G32930,7.025435802,6.931192288,7.135305938,0.207568958,0.069165468,0.265195223
267603_at,7.218538832,7.360402227,7.21712202,6.939267046,7.152149051,7.266453903,AT2G32900,7.28947053,7.078194533,7.209301477,0.308320303,0.47483026,0.471639158
267602_at,6.580800374,6.648463831,6.231269517,6.231269517,6.404689303,6.378611282,AT2G32970,6.614632103,6.231269517,6.391650293,0.007698238,0.006544925,0.025435211
267601_at,8.672342014,8.826834801,8.71955203,8.795633656,8.91094749,8.846262268,AT2G32980,8.749588408,8.757592843,8.878604879,0.934408134,0.136293657,0.263320274
267600_at,11.06763264,11.1697041,11.03792259,11.19557001,11.31473549,11.31706664,AT2G33040,11.11866837,11.1167463,11.31590107,0.985528017,0.127417559,0.060932373
267599_at,8.466698748,8.530173769,8.502243286,8.494219086,8.737148618,8.590755547,AT2G32850,8.498436259,8.498231186,8.663952083,0.995467139,0.152221017,0.173716023
267598_at,3.561247109,3.8078925,3.568141924,3.615915101,3.588563508,3.839487337,AT2G33010,3.684569805,3.592028513,3.714025423,0.537997577,0.440273772,0.882427449
267597_at,5.345407491,5.446258152,4.915007439,5.45651286,6.142788235,6.045092281,AT2G33020,5.395832822,5.18576015,6.093940258,0.525288306,0.080805099,0.009962585
267596_s_at,5.887890014,5.573306653,5.530655513,5.282960582,5.357795055,5.41939625,AT2G33050 /// AT2G33060,5.730598334,5.406808048,5.388595653,0.247198571,0.899600108,0.166453174
267595_at,7.625149494,8.208666207,8.595747057,9.195018617,7.972929037,8.842383564,AT2G32990,7.916907851,8.895382837,8.407656301,0.144194662,0.453136126,0.447534504
267594_at,4.13567367,4.230751334,4.128710888,4.259899863,4.404508081,4.339379519,AT2G33000,4.183212502,4.194305376,4.3719438,0.90362475,0.136103983,0.081925548
267593_at,2.944356022,2.966638483,2.995589699,2.925658891,2.876468454,2.983464375,AT2G33030,2.955497253,2.960624295,2.929966415,0.901688018,0.678779154,0.686310287
267592_at,7.495264298,7.298239152,7.432082461,7.210006706,7.291550482,6.928963174,AT2G39710,7.396751725,7.321044584,7.110256828,0.660747662,0.425936358,0.299403181
267591_at,9.364850801,9.702589112,9.64233097,9.44306854,9.152948528,9.511220438,AT2G39705,9.533719957,9.542699755,9.332084483,0.967632111,0.412209335,0.498831246
267590_at,12.73296805,12.90376638,12.87455648,12.98623446,12.51364566,12.82817068,AT2G39700,12.81836722,12.93039547,12.67090817,0.386754776,0.26021429,0.496563167
267589_at,2.475221987,2.46184502,2.492340723,2.508441882,2.564869423,2.528913558,AT2G42050,2.468533504,2.500391303,2.546891491,0.093107915,0.142159788,0.055026074
267588_at,4.281621865,4.333192574,4.220219079,4.331673763,6.630040038,5.678809123,AT2G42060,4.30740722,4.275946421,6.154424581,0.65937279,0.059267663,0.060528308
267587_at,7.999922606,7.807509034,8.168136639,8.316415638,8.419282931,8.325130391,AT2G42080,7.90371582,8.242276139,8.372206661,0.108211212,0.277132516,0.048497016
267586_at,8.014922521,7.918840047,8.393459589,8.433922779,7.987654735,8.232936902,AT2G41950,7.966881284,8.413691184,8.110295819,0.013339222,0.134740557,0.389948047
267585_s_at,3.533988818,3.425712277,3.354972192,3.229686683,3.387574215,3.525360431,AT2G42090,3.479850548,3.292329438,3.456467323,0.151777308,0.219998851,0.814565968
267584_at,5.885177475,5.908255968,5.739388595,5.729643849,5.784487033,5.840999044,AT2G41930,5.896716722,5.734516222,5.812743039,0.005910698,0.112188502,0.110614508
267583_at,9.606907086,9.584505519,9.215054224,9.270759191,9.487450513,9.196498015,AT2G41960,9.595706303,9.242906708,9.341974264,0.007162887,0.572462402,0.224164577
267582_at,3.946056686,4.021618044,3.775925198,3.968659771,3.750099221,3.827266002,AT2G41970,3.983837365,3.872292485,3.788682612,0.393906057,0.505096095,0.068762701
267581_at,7.277856024,7.323589634,7.072679266,7.086796816,6.670478421,6.724151495,AT2G41980,7.300722829,7.079738041,6.697314958,0.011525409,0.005224006,0.00339675
267580_at,4.804309211,4.621218347,4.657176817,4.843662251,4.286440361,4.413994234,AT2G41990,4.712763779,4.750419534,4.350217298,0.800333728,0.071267108,0.083074423
267579_at,5.286933441,5.335045391,5.199102918,5.194932711,5.106633239,5.298908249,AT2G42000,5.310989416,5.197017815,5.202770744,0.042072828,0.957734032,0.388834005
267578_at,5.428982771,5.219302388,5.559649565,5.579238471,5.183169653,5.347720744,AT2G30695,5.32414258,5.569444018,5.265445199,0.145180051,0.066915996,0.702647836
267577_at,8.387383374,8.079209156,8.634049507,8.728583845,8.508171533,8.231263467,AT2G30710,8.233296265,8.681316676,8.3697175,0.108717218,0.166922924,0.577858575
267576_at,4.864580183,4.873158285,4.891566784,5.103740351,5.417180902,5.336548411,AT2G30640,4.868869234,4.997653568,5.376864657,0.348967726,0.079087265,0.006309612
267575_at,3.319527292,3.509855654,3.392903231,3.180663112,3.268656721,3.42819383,AT2G30690,3.414691473,3.286783172,3.348425276,0.46423186,0.688057887,0.646948874
267574_at,4.616095944,4.441322076,4.038239916,4.308363578,4.29270163,4.188033323,AT2G30680,4.52870901,4.173301747,4.240367477,0.157771176,0.688852709,0.105424182
267573_at,6.542622843,6.254684289,6.373998048,5.878320616,7.062343056,6.183386635,AT2G30670,6.398653566,6.126159332,6.622864846,0.442091952,0.428676428,0.67570501
267572_at,4.610271892,4.553775025,4.240625026,4.622270559,4.741797332,4.536124076,AT2G30660,4.582023459,4.431447793,4.638960704,0.516768832,0.439438819,0.646812361
267571_at,3.767234585,3.782171968,4.043297047,3.891670704,4.509061875,3.884372332,AT2G30650,3.774703277,3.967483876,4.196717104,0.127065571,0.549710112,0.309310729
267570_at,7.215325756,7.006109838,6.967402059,7.031119452,7.240423535,6.931322343,AT2G30800,7.110717797,6.999260756,7.085872939,0.415310419,0.638183137,0.906278971
267569_at,4.958643096,4.676262019,4.895331563,4.652514754,4.065584686,4.184535398,AT2G30790,4.817452558,4.773923159,4.125060042,0.83691746,0.040774912,0.045635219
267568_at,6.057733067,5.909705614,5.602758479,5.66791717,5.843768455,5.735355132,AT2G30780,5.983719341,5.635337825,5.789561794,0.049883176,0.134945227,0.168548802
267567_at,3.800462112,3.865869843,3.503195092,3.835386115,4.181114092,4.205651014,AT2G30770,3.833165978,3.669290604,4.193382553,0.435146395,0.087878693,0.009272139
267566_at,3.117671745,3.337078173,3.234235224,3.310526683,3.520140527,3.413282886,AT2G30760,3.227374959,3.272380954,3.466711707,0.735739953,0.097685693,0.188856501
267565_at,3.228543615,3.107830211,3.465659228,2.998051686,3.889661281,4.033536361,AT2G30750,3.168186913,3.231855457,3.961598821,0.816714147,0.09639528,0.013720174
267564_at,8.491373559,8.657960271,8.417881095,8.485545652,8.510197544,8.386076806,AT2G30740,8.574666915,8.451713374,8.448137175,0.304829861,0.964246977,0.347371318
267563_at,3.775660629,3.779913429,3.821947858,3.592623827,3.817252943,3.897395324,AT2G30730,3.777787029,3.707285843,3.857324134,0.601339497,0.342150172,0.185960399
267562_at,8.088906025,7.939682352,7.988532105,8.205241426,8.052589245,8.0675955,AT2G39670,8.014294189,8.096886766,8.060092373,0.594260168,0.7670489,0.603533455
267561_at,6.806583254,6.476327509,6.877622898,6.93183248,6.975181046,6.685498305,AT2G45590,6.641455382,6.904727689,6.830339676,0.256293142,0.663815262,0.480447053
267560_at,4.772111515,4.833811358,4.53227869,4.800665006,4.652233047,4.782809194,AT2G45580,4.802961437,4.666471848,4.717521121,0.426030031,0.764893896,0.358308536
267559_at,4.068772519,4.11233859,3.924189955,4.173386821,5.105577076,4.890207403,AT2G45570,4.090555555,4.048788388,4.99789224,0.772624884,0.02881264,0.014347092
267558_at,9.12964392,9.088695775,9.050343228,8.895747254,9.218041496,9.060856881,AT2G32700,9.109169848,8.973045241,9.139449189,0.230802341,0.270226439,0.74508072
267557_at,6.852309825,6.892001423,6.707029299,6.707629828,6.751996852,6.971801581,AT2G32710,6.872155624,6.707329564,6.861899217,0.014192596,0.294849243,0.935197508
267556_at,8.393576831,8.445042893,8.506385112,8.629138394,8.407026174,8.455067058,AT2G32810,8.419309862,8.567761753,8.431046616,0.155439219,0.173759623,0.770532354
267555_at,7.06423201,7.316773509,7.149648576,7.28315111,6.805714635,6.884589555,AT2G32765,7.19050276,7.216399843,6.845152095,0.872831358,0.040953134,0.120724956
267554_at,4.345251482,4.572296839,4.229826171,3.969231214,3.626870038,4.056392152,AT2G32790,4.458774161,4.099528693,3.841631095,0.173190818,0.412518186,0.126253121
