Affymetrix-ID	FC_front.CEL	FC_rear.CEL	FS_front.CEL	FS_rear.CEL	GS_front.CEL	GS_rear.CEL	Ensembl-ID
260995_at	7.692520498	7.56811995	7.544342511	7.511269939	7.663894306	7.457163165	AT1G12120
260994_at	3.201591341	3.352888293	2.857993138	3.323605842	3.149577377	3.20684077	AT1G12130
260993_at	8.802215039	8.903828603	8.754850424	8.548848008	9.064051233	9.048392599	AT1G12140
260992_at	2.915897222	2.819125903	2.855270403	2.857498045	2.848325165	2.818670382	AT1G12150
260991_at	8.772925369	8.581850215	8.802557713	8.644192744	8.548858108	8.645009249	AT1G12160
260990_at	7.275957526	7.72331683	7.165567233	7.126494213	7.466081517	7.564894728	AT1G12180
260989_at	6.710947023	6.888598391	6.62414653	6.773997769	6.18619365	6.573294956	AT1G53450
260988_at	6.486079148	6.144116604	6.370443922	6.375938224	6.480666195	6.096922654	AT1G53570
260987_at	7.170012485	6.980347231	7.29559608	7.300628241	7.205967898	7.034937212	AT1G53590
260986_at	9.538511123	9.289247609	9.224597173	8.920620385	9.9656979	9.933862939	AT1G53580
260985_at	9.166801401	9.260488712	9.15121595	9.282718041	9.129543714	9.258937692	AT1G53500
260984_at	9.455409688	9.498441818	9.432036666	9.635001692	9.724088889	9.762879202	AT1G53645
260983_at	7.168697549	6.147159225	6.884376146	6.364608672	6.826021211	6.602214984	AT1G53560
260982_at	7.004538729	6.910988217	7.27014616	7.707672659	6.964742149	7.248655079	AT1G53520
260981_at	9.466272462	9.480115454	9.506154518	9.458972425	9.52681073	9.520932301	AT1G53460
260980_at	5.649747703	5.861176737	5.531901049	5.529969143	5.838536876	6.067056601	---
260979_at	6.620074761	6.48285005	6.41860104	6.517076702	6.433353513	6.479275255	AT1G53510
260978_at	9.229315363	8.500033564	7.892145871	7.4674654	6.535050319	6.828074806	AT1G53540
260977_at	3.233320038	3.334172754	3.277840376	3.384311943	3.190327096	3.562972269	AT1G53420
260976_at	8.171648935	8.237636345	8.077149063	8.073871208	7.942885769	8.123397101	AT1G53650
260975_at	7.942191595	7.858106102	7.728647046	7.623876385	8.400190959	8.054842545	AT1G53430
260974_at	7.029008152	6.330075504	6.796447889	6.306124807	6.767832772	5.966407685	AT1G53440
260973_at	5.188038098	5.369346547	5.422849042	5.506471585	5.912157056	5.737215146	AT1G53490
260972_at	7.477931076	7.501094924	7.743182494	7.794584627	7.912902151	8.172627913	AT1G53530
260971_at	6.167428018	6.623819593	6.24427379	6.354723986	6.500274693	6.445194394	---
260970_at	6.634660821	6.986988754	6.527996066	6.6921362	6.84349699	6.885314812	AT1G53640
260969_at	4.592111775	5.059480068	4.592111775	5.018289414	7.760991629	7.078132794	AT1G12240
260968_at	6.1391257	5.90331289	5.921286631	6.117890498	5.683832684	5.73381027	AT1G12250
260967_at	9.767591227	9.180615172	9.61741795	9.684293003	8.49352409	8.7339925	AT1G12230
260966_at	5.122003924	5.141664011	5.052511198	5.062856219	5.262562592	5.269946897	AT1G12220
260965_s_at	3.455332987	3.634838099	3.001594477	3.095805464	3.367552489	3.624019412	AT1G45090 /// AT2G12100
260964_at	8.583382776	8.454980025	8.592082795	8.527512237	8.336534855	8.467497302	AT1G45050
260963_at	6.354148435	6.628578482	6.195332568	6.252197074	6.169938575	6.31397621	AT1G44990
260962_at	2.838616583	2.829863887	2.832337141	2.815365071	2.859706415	2.826781093	AT1G44980
260961_at	6.235123349	6.521314247	6.591178957	6.792862404	6.284800378	6.505086492	AT1G05960
260960_at	4.265700308	4.271488988	4.360113096	4.083517806	4.081925834	4.287084508	AT1G05990
260959_at	6.894819391	6.994103042	6.827141164	6.793547539	7.216365439	7.02221381	AT1G06050
260958_at	7.678471769	7.624107987	7.536131044	7.629375233	7.40553405	7.560824449	AT1G06060
260957_at	4.162547267	4.338354785	4.27163819	4.125045264	3.78571272	4.289412334	AT1G06080
260956_at	7.678229302	7.579550842	7.535733768	7.519296967	6.531853546	6.791902293	AT1G06040
260955_at	6.974496139	6.840569244	6.943905772	6.911947814	7.948724001	7.881056064	AT1G06000
260954_at	7.622435537	7.584739412	7.61404016	7.473300288	7.500988081	7.722251517	AT1G06130
260953_at	7.445709664	7.674235702	7.340458681	7.360019364	7.296014851	7.383467202	AT1G06070
260952_at	4.772949667	5.105742488	5.095434609	5.122242862	4.97323505	5.20369857	AT1G06140
260951_at	5.537496624	5.264833997	5.372112215	5.483901662	5.456293629	5.543701852	AT1G06150
260950_s_at	4.245609853	4.51605915	4.309519934	4.361629818	4.401837627	4.2635486	AT1G06090 /// AT1G06120
260949_at	9.58648352	9.358278266	9.377159289	9.313040078	8.966979211	9.165502108	AT1G06110
260948_at	4.000865869	3.931711763	3.703044403	3.475531772	4.005528212	3.911837848	AT1G06100
260947_at	3.996624881	3.994040042	3.965296569	3.866653034	4.31972524	4.504255799	AT1G06020
260946_at	8.420516771	8.393347093	8.800925312	8.886902678	8.856740476	8.99656969	AT1G06010
260945_at	5.806277974	6.03982665	5.715864173	5.831024696	5.469160807	5.780312674	AT1G05950
260944_at	7.552247132	7.891622354	7.620025075	7.726831492	7.531285487	7.662419926	AT1G45130
260943_at	11.16926919	11.3140676	11.40573549	11.26990737	12.69145422	12.66918066	AT1G45145
260942_s_at	2.594380393	2.776562062	2.547930797	2.998051686	2.702644037	2.793902238	AT1G45190 /// AT3G11990
260941_at	3.282222143	3.476068551	3.194602842	3.369359314	3.489386411	3.109431973	AT1G44970
260940_at	10.271111	10.21224301	10.12075897	10.30412137	10.35010469	10.32324338	AT1G45000
260939_at	7.026118215	7.259555206	6.859707479	7.080063299	6.910369524	7.021835473	AT1G45180
260938_at	7.54537354	7.695117048	7.536278399	7.49369801	7.553192874	8.049262354	AT1G45170
260937_at	7.768988013	7.622841149	7.681309123	7.325296903	7.794155705	7.360403169	AT1G45160
260936_at	6.588427477	6.768048738	6.711148025	6.658166067	7.083368988	7.103305133	AT1G45150
260935_at	5.658588375	5.351375923	5.473192317	5.789584679	5.362369489	5.756689472	AT1G45110
260934_at	4.001422516	4.251150766	4.016237773	4.083517806	4.042305436	4.009310545	AT1G45100
260933_at	4.90282915	5.219849779	4.960946913	5.113754775	4.855037826	5.156848967	AT1G02470
260932_s_at	5.86524884	5.857977498	5.565429762	5.596320038	7.765635973	7.027419195	AT1G02520 /// AT1G02530
260931_at	5.012728445	5.386252505	5.08648871	5.114712931	5.157439471	5.259785353	AT1G02550
260930_at	5.536313671	5.931230008	5.444150694	5.68450198	5.619556598	5.704417378	AT1G02620
260929_at	7.233790506	7.101668025	7.316027261	7.376147799	7.363186995	7.597240829	AT1G02680
260928_at	6.211284258	6.277180923	6.086296724	6.288716961	6.143104226	6.397627776	AT1G02720
260927_at	8.952157865	8.843052472	8.919617136	8.906637471	8.813978405	8.870582617	AT1G05940
260926_at	3.212015189	3.144371697	3.082026223	3.153271157	3.160797841	3.257473752	AT1G21360
260925_at	3.643308924	3.863617268	3.687960443	3.842867455	3.563857003	3.849254521	AT1G21340
260924_at	6.474024637	6.190866625	6.322648637	6.257511926	5.963667187	6.117254737	AT1G21590
260923_at	8.470955354	8.400628931	8.79181579	8.512995947	8.280378823	8.169624932	AT1G21580
260922_at	7.442613956	7.516013702	8.085794962	7.858238976	7.107678638	7.194799222	AT1G21560
260921_at	3.306732264	3.511070831	3.413240078	3.136805278	3.412771415	3.405956092	AT1G21540
260920_at	3.638994166	3.732293709	3.960572784	4.043174804	3.284507341	3.76987466	AT1G21530
260919_at	7.08829968	7.255153529	6.490554949	6.607878277	7.220583175	6.990739031	AT1G21520 /// AT1G21525
260918_at	3.923884396	4.112412489	3.715238387	4.196768498	3.878068223	4.183384044	AT1G21510
260917_at	3.754196134	3.921975467	3.466131011	3.692123916	3.702072299	3.604848157	AT1G02700
260916_at	7.083526269	6.981946951	7.235821407	7.277471398	7.078956029	7.180142904	AT1G02475
260915_at	5.575174527	5.687869626	5.455656225	5.692029437	6.718712704	6.117794711	AT1G02660
260914_at	4.104823235	4.083905914	3.83219167	3.580058668	3.605245812	3.714045653	AT1G02640
260913_at	11.24198406	11.3175431	10.99262455	10.87288167	11.36839383	11.12259783	AT1G02500
260912_at	9.208098765	9.205158404	9.088430786	9.208808861	9.33018728	9.250168801	AT1G02560
260911_at	3.496519547	3.51295447	3.403863953	3.474713787	3.646110949	3.646110949	AT1G02490
260910_at	7.8910814	8.470058758	8.061062793	8.202176812	8.386413324	8.430981824	AT1G02690
260909_at	4.352191043	4.124690173	4.483837633	4.618971511	4.226992188	4.576090492	AT1G02670
260908_at	4.291266394	4.492977714	4.319171468	4.397696604	4.849949713	4.555686357	AT1G02580
260907_at	5.004672703	5.295585673	4.911204615	4.992800268	5.066015967	5.26276822	AT1G02575
260906_at	2.944367006	2.885263342	2.906071969	2.946768062	2.869764468	2.872306554	AT1G02540
260905_at	6.292672996	6.402921445	6.089464127	6.244153906	6.059470041	6.210055054	AT1G02710
260904_at	3.675948188	3.989423607	3.618386985	3.653396322	4.975380312	4.958630905	AT1G02450
260903_at	5.502933701	5.617660094	5.211570397	5.484284653	5.274739991	5.466735286	AT1G02460
260902_at	7.363790975	7.553105303	7.498648902	7.483956851	7.415859421	7.91585416	AT1G21440
260901_at	3.998843008	4.112393023	3.843333873	3.792194074	3.874830941	4.05074567	AT1G21430
260900_s_at	5.648202096	5.564555786	5.437318702	5.430754348	8.503891441	8.598839188	AT1G21400 /// AT5G34780
260899_at	8.022034194	7.953653855	8.114731945	8.034148579	8.387070537	8.158611397	AT1G21370
260898_at	8.021483968	7.876002965	8.038726533	8.005922741	7.867159512	8.070274784	AT1G29070
260897_at	6.730510909	6.78281018	6.568470064	6.720150293	7.317628403	7.009840133	AT1G29330
260896_at	7.427446566	7.547350724	7.501148139	7.707681849	8.108098801	7.989646588	AT1G29310
260895_at	10.86879879	10.78614703	10.8039441	10.7903564	10.38225875	10.7372264	AT1G29250
260894_at	6.64842882	6.403268039	6.527742609	6.467172735	6.654587956	6.600180634	AT1G29220
260893_at	4.149771736	4.373599838	4.111936173	4.311465655	4.267252226	4.150530272	AT1G29180
260892_at	4.054579837	4.280138914	3.839385468	4.150530272	4.154011402	4.012296472	AT1G29110
260891_at	3.814877684	3.664579209	3.67164313	3.820578168	3.739744518	3.735361301	AT1G29080
260890_at	4.830205011	5.004427756	5.048862752	4.992722426	4.798565306	4.895065699	AT1G29090
260889_at	6.558590492	6.505378548	6.62832551	6.446835144	6.516050616	6.530890285	AT1G29120
260888_at	3.416088814	3.239538027	3.41997461	3.266440675	3.210816368	3.626316264	AT1G29140
260887_at	4.922211067	5.335821061	4.913556956	5.135524653	5.626780946	5.788068733	AT1G29160
260886_at	4.251980609	4.373617125	4.055090236	4.107625783	3.99096661	4.055592524	AT1G29200
260885_at	3.693413703	3.961561362	3.516790222	3.616768873	3.817576361	3.59161583	AT1G29230
260884_at	5.804431804	5.49295978	5.620914927	5.120683532	4.674669293	4.671174949	AT1G29240
260883_at	3.269110936	3.336393024	2.998144576	3.17150118	3.199678365	3.117873965	AT1G29270
260882_at	7.694028242	7.054462936	7.856519749	7.325792094	7.428835624	6.792987144	AT1G29280
260881_at	5.116981606	5.044867536	5.37295997	5.090954775	5.73774627	5.487181598	AT1G21550
260880_at	7.108871003	6.982430906	7.147195072	6.957362627	7.273858761	7.155978817	AT1G21380
260879_at	6.968794265	7.326186329	6.982311094	7.001475354	6.924151585	7.074980199	AT1G21480
260878_at	7.193087846	6.871313865	7.130209132	6.897478599	7.30581459	6.929265735	AT1G21450
260877_at	4.053146853	4.423032049	4.272085992	4.064867765	3.752077675	3.959278709	AT1G21500
260876_at	6.451929593	7.036914446	6.313830671	6.612864069	6.272096022	6.283368233	AT1G21460
260875_at	7.97384987	7.791374132	7.595021213	7.439348312	8.085391151	8.239542577	AT1G21410
260874_at	3.193903878	3.358643896	3.418329504	3.332927547	3.447579526	3.354418892	---
260873_at	4.572084654	4.295433697	4.116626765	4.242897462	4.104275474	4.455251192	AT1G21580
260872_at	5.065259973	4.795000041	5.051221765	5.024987794	4.733763597	4.99276955	AT1G21350
260871_at	8.048056748	7.854725002	8.178097949	8.183668999	8.08552567	8.21609332	AT1G29040
260870_at	10.30817155	10.514417	10.11596186	10.13872343	10.50075398	10.56114507	AT1G43890
260869_at	12.32632172	12.34662027	11.96920057	11.8696888	11.79397561	11.75446483	AT1G43800
260868_at	8.181724313	8.081058482	8.092668815	8.082628663	8.1884575	8.280187235	AT1G43860
260867_at	8.133634399	7.77328663	8.055073503	7.648244734	7.466834919	7.048651531	AT1G43790
260866_at	3.883085879	3.83083163	3.70260452	3.538761148	3.605245812	3.834327844	AT1G43886
260865_at	5.041428936	5.272590481	4.626629298	5.151486358	4.765154494	4.98998483	AT1G43760
260864_at	2.725665937	2.682489208	2.731026851	2.63854756	2.702644037	2.743960466	AT1G43880
260863_at	3.52948575	3.607668728	3.434305506	3.419043826	3.390803529	3.513894334	AT1G43870
260862_at	8.277054545	8.254922449	8.076851799	8.069611422	7.683433048	7.6148668	AT1G43850
260861_at	2.898122347	2.99416052	2.791789628	2.882628995	2.866521439	2.959488048	AT1G43840
260860_at	3.295642025	3.49437508	3.194178904	3.367388883	3.224156527	3.080703857	AT1G43810
260859_at	4.144056032	4.412373276	3.903578798	4.03877478	3.88243678	3.983880232	AT1G43780
260858_at	5.192909054	5.632670773	5.506594496	5.415679385	5.379543504	5.330862308	AT1G43770
260857_at	7.673696637	7.80095256	7.734997114	8.030158236	7.205642976	7.408870006	AT1G21880
260856_at	6.168882208	6.127281913	6.300186464	6.268679939	6.762081875	6.304524997	AT1G21910
260855_at	9.009643617	8.749623369	8.679774755	8.448224689	8.124080026	8.52162713	AT1G21920
260854_at	4.367827183	4.297661326	4.289704815	4.230279028	4.253265516	4.268057877	AT1G21970
260853_at	3.38294335	3.850970926	3.457246744	3.459506247	3.46086427	3.500098237	AT1G21950
260852_at	7.055107624	7.191151158	7.06985667	7.232820012	7.429098145	7.453062384	AT1G21900
260851_at	3.563421477	3.738552914	3.801022032	3.653205637	3.586893525	3.763658564	AT1G21890
260850_at	4.863732613	4.937940603	4.879885988	4.674258681	4.835194795	4.955387691	AT1G21870
260849_at	4.319764485	4.101916271	4.555602244	4.074304687	4.166356808	4.64636242	AT1G21860
260848_at	4.003402306	4.124452366	3.904273576	3.751292713	3.789336347	3.900124535	AT1G21850
260847_s_at	10.6196317	10.59027471	10.34913102	10.45043059	10.33165338	10.52671778	AT1G17290 /// AT1G72330
260846_at	2.834340877	2.89752489	2.836355157	2.866164914	2.852706049	2.949266482	AT1G17300
260845_at	4.157427524	4.188184055	4.022491519	4.175534588	4.326131313	4.291037742	AT1G17310
260844_at	8.450458121	8.110593877	8.291446979	8.208884056	8.19839488	8.283596987	AT1G29260
260843_at	5.510003185	5.091562857	5.442112715	5.61298892	6.016500796	5.873464301	AT1G29060
260842_at	10.4243424	10.62294266	10.32299625	10.41680998	10.61379711	10.64690109	AT1G29150
260841_at	3.780975985	3.792563714	3.744168974	3.75468322	3.502791549	3.610786185	AT1G29195
260840_at	4.100742606	4.206068707	4.158945233	3.811363067	4.056218373	4.150530272	AT1G29050
260839_at	8.77428377	8.789066596	8.955963108	8.946388348	8.870245219	8.751636397	AT1G43690
260838_at	3.475861654	3.449543091	3.577692704	3.390523427	3.306290088	3.315919042	AT1G43680
260837_at	7.898355161	7.959714562	8.104819219	8.061259068	9.213145017	9.173402577	AT1G43670
260836_at	2.535181873	2.721364677	2.658200536	2.555716939	2.54019292	2.780403625	AT1G43660
260835_at	9.318595767	9.213571164	9.009557373	9.090426509	8.868329049	8.985374773	AT1G06700
260834_at	6.297303872	6.211209045	6.198819802	6.236214483	6.097874811	6.212657644	AT1G06730
260833_at	5.578905274	5.420003746	5.475005464	5.238875149	6.263161683	5.892151936	AT1G06800
260832_at	8.019563	7.887302549	8.310004496	8.150585691	7.848241424	7.975733356	AT1G06780
260831_at	4.760939573	4.733048567	4.489624998	4.552241268	4.384061066	4.729169128	AT1G06830
260830_at	10.76106781	10.55419049	10.40673162	10.37482951	10.26665786	10.29574508	AT1G06760
260829_s_at	8.174638739	8.059589134	8.056786418	7.781263296	8.383905203	8.290446979	AT1G06870 /// AT2G30440
260828_at	4.104956923	3.977476564	4.465638341	4.150530272	4.089113317	4.089113317	AT1G06750
260827_at	7.342817743	7.411652568	7.292571066	7.536753125	7.221910076	7.260895072	AT1G06740
260826_at	5.346654333	5.359343524	5.268017822	5.394720141	5.227987875	5.370965809	AT1G06710
260825_at	4.806419158	5.093662858	4.688126799	4.948618879	4.708886877	5.064089561	AT1G06810
260824_at	7.964403194	7.762595025	7.746281508	7.822667102	7.461262043	7.683774732	AT1G06720
260823_at	7.411992024	7.192913398	7.415094771	7.41664264	7.265730552	7.141719403	AT1G06770
260822_at	8.355014723	8.368917801	8.259926562	8.566955113	8.436792358	8.655405869	AT1G06790
260821_at	7.24638403	7.203110219	7.361408078	7.337598993	7.098924817	7.195927704	AT1G06820
260820_at	9.203144025	8.922858449	8.879657602	8.714743061	9.163915086	8.8426859	AT1G06840
260819_at	6.63304713	6.836514208	6.621407973	6.637995645	6.656950988	6.581302662	AT1G06850
260818_at	10.19008378	10.20508841	9.919708919	9.987189565	10.07919438	10.04385437	AT1G06890
260817_at	9.703219434	9.657137689	9.424594301	9.457064927	9.528837778	9.383503778	AT1G06900
260816_at	4.910819453	5.398405031	4.758429998	5.052162459	4.846252589	5.17444938	AT1G06930
260815_at	9.417972256	9.257099019	9.091735447	9.027758236	8.9221063	9.017105628	AT1G06950
260814_at	10.09385729	10.07797373	9.9190333	9.959044645	9.919077056	9.853008154	AT1G43710
260813_at	10.14746631	9.990246407	9.966835994	9.740623679	9.737926454	9.774686596	AT1G43700
260812_at	4.76043915	4.513658161	4.136895303	4.430848794	4.405293383	4.553368523	AT1G43650
260811_s_at	3.282957501	3.199001003	3.052900919	3.197798206	3.222501697	3.316334525	AT1G43740 /// AT1G43750
260810_s_at	3.027599247	3.216983438	3.323000151	3.312266029	2.969672333	3.014953075	AT1G43745 /// AT1G43755
260809_at	4.149152543	4.246333263	3.930950855	4.089528055	3.947011111	4.207899775	AT1G43730
260808_at	4.795946029	5.149480863	4.587026116	4.756938342	4.653309144	4.840754083	AT1G43715
260807_at	7.941693604	7.520257655	7.280207684	7.248996843	7.26613257	7.346246677	AT1G78310
260806_at	4.066716394	4.131579258	4.049094838	4.026202393	3.821335107	3.870094167	AT1G78260
260805_at	3.434123107	3.663236994	3.380857139	3.346043267	3.408350659	3.610786185	AT1G78320
260804_at	3.737409182	3.578993158	3.857307639	4.198158493	3.833087663	3.804889063	AT1G78410
260803_at	4.794463879	4.964162325	4.620440857	4.721738224	8.540689929	7.752147177	AT1G78340
260802_at	3.474007823	3.423825166	3.363822403	3.305493957	3.494063598	3.725540503	AT1G78400
260801_at	4.358542955	4.511916863	5.18838632	4.819715424	4.714326329	5.005231675	AT1G78430
260800_at	8.604077166	8.621158521	8.350141579	8.682479282	8.407987594	8.350741648	AT1G78240
260799_at	6.181660423	5.837275735	6.244687711	6.051607593	6.04454231	5.784633392	AT1G78270
260798_at	8.19845164	8.399088171	8.280082312	8.512927071	8.786346214	8.648538588	AT1G78280
260797_at	3.686271164	3.765082787	3.718230892	3.744584531	3.628814296	3.722125197	AT1G78390
260796_at	3.558283698	3.6628532	3.653574609	3.682523804	3.888007827	3.9048481	AT1G78360
260795_at	2.883433947	2.865461183	2.811867974	2.821077658	2.659895298	2.881231934	AT1G06225
260794_at	6.954420455	7.352471132	7.45659873	7.555043079	7.726604914	7.62588006	AT1G06210
260793_at	7.012048389	7.036248083	6.553959879	6.758961516	7.154192995	7.250994187	AT1G06190
260792_at	6.080348649	6.189299611	6.166647025	6.327470061	6.044754129	6.381527679	AT1G06270
260791_at	2.909205795	2.909205795	2.846933892	3.065347218	3.020412844	2.689600382	AT1G06250
260790_at	6.377944	6.288276767	6.179853423	6.195578309	6.318088469	6.33090671	AT1G06240
260789_s_at	8.315147531	7.979751724	8.294867089	8.263792622	8.826294275	8.484308884	AT1G06290 /// AT3G06690
260788_at	4.303249093	4.35390461	3.994429225	4.29439863	4.111930441	4.264709729	AT1G06260
260787_at	7.296717547	7.104719539	7.30419006	6.97503044	6.881506372	6.967908345	AT1G06230
260786_s_at	9.01518336	9.064384837	8.85686156	9.07192096	9.184552323	9.316245192	AT1G06220 /// AT5G25230
260785_at	9.46029911	9.359564013	9.378138487	9.373300122	9.372934199	9.347082666	AT1G06200
260784_at	5.604717387	5.09269748	5.227082503	4.858468888	5.504428769	5.242706916	AT1G06180
260783_at	3.883085879	3.728158421	3.67164313	3.969921441	3.780231032	3.816110268	AT1G06160
260782_at	8.918049626	9.054351456	8.625307413	8.567001654	8.820094969	9.010096257	AT1G14570
260781_at	8.993986235	9.141400704	8.948838354	9.129977691	9.234075191	9.647888356	AT1G14620
260780_at	8.997907151	9.12534486	8.869002696	8.857175096	8.724568654	8.886742799	AT1G14610
260779_at	7.161425702	7.235700358	7.050388125	7.000119632	7.041509232	6.827603786	AT1G14650
260778_at	4.67864307	4.697643469	4.439429008	4.543971809	4.373197245	4.37763041	AT1G14640
260777_at	6.303295673	6.173373773	6.130093121	6.164313546	6.101680395	6.116228794	AT1G14560
260776_at	4.089691005	4.331050082	4.133147149	4.083250917	4.035576558	4.238787287	AT1G14580
260775_at	9.646991146	9.58117499	9.649237149	9.810784669	9.644072027	9.664797229	AT1G78300
260774_at	5.599047502	4.962695824	5.607738973	5.383967578	7.533055832	7.048762227	AT1G78290
260773_at	3.347988805	3.573310126	3.218011786	3.230376114	3.127080051	3.288673181	AT1G78440
260772_at	9.380509572	9.554106156	9.3096848	9.257877431	9.501489833	9.39097215	AT1G49050
260771_at	8.152363401	7.824364736	7.996180442	7.893925596	7.905493437	7.662402345	AT1G49160
260770_at	4.20480154	4.394137725	3.687343367	4.022612582	3.639004925	3.946615049	AT1G49200
260769_at	4.746103365	4.926562574	4.582056919	4.931524206	4.457127343	4.623514894	AT1G49010
260768_at	8.049716746	7.983549286	8.173952306	8.137826777	7.916368317	8.090879563	AT1G49245
260767_s_at	12.0059366	12.01766479	12.02086372	11.96343868	11.9719067	12.14437235	AT1G49140 /// AT3G18410
260766_at	5.472607659	5.692097467	4.909330155	5.361262178	4.542043845	4.869849519	AT1G48960
260765_at	11.68023117	11.6922836	11.32394996	11.27941761	11.24514478	11.22548796	AT1G49240
260764_at	7.967013607	8.006172848	7.801359061	7.738027564	7.579735729	7.666015155	AT1G48950
260763_at	3.946056686	4.15460931	3.891339119	3.63784084	3.800006499	4.089345931	AT1G49220
260762_at	5.083737654	5.001475426	4.662532447	4.953014281	4.882981303	5.031153396	AT1G49015
260761_at	5.712677963	6.286319971	5.118058641	5.515278629	5.993042258	6.150223403	AT1G49150
260760_at	6.764484343	6.475487854	7.024621555	7.073752343	6.641788426	7.033923019	AT1G49170
260759_at	5.424794494	5.122092424	5.666970995	5.466908458	5.63167975	5.573649147	AT1G49180
260758_at	3.9408422	4.066798711	3.944812869	3.839252421	4.091469531	4.150530272	AT1G48930
260757_at	3.644631417	3.667065226	3.260653048	3.513665153	3.442884637	3.469813266	AT1G48940
260756_at	7.749769234	7.683281469	7.502389649	7.469018551	7.675534459	7.520869078	AT1G48970
260755_at	4.651581613	4.391302227	4.211374327	4.16071653	4.435763001	4.378534856	AT1G48980
260754_at	5.109432977	5.145616037	5.302420704	5.174025584	5.079420754	4.803261862	AT1G49000
260753_at	3.309403516	3.234368089	3.198278262	3.15729867	3.191687411	3.285238838	AT1G49230
260752_at	4.201040713	4.211384689	3.950894457	4.409128668	4.46278824	4.320255156	AT1G49030
260751_at	9.08045667	9.079012882	8.958960617	9.159060997	9.075861546	9.061884462	AT1G49040
260750_at	3.322073523	3.390386365	3.239337895	3.431541941	3.320215023	3.309179009	AT1G49100
260749_at	5.749723794	5.823271785	5.572968772	5.693854118	5.655144574	5.716577789	---
260748_at	4.002120395	3.838770976	4.091353845	3.988866738	3.906211031	3.906722819	AT1G49210
260747_at	8.107074691	8.144176498	7.752481717	7.775292658	7.892735684	8.006496304	AT1G78420
260746_at	11.11521066	11.10019042	11.02180929	11.06070643	12.30422044	12.15726799	AT1G78380
260745_at	3.166212782	3.339435302	3.130910627	3.188981492	3.166212782	3.353467786	AT1G78370
260744_at	6.667189055	7.243079801	7.64378481	8.21441784	7.982896336	7.88496087	AT1G15010
260743_at	3.802875074	3.975774917	3.823065926	3.586519842	5.441677561	5.452184973	---
260742_at	3.455408675	3.744165661	3.736575822	3.630981293	3.638341205	3.737962885	AT1G15050
260741_at	6.251508851	6.608615594	6.327554558	6.334363777	9.330258164	9.263328035	AT1G15040
260740_at	6.842128728	6.723164109	6.829983639	6.763683446	6.618220902	6.846590957	AT1G15020
260739_at	7.040846743	6.836864521	6.939581909	6.565013309	5.490654022	5.796627437	AT1G15000
260738_at	6.760075084	6.646356259	7.098190068	7.22569875	7.33067888	7.366143842	AT1G14990
260737_at	4.045746649	4.222703509	3.930016288	4.167446812	4.078411426	4.142721023	AT1G17540
260736_at	4.995082902	5.109919835	5.116687613	5.025007125	4.956708597	4.948696232	AT1G17630
260735_at	4.340361745	4.254227083	4.234062455	4.504878531	4.106503022	4.321633657	AT1G17610
260734_at	3.067493719	3.137938379	2.968798566	3.097036237	3.193095907	3.182462434	AT1G17600
260733_at	4.682797095	4.345455333	4.789250977	4.554557356	4.334663579	4.440051911	AT1G17640
260732_at	5.835386035	5.414135157	5.199818094	4.959817464	5.340923763	5.570822783	AT1G17520
260731_at	6.5935542	6.704776463	6.307284209	6.339529246	6.821217488	6.569690508	AT1G17500
260730_at	11.06015061	10.92249132	10.97442643	11.01407395	11.18094418	11.04759637	AT1G48030
260729_at	7.603098968	7.705679211	7.710566736	7.560524888	7.662419926	7.623581142	AT1G48050
260728_at	8.596237274	8.579400717	8.335373603	7.993491491	8.420561477	7.853307986	AT1G48210
260727_at	3.525605314	3.803634273	3.57015297	3.616431142	3.622080109	3.679660262	AT1G48100
260726_at	8.575576981	8.835752804	8.807747663	8.802978281	8.787391818	8.88646837	AT1G48160
260725_at	8.737178619	8.815458026	8.930566833	8.974610348	8.788485413	9.017915576	AT1G48170
260724_at	9.521919961	9.492738831	9.638226457	9.668959318	9.576132184	9.731524448	AT1G48140
260723_at	3.631163381	3.617483849	3.425148689	3.353516957	3.630443455	3.399890669	AT1G48070
260722_at	5.550235919	5.09269748	5.317646707	5.401402297	5.319794575	5.463587449	AT1G48040
260721_at	3.252823569	3.345654377	3.349896329	3.178109644	3.054344039	3.244551422	AT1G48060
260720_at	4.090052612	4.3526714	3.765777409	3.826756813	3.811461768	4.209267062	AT1G48095
260719_at	7.932806367	8.108715848	7.818830369	7.467875625	7.898719486	7.278837002	AT1G48090
260718_at	7.184791871	7.170024189	7.19938837	7.164476442	6.954280789	6.89339043	AT1G48110
260717_at	5.136280819	4.826497225	4.882162368	4.836896918	4.70459443	4.368112936	AT1G48120
260716_at	3.401201171	3.490077438	3.411751978	3.604860171	3.46601379	3.361883128	AT1G48130
260715_at	6.959058012	6.844095239	6.98203224	7.136117843	7.02696764	7.061434808	AT1G48200
260714_at	11.45009276	11.57147844	11.44381589	11.61146414	11.70479827	11.68421169	AT1G14980
260713_at	2.917218035	2.901915811	2.691955982	2.734722916	2.763395285	2.903522267	AT1G17615
260712_at	5.850818485	5.510273118	5.623950305	5.8581635	6.053860913	5.81837774	AT1G17550
260711_at	8.029430262	8.069978358	7.673088455	7.566391911	8.041250297	7.822434892	AT1G17580
260710_at	3.680532224	3.949672615	3.627105798	3.674114957	3.831911508	3.735361301	AT1G17545
260709_at	9.045189068	8.961959549	8.610265583	8.607156285	8.556851297	8.497213592	AT1G32500
